Orthogroup	pbar_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0007748	PBAR_PB23317-RA	LHUM_LH12219-RA
OG0007749	PBAR_PB12874-RA	LHUM_LH11181-RA
OG0007750	PBAR_PB12875-RA	LHUM_LH11189-RA
OG0007751	PBAR_PB12881-RA	LHUM_LH11184-RA
OG0007752	PBAR_PB12873-RA	LHUM_LH11186-RA
OG0007753	PBAR_PB12880-RA	LHUM_LH11185-RA
OG0007754	PBAR_PB12877-RA	LHUM_LH11190-RA
OG0007755	PBAR_PB15519-RA	LHUM_LH12418-RA
OG0007756	PBAR_PB15542-RA	LHUM_LH11687-RA
OG0007757	PBAR_PB15524-RA	LHUM_LH13447-RA
OG0007758	PBAR_PB15535-RA	LHUM_LH11689-RA
OG0007759	PBAR_PB15545-RA	LHUM_LH12419-RA
OG0007760	PBAR_pbar_WBSCR16-1	LHUM_LH13444-RA
OG0007761	PBAR_PB15526-RA	LHUM_LH13449-RA
OG0007762	PBAR_PB12314-RA	LHUM_LH16840-RA
OG0007763	PBAR_PB14936-RA	LHUM_LH12542-RA
OG0007764	PBAR_PB14934-RA	LHUM_LH16841-RA
OG0007765	PBAR_PB12317-RA	LHUM_LH16839-RA
OG0007766	PBAR_PB12319-RA	LHUM_LH16842-RA
OG0007767	PBAR_PB14939-RA	LHUM_LH16829-RA
OG0007768	PBAR_PB12308-RA	LHUM_LH16834-RA
OG0007769	PBAR_PB12310-RA	LHUM_LH24490-RA
OG0007770	PBAR_PB12312-RA	LHUM_LH16831-RA
OG0007771	PBAR_PB12329-RA	LHUM_LH16848-RA
OG0007772	PBAR_PB12327-RA	LHUM_LH16836-RA
OG0007773	PBAR_PB12328-RA	LHUM_LH16846-RA
OG0007774	PBAR_PB12334-RA	LHUM_LH16850-RA
OG0007775	PBAR_PB12344-RA	LHUM_LH16859-RA
OG0007776	PBAR_PB12335-RA	LHUM_LH17008-RA
OG0007777	PBAR_PB12339-RA	LHUM_LH16856-RA
OG0007778	PBAR_PB12330-RA	LHUM_LH16845-RA
OG0007779	PBAR_PB12331-RA	LHUM_LH16849-RA
OG0007780	PBAR_Pbar_Asator-1	LHUM_LH17009-RA
OG0007781	PBAR_PB12346-RA	LHUM_LH17028-RA
OG0007782	PBAR_PB14943-RA	LHUM_LH16807-RA
OG0007783	PBAR_PB12347-RA	LHUM_LH17023-RA
OG0007784	PBAR_PB12337-RA	LHUM_LH17021-RA
OG0007785	PBAR_PB12340-RA	LHUM_LH17012-RA
OG0007786	PBAR_PB12320-RA	LHUM_LH18445-RA
OG0007787	PBAR_PB12315-RA	LHUM_LH18430-RA
OG0007788	PBAR_PB12307-RA	LHUM_LH18440-RA
OG0007789	PBAR_PB14942-RA	LHUM_LH16814-RA
OG0007790	PBAR_PB14938-RA	LHUM_LH16810-RA
OG0007791	PBAR_PB12316-RA	LHUM_LH18431-RA
OG0007792	PBAR_PB14946-RA	LHUM_LH16806-RA
OG0007793	PBAR_PB11477-RA	LHUM_LH16993-RA
OG0007794	PBAR_PB11475-RA	LHUM_LH16990-RA
OG0007795	PBAR_PB11458-RA	LHUM_LH17003-RA
OG0007796	PBAR_PB11467-RA	LHUM_LH16998-RA
OG0007797	PBAR_pbar_otu-1	LHUM_LH17000-RA
OG0007798	PBAR_PB11470-RA	LHUM_LH16999-RA
OG0007799	PBAR_PB11446-RA	LHUM_LH24505-RA
OG0007800	PBAR_PB11451-RA	LHUM_LH24476-RA
OG0007801	PBAR_PB11455-RA	LHUM_LH18618-RA
OG0007802	PBAR_PB11445-RA	LHUM_LH24480-RA
OG0007803	PBAR_PB11459-RA	LHUM_LH18434-RA
OG0007804	PBAR_PB11442-RA	LHUM_LH10107-RA
OG0007805	PBAR_PB11466-RA	LHUM_LH18439-RA
OG0007806	PBAR_pbar_RpL37-1	LHUM_LH18613-RA
OG0007807	PBAR_PB11452-RA	LHUM_LH24493-RA
OG0007808	PBAR_PB11463-RA	LHUM_LH18615-RA
OG0007809	PBAR_Pbar_Cox5b_like-1	LHUM_LH24482-RA
OG0007810	PBAR_PB11448-RA	LHUM_LH16987-RA
OG0007811	PBAR_PB11444-RA	LHUM_LH24487-RA
OG0007812	PBAR_PB11450-RA	LHUM_LH24491-RA
OG0007813	PBAR_PB11447-RA	LHUM_LH18616-RA
OG0007814	PBAR_PB11457-RA	LHUM_LH17001-RA
OG0007815	PBAR_PB11456-RA	LHUM_LH17002-RA
OG0007816	PBAR_PB11435-RA	LHUM_LH24465-RA
OG0007817	PBAR_PB11438-RA	LHUM_LH18619-RA
OG0007818	PBAR_PB11449-RA	LHUM_LH24475-RA
OG0007819	PBAR_PB11437-RA	LHUM_LH18622-RA
OG0007820	PBAR_PB13436-RA	LHUM_LH18629-RA
OG0007821	PBAR_PB11436-RA	LHUM_LH18632-RA
OG0007822	PBAR_PB13437-RA	LHUM_LH18627-RA
OG0007823	PBAR_PB13438-RA	LHUM_LH18637-RA
OG0007824	PBAR_PB13435-RA	LHUM_LH18628-RA
OG0007825	PBAR_PB13434-RA	LHUM_LH18633-RA
OG0007826	PBAR_PB13441-RA	LHUM_LH18636-RA
OG0007827	PBAR_PB13445-RA	LHUM_LH18642-RA
OG0007828	PBAR_PB13447-RA	LHUM_LH18647-RA
OG0007829	PBAR_PB24890-RA	LHUM_LH18641-RA
OG0007830	PBAR_PB10176-RA	LHUM_LH18652-RA
OG0007831	PBAR_PB24889-RA	LHUM_LH18649-RA
OG0007832	PBAR_PB13444-RA	LHUM_LH18643-RA
OG0007833	PBAR_PB24898-RA	LHUM_LH18645-RA
OG0007834	PBAR_PB13448-RA	LHUM_LH18640-RA
OG0007835	PBAR_PB24896-RA	LHUM_LH18650-RA
OG0007836	PBAR_PB24895-RA	LHUM_LH18646-RA
OG0007837	PBAR_PB24899-RA	LHUM_LH18644-RA
OG0007838	PBAR_PB13449-RA	LHUM_LH18648-RA
OG0007839	PBAR_PB18658-RA	LHUM_LH18663-RA
OG0007840	PBAR_PB24911-RA	LHUM_LH18661-RA
OG0007841	PBAR_PB24902-RA	LHUM_LH18654-RA
OG0007842	PBAR_PB24912-RA	LHUM_LH18659-RA
OG0007843	PBAR_PB18659-RA	LHUM_LH18655-RA
OG0007844	PBAR_PB24891-RA	LHUM_LH18653-RA
OG0007845	PBAR_PB24894-RA	LHUM_LH18662-RA
OG0007846	PBAR_PB24897-RA	LHUM_LH18660-RA
OG0007847	PBAR_PB23641-RA	LHUM_LH18656-RA
OG0007848	PBAR_PB18656-RA	LHUM_LH18657-RA
OG0007849	PBAR_PB23618-RA	LHUM_LH16862-RA
OG0007850	PBAR_PB23623-RA	LHUM_LH16861-RA
OG0007851	PBAR_PB23625-RA	LHUM_LH16855-RA
OG0007852	PBAR_PB23613-RA	LHUM_LH16878-RA
OG0007853	PBAR_PB23617-RA	LHUM_LH16874-RA
OG0007854	PBAR_PB23615-RA	LHUM_LH16871-RA
OG0007855	PBAR_PB23610-RA	LHUM_LH16877-RA
OG0007856	PBAR_PB23614-RA	LHUM_LH16872-RA
OG0007857	PBAR_PB19517-RA	LHUM_LH16412-RA
OG0007858	PBAR_PB10859-RA	LHUM_LH19671-RA
OG0007859	PBAR_PB20052-RA	LHUM_LH21953-RA
OG0007860	PBAR_PB12652-RA	LHUM_LH10391-RA
OG0007861	PBAR_PB20537-RA	LHUM_LH22472-RA
OG0007862	PBAR_PB17367-RA	LHUM_LH16654-RA
OG0007863	PBAR_PB17379-RA	LHUM_LH16656-RA
OG0007864	PBAR_PB17368-RA	LHUM_LH16653-RA
OG0007865	PBAR_PB17369-RA	LHUM_LH10302-RA
OG0007866	PBAR_PB17362-RA	LHUM_LH10297-RA
OG0007867	PBAR_PB17358-RA	LHUM_LH17714-RA
OG0007868	PBAR_PB17364-RA	LHUM_LH10298-RA
OG0007869	PBAR_PB12345-RA	LHUM_LH16860-RA
OG0007870	PBAR_PB20153-RA	LHUM_LH16242-RA
OG0007871	PBAR_PB16293-RA	LHUM_LH19325-RA
OG0007872	PBAR_PB11988-RA	LHUM_LH20359-RA
OG0007873	PBAR_PB17918-RA	LHUM_LH19538-RA
OG0007874	PBAR_PB16705-RA	LHUM_LH21446-RA
OG0007875	PBAR_PB12762-RA	LHUM_LH11765-RA
OG0007876	PBAR_pbar_NOS-1	LHUM_LH21330-RA
OG0007877	PBAR_PB16002-RA	LHUM_LH11655-RA
OG0007878	PBAR_PB15988-RA	LHUM_LH11644-RA
OG0007879	PBAR_PB15992-RA	LHUM_LH11647-RA
OG0007880	PBAR_PB15999-RA	LHUM_LH11659-RA
OG0007881	PBAR_PB16001-RA	LHUM_LH11660-RA
OG0007882	PBAR_PB15989-RA	LHUM_LH11646-RA
OG0007883	PBAR_Pbar_Cht3-1	LHUM_LH25346-RA
OG0007884	PBAR_PB16022-RA	LHUM_LH11678-RA
OG0007885	PBAR_PB16008-RA	LHUM_LH11676-RA
OG0007886	PBAR_PB16177-RA	LHUM_LH20964-RA
OG0007887	PBAR_PB16185-RA	LHUM_LH12670-RA
OG0007888	PBAR_PB16180-RA	LHUM_LH12681-RA
OG0007889	PBAR_Pbar_Tor-RA	LHUM_LH11663-RA
OG0007890	PBAR_PB16006-RA	LHUM_LH11674-RA
OG0007891	PBAR_pbar_galectin2-1	LHUM_LH12674-RA
OG0007892	PBAR_PB16181-RA	LHUM_LH12680-RA
OG0007893	PBAR_PB16186-RA	LHUM_LH12668-RA
OG0007894	PBAR_PB16017-RA	LHUM_LH11665-RA
OG0007895	PBAR_PB16187-RA	LHUM_LH20967-RA
OG0007896	PBAR_PB16174-RA	LHUM_LH20947-RA
OG0007897	PBAR_PB16179-RA	LHUM_LH20951-RA
OG0007898	PBAR_PB13905-RA	LHUM_LH23752-RA
OG0007899	PBAR_PB13904-RA	LHUM_LH23747-RA
OG0007900	PBAR_PB16184-RA	LHUM_LH20956-RA
OG0007901	PBAR_PB16178-RA	LHUM_LH20965-RA
OG0007902	PBAR_PB13082-RA	LHUM_LH11040-RA
OG0007903	PBAR_PB13083-RA	LHUM_LH11614-RA
OG0007904	PBAR_PB13080-RA	LHUM_LH11042-RA
OG0007905	PBAR_PB12835-RA	LHUM_LH17425-RA
OG0007906	PBAR_pbar_TEPA-1	LHUM_LH24313-RA
OG0007907	PBAR_PB12842-RA	LHUM_LH17412-RA
OG0007908	PBAR_PB12841-RA	LHUM_LH17408-RA
OG0007909	PBAR_PB12836-RA	LHUM_LH17422-RA
OG0007910	PBAR_PB12849-RA	LHUM_LH17409-RA
OG0007911	PBAR_PB12843-RA	LHUM_LH17414-RA
OG0007912	PBAR_PB12846-RA	LHUM_LH24322-RA
OG0007913	PBAR_PB26384-RA	LHUM_LH25668-RA
OG0007914	PBAR_PB12838-RA	LHUM_LH21475-RA
OG0007915	PBAR_PB12840-RA	LHUM_LH21476-RA
OG0007916	PBAR_PB12845-RA	LHUM_LH21469-RA
OG0007917	PBAR_PB12839-RA	LHUM_LH21474-RA
OG0007918	PBAR_PB16807-RA	LHUM_LH21456-RA
OG0007919	PBAR_PB12856-RA	LHUM_LH21460-RA
OG0007920	PBAR_PB12854-RA	LHUM_LH21480-RA
OG0007921	PBAR_PB16815-RA	LHUM_LH24425-RA
OG0007922	PBAR_PB16804-RA	LHUM_LH21463-RA
OG0007923	PBAR_PB16816-RA	LHUM_LH24419-RA
OG0007924	PBAR_pbar_pumilio-1	LHUM_LH24392-RA
OG0007925	PBAR_PB16808-RA	LHUM_LH21458-RA
OG0007926	PBAR_PB16806-RA	LHUM_LH21462-RA
OG0007927	PBAR_PB16812-RA	LHUM_LH21464-RA
OG0007928	PBAR_pbar_Serpin-4-1	LHUM_LH24352-RA
OG0007929	PBAR_PB16827-RA	LHUM_LH24388-RA
OG0007930	PBAR_PB16830-RA	LHUM_LH24348-RA
OG0007931	PBAR_PB16829-RA	LHUM_LH24347-RA
OG0007932	PBAR_PB16819-RA	LHUM_LH24393-RA
OG0007933	PBAR_PB16825-RA	LHUM_LH24349-RA
OG0007934	PBAR_PB16828-RA	LHUM_LH24351-RA
OG0007935	PBAR_PB16822-RA	LHUM_LH24394-RA
OG0007936	PBAR_PB16818-RA	LHUM_LH24390-RA
OG0007937	PBAR_PB16833-RA	LHUM_LH24346-RA
OG0007938	PBAR_PB25152-RA	LHUM_LH24337-RA
OG0007939	PBAR_PB25153-RA	LHUM_LH24335-RA
OG0007940	PBAR_PB25149-RA	LHUM_LH24339-RA
OG0007941	PBAR_PB25148-RA	LHUM_LH24338-RA
OG0007942	PBAR_PB25150-RA	LHUM_LH24344-RA
OG0007943	PBAR_PB25163-RA	LHUM_LH24341-RA
OG0007944	PBAR_PB25159-RA	LHUM_LH24331-RA
OG0007945	PBAR_PB13985-RA	LHUM_LH24315-RA
OG0007946	PBAR_PB13981-RA	LHUM_LH24330-RA
OG0007947	PBAR_PB13994-RA	LHUM_LH24323-RA
OG0007948	PBAR_PB13987-RA	LHUM_LH24316-RA
OG0007949	PBAR_PB10632-RA	LHUM_LH24332-RA
OG0007950	PBAR_PB17688-RA	LHUM_LH24324-RA
OG0007951	PBAR_PB17686-RA	LHUM_LH24328-RA
OG0007952	PBAR_PB25167-RA	LHUM_LH24325-RA
OG0007953	PBAR_PB25157-RA	LHUM_LH24329-RA
OG0007954	PBAR_PB16559-RA	LHUM_LH24389-RA
OG0007955	PBAR_PB16574-RA	LHUM_LH24369-RA
OG0007956	PBAR_PB16545-RA	LHUM_LH24391-RA
OG0007957	PBAR_Pbar_Rab5-1	LHUM_LH21471-RA
OG0007958	PBAR_PB13996-RA	LHUM_LH24317-RA
OG0007959	PBAR_PB16558-RA	LHUM_LH21481-RA
OG0007960	PBAR_PB13999-RA	LHUM_LH21477-RA
OG0007961	PBAR_PB13993-RA	LHUM_LH24318-RA
OG0007962	PBAR_PB16568-RA	LHUM_LH24366-RA
OG0007963	PBAR_PB13997-RA	LHUM_LH24314-RA
OG0007964	PBAR_PB13992-RA	LHUM_LH24320-RA
OG0007965	PBAR_PB13256-RA	LHUM_LH16977-RA
OG0007966	PBAR_PB13247-RA	LHUM_LH16986-RA
OG0007967	PBAR_PB13266-RA	LHUM_LH24506-RA
OG0007968	PBAR_PB13260-RA	LHUM_LH16982-RA
OG0007969	PBAR_PB16566-RA	LHUM_LH24350-RA
OG0007970	PBAR_PB13252-RA	LHUM_LH13343-RA
OG0007971	PBAR_PB13255-RA	LHUM_LH16988-RA
OG0007972	PBAR_PB13253-RA	LHUM_LH16981-RA
OG0007973	PBAR_Pbar_4ebp-1	LHUM_LH24354-RA
OG0007974	PBAR_PB13258-RA	LHUM_LH16980-RA
OG0007975	PBAR_PB16571-RA	LHUM_LH24357-RA
OG0007976	PBAR_PB13270-RA	LHUM_LH12891-RA
OG0007977	PBAR_PB13262-RA	LHUM_LH12886-RA
OG0007978	PBAR_PB13267-RA	LHUM_LH12890-RA
OG0007979	PBAR_PB13263-RA	LHUM_LH12885-RA
OG0007980	PBAR_PB13269-RA	LHUM_LH12892-RA
OG0007981	PBAR_PB13261-RA	LHUM_LH12887-RA
OG0007982	PBAR_PB13268-RA	LHUM_LH12889-RA
OG0007983	PBAR_PB26405-RA	LHUM_LH12897-RA
OG0007984	PBAR_PB13265-RA	LHUM_LH24509-RA
OG0007985	PBAR_PB24593-RA	LHUM_LH25411-RA
OG0007986	PBAR_PB24597-RA	LHUM_LH12902-RA
OG0007987	PBAR_PB24598-RA	LHUM_LH12904-RA
OG0007988	PBAR_PB24600-RA	LHUM_LH12901-RA
OG0007989	PBAR_PB24602-RA	LHUM_LH12905-RA
OG0007990	PBAR_PB16774-RA	LHUM_LH13556-RA
OG0007991	PBAR_Pbar_MBD-R2-1	LHUM_LH12880-RA
OG0007992	PBAR_PB24608-RA	LHUM_LH12895-RA
OG0007993	PBAR_PB16775-RA	LHUM_LH12893-RA
OG0007994	PBAR_PB16767-RA	LHUM_LH13548-RA
OG0007995	PBAR_PB16785-RA	LHUM_LH12898-RA
OG0007996	PBAR_PB24606-RA	LHUM_LH12894-RA
OG0007997	PBAR_PB24611-RA	LHUM_LH12888-RA
OG0007998	PBAR_pbar_RpL27-1	LHUM_LH24397-RA
OG0007999	PBAR_PB16782-RA	LHUM_LH13561-RA
OG0008000	PBAR_PB16780-RA	LHUM_LH13560-RA
OG0008001	PBAR_PB16771-RA	LHUM_LH13552-RA
OG0008002	PBAR_PB16765-RA	LHUM_LH13545-RA
OG0008003	PBAR_PB16762-RA	LHUM_LH13547-RA
OG0008004	PBAR_PB16761-RA	LHUM_LH13562-RA
OG0008005	PBAR_PB16759-RA	LHUM_LH13563-RA
OG0008006	PBAR_PB16581-RA	LHUM_LH12874-RA
OG0008007	PBAR_PB16781-RA	LHUM_LH13558-RA
OG0008008	PBAR_PB16777-RA	LHUM_LH13559-RA
OG0008009	PBAR_PB16770-RA	LHUM_LH13549-RA
OG0008010	PBAR_PB16747-RA	LHUM_LH13527-RA
OG0008011	PBAR_PB16743-RA	LHUM_LH13521-RA
OG0008012	PBAR_PB16746-RA	LHUM_LH13540-RA
OG0008013	PBAR_PB16748-RA	LHUM_LH13528-RA
OG0008014	PBAR_PB16760-RA	LHUM_LH13542-RA
OG0008015	PBAR_PB16763-RA	LHUM_LH13541-RA
OG0008016	PBAR_PB16754-RA	LHUM_LH23020-RA
OG0008017	PBAR_PB16753-RA	LHUM_LH24417-RA
OG0008018	PBAR_PB16757-RA	LHUM_LH24424-RA
OG0008019	PBAR_PB16744-RA	LHUM_LH24408-RA
OG0008020	PBAR_Pbar_Ndufa12_like-1	LHUM_LH23011-RA
OG0008021	PBAR_PB16751-RA	LHUM_LH23018-RA
OG0008022	PBAR_PB16730-RA	LHUM_LH23007-RA
OG0008023	PBAR_PB16733-RA	LHUM_LH23005-RA
OG0008024	PBAR_PB16720-RA	LHUM_LH21547-RA
OG0008025	PBAR_PB16722-RA	LHUM_LH21546-RA
OG0008026	PBAR_PB16718-RA	LHUM_LH21545-RA
OG0008027	PBAR_PB16726-RA	LHUM_LH24370-RA
OG0008028	PBAR_PB16727-RA	LHUM_LH24372-RA
OG0008029	PBAR_PB16721-RA	LHUM_LH24376-RA
OG0008030	PBAR_PB10608-RA	LHUM_LH24380-RA
OG0008031	PBAR_PB16725-RA	LHUM_LH24374-RA
OG0008032	PBAR_PB16731-RA	LHUM_LH19936-RA
OG0008033	PBAR_Pbar_Atp5d_like-1	LHUM_LH19938-RA
OG0008034	PBAR_PB16719-RA	LHUM_LH21553-RA
OG0008035	PBAR_PB16709-RA	LHUM_LH21557-RA
OG0008036	PBAR_PB16713-RA	LHUM_LH21551-RA
OG0008037	PBAR_PB16707-RB	LHUM_LH21554-RA
OG0008038	PBAR_PB16708-RA	LHUM_LH21559-RA
OG0008039	PBAR_PB16711-RA	LHUM_LH21558-RA
OG0008040	PBAR_PB16728-RA	LHUM_LH21550-RA
OG0008041	PBAR_PB16702-RA	LHUM_LH21445-RA
OG0008042	PBAR_PB16701-RA	LHUM_LH21444-RA
OG0008043	PBAR_PB16706-RA	LHUM_LH21448-RA
OG0008044	PBAR_PB16698-RA	LHUM_LH21564-RA
OG0008045	PBAR_PB16697-RA	LHUM_LH21443-RA
OG0008046	PBAR_PB16714-RA	LHUM_LH21562-RA
OG0008047	PBAR_PB16703-RA	LHUM_LH21447-RA
OG0008048	PBAR_PB18540-RA	LHUM_LH13742-RA
OG0008049	PBAR_PB18539-RA	LHUM_LH13745-RA
OG0008050	PBAR_PB18541-RA	LHUM_LH13743-RA
OG0008051	PBAR_PB18554-RA	LHUM_LH13729-RA
OG0008052	PBAR_PB18550-RA	LHUM_LH13724-RA
OG0008053	PBAR_PB18557-RA	LHUM_LH13725-RA
OG0008054	PBAR_PB18549-RA	LHUM_LH13732-RA
OG0008055	PBAR_PB18552-RA	LHUM_LH13722-RA
OG0008056	PBAR_PB18546-RA	LHUM_LH13733-RA
OG0008057	PBAR_PB18556-RA	LHUM_LH13737-RA
OG0008058	PBAR_PB18553-RA	LHUM_LH13726-RA
OG0008059	PBAR_PB18558-RA	LHUM_LH13727-RA
OG0008060	PBAR_PB13367-RA	LHUM_LH18988-RA
OG0008061	PBAR_PB18559-RA	LHUM_LH13738-RA
OG0008062	PBAR_PB18547-RA	LHUM_LH13731-RA
OG0008063	PBAR_PB18562-RA	LHUM_LH13720-RA
OG0008064	PBAR_PB18555-RA	LHUM_LH13719-RA
OG0008065	PBAR_PB18561-RA	LHUM_LH13718-RA
OG0008066	PBAR_PB18560-RA	LHUM_LH13716-RA
OG0008067	PBAR_PB18563-RA	LHUM_LH13721-RA
OG0008068	PBAR_PB13119-RA	LHUM_LH13177-RA
OG0008069	PBAR_PB10298-RA	LHUM_LH13176-RA
OG0008070	PBAR_PB10296-RA	LHUM_LH13165-RA
OG0008071	PBAR_PB10297-RA	LHUM_LH13174-RA
OG0008072	PBAR_PB23943-RA	LHUM_LH13168-RA
OG0008073	PBAR_PB23945-RA	LHUM_LH13173-RA
OG0008074	PBAR_PB23932-RA	LHUM_LH25164-RA
OG0008075	PBAR_PB23942-RA	LHUM_LH13166-RA
OG0008076	PBAR_PB23933-RA	LHUM_LH25163-RA
OG0008077	PBAR_PB23931-RA	LHUM_LH25167-RA
OG0008078	PBAR_PB23938-RA	LHUM_LH25166-RA
OG0008079	PBAR_PB23935-RA	LHUM_LH25162-RA
OG0008080	PBAR_PB23940-RA	LHUM_LH25161-RA
OG0008081	PBAR_PB23934-RA	LHUM_LH25160-RA
OG0008082	PBAR_PB10983-RA	LHUM_LH25156-RA
OG0008083	PBAR_PB10986-RA	LHUM_LH25158-RA
OG0008084	PBAR_PB10985-RA	LHUM_LH25157-RA
OG0008085	PBAR_PB10976-RA	LHUM_LH25154-RA
OG0008086	PBAR_PB10982-RA	LHUM_LH25155-RA
OG0008087	PBAR_PB11502-RA	LHUM_LH25153-RA
OG0008088	PBAR_pbar_star-1	LHUM_LH25147-RA
OG0008089	PBAR_PB11504-RA	LHUM_LH25150-RA
OG0008090	PBAR_PB22310-RA	LHUM_LH25145-RA
OG0008091	PBAR_PB22304-RA	LHUM_LH25135-RA
OG0008092	PBAR_PB22302-RA	LHUM_LH25131-RA
OG0008093	PBAR_PB22305-RA	LHUM_LH25136-RA
OG0008094	PBAR_PB22306-RA	LHUM_LH25134-RA
OG0008095	PBAR_PB22309-RA	LHUM_LH25138-RA
OG0008096	PBAR_PB10656-RA	LHUM_LH25132-RA
OG0008097	PBAR_PB11505-RA	LHUM_LH25151-RA
OG0008098	PBAR_PB20764-RA	LHUM_LH15971-RA
OG0008099	PBAR_PB20051-RA	LHUM_LH21955-RA
OG0008100	PBAR_PB10854-RA	LHUM_LH19666-RA
OG0008101	PBAR_PB26290-RA	LHUM_LH25778-RA
OG0008102	PBAR_PB10862-RA	LHUM_LH25793-RA
OG0008103	PBAR_PB26289-RA	LHUM_LH25776-RA
OG0008104	PBAR_PB10863-RA	LHUM_LH25775-RA
OG0008105	PBAR_PB10855-RA	LHUM_LH19667-RA
OG0008106	PBAR_PB26288-RA	LHUM_LH25791-RA
OG0008107	PBAR_PB10858-RA	LHUM_LH19668-RA
OG0008108	PBAR_PB10860-RA	LHUM_LH19670-RA
OG0008109	PBAR_PB26285-RA	LHUM_LH19674-RA
OG0008110	PBAR_PB10112-RA	LHUM_LH19675-RA
OG0008111	PBAR_PB10111-RA	LHUM_LH19676-RA
OG0008112	PBAR_PB10113-RA	LHUM_LH19677-RA
OG0008113	PBAR_PB23244-RA	LHUM_LH19680-RA
OG0008114	PBAR_PB23245-RA	LHUM_LH19678-RA
OG0008115	PBAR_PB25714-RA	LHUM_LH24822-RA
OG0008116	PBAR_PB23227-RA	LHUM_LH19697-RA
OG0008117	PBAR_PB23232-RA	LHUM_LH19695-RA
OG0008118	PBAR_PB23231-RA	LHUM_LH19689-RA
OG0008119	PBAR_PB25735-RA	LHUM_LH24818-RA
OG0008120	PBAR_PB25722-RA	LHUM_LH24810-RA
OG0008121	PBAR_PB25723-RA	LHUM_LH24805-RA
OG0008122	PBAR_PB25721-RA	LHUM_LH24804-RA
OG0008123	PBAR_PB16452-RA	LHUM_LH24813-RA
OG0008124	PBAR_pbar_RpS29-1	LHUM_LH24812-RA
OG0008125	PBAR_PB16454-RA	LHUM_LH24815-RA
OG0008126	PBAR_PB16459-RA	LHUM_LH24803-RA
OG0008127	PBAR_PB16465-RA	LHUM_LH24809-RA
OG0008128	PBAR_PB25728-RA	LHUM_LH24814-RA
OG0008129	PBAR_PB25745-RA	LHUM_LH24806-RA
OG0008130	PBAR_PB16453-RA	LHUM_LH24816-RA
OG0008131	PBAR_PB16463-RA	LHUM_LH24800-RA
OG0008132	PBAR_PB25734-RA	LHUM_LH24817-RA
OG0008133	PBAR_pbar_gry-RA	LHUM_LH24802-RA
OG0008134	PBAR_PB10887-RA	LHUM_LH24795-RA
OG0008135	PBAR_PB10888-RA	LHUM_LH24798-RA
OG0008136	PBAR_PB10886-RA	LHUM_LH24796-RA
OG0008137	PBAR_PB10889-RA	LHUM_LH24797-RA
OG0008138	PBAR_PB10892-RA	LHUM_LH24792-RA
OG0008139	PBAR_PB10893-RA	LHUM_LH24793-RA
OG0008140	PBAR_PB14157-RA	LHUM_LH24790-RA
OG0008141	PBAR_Pbar-slp2-like-1	LHUM_LH24787-RA
OG0008142	PBAR_PB14156-RA	LHUM_LH24789-RA
OG0008143	PBAR_pbar_Traf6-RA	LHUM_LH21871-RA
OG0008144	PBAR_PB23837-RA	LHUM_LH18681-RA
OG0008145	PBAR_PB13679-RA	LHUM_LH18972-RA
OG0008146	PBAR_PB20894-RA	LHUM_LH12767-RA
OG0008147	PBAR_PB20882-RA	LHUM_LH12772-RA
OG0008148	PBAR_PB20886-RA	LHUM_LH12773-RA
OG0008149	PBAR_PB20902-RA	LHUM_LH12769-RA
OG0008150	PBAR_PB17184-RA	LHUM_LH11193-RA
OG0008151	PBAR_PB17186-RA	LHUM_LH11192-RA
OG0008152	PBAR_PB17183-RA	LHUM_LH16985-RA
OG0008153	PBAR_PB15917-RA	LHUM_LH16969-RA
OG0008154	PBAR_PB21271-RA	LHUM_LH20253-RA
OG0008155	PBAR_PB21275-RA	LHUM_LH20258-RA
OG0008156	PBAR_PB21280-RA	LHUM_LH20261-RA
OG0008157	PBAR_PB21273-RA	LHUM_LH20256-RA
OG0008158	PBAR_PB21293-RA	LHUM_LH21779-RA
OG0008159	PBAR_PB21292-RA	LHUM_LH21777-RA
OG0008160	PBAR_PB21296-RA	LHUM_LH21784-RA
OG0008161	PBAR_PB21286-RA	LHUM_LH21771-RA
OG0008162	PBAR_PB21291-RA	LHUM_LH21775-RA
OG0008163	PBAR_PB17842-RA	LHUM_LH21003-RA
OG0008164	PBAR_PB10149-RA	LHUM_LH18171-RA
OG0008165	PBAR_pbar_dredd-RC	LHUM_LH11454-RA
OG0008166	PBAR_PB15069-RA	LHUM_LH14176-RA
OG0008167	PBAR_PB18441-RA	LHUM_LH11468-RA
OG0008168	PBAR_PB18430-RA	LHUM_LH19181-RA
OG0008169	PBAR_PB15071-RA	LHUM_LH14166-RA
OG0008170	PBAR_pbar_trafficjam-1	LHUM_LH11467-RA
OG0008171	PBAR_PB10223-RA	LHUM_LH19347-RA
OG0008172	PBAR_PB24538-RA	LHUM_LH19346-RA
OG0008173	PBAR_PB10222-RA	LHUM_LH19351-RA
OG0008174	PBAR_PB10221-RA	LHUM_LH19348-RA
OG0008175	PBAR_PB15082-RA	LHUM_LH14121-RA
OG0008176	PBAR_PB23790-RA	LHUM_LH14168-RA
OG0008177	PBAR_PB20941-RA	LHUM_LH19715-RA
OG0008178	PBAR_PB20939-RA	LHUM_LH19718-RA
OG0008179	PBAR_PB24541-RA	LHUM_LH20805-RA
