Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0007727	ACEP_ACEP_00017001-RA	LHUM_LH12477-RA	PBAR_PB11766-RA
OG0007728	ACEP_ACEP_00000215-RA	LHUM_LH12613-RA	PBAR_PB11751-RA
OG0007729	ACEP_ACEP_00000213-RA	LHUM_LH12614-RA	PBAR_PB11750-RA
OG0007730	ACEP_ACEP_00000216-RA	LHUM_LH12611-RA	PBAR_PB11752-RA
OG0007731	ACEP_ACEP_00000210-RA	LHUM_LH10430-RA	PBAR_PB11741-RA
OG0007732	ACEP_ACEP_00000212-RA	LHUM_LH12612-RA	PBAR_PB11754-RA
OG0007733	ACEP_ACEP_00000206-RA	LHUM_LH10432-RA	PBAR_PB11743-RA
OG0007734	ACEP_ACEP_00000198-RA	LHUM_LH21026-RA	PBAR_PB26232-RA
OG0007735	ACEP_ACEP_00000200-RA	LHUM_LH21027-RA	PBAR_PB11744-RA
OG0007736	ACEP_ACEP_00000201-RA	LHUM_LH21030-RA	PBAR_PB11746-RA
OG0007737	ACEP_ACEP_00000203-RA	LHUM_LH21025-RA	PBAR_PB11742-RA
OG0007738	ACEP_ACEP_00000197-RA	LHUM_LH21028-RA	PBAR_PB12942-RA
OG0007739	ACEP_ACEP_00000189-RA	LHUM_LH21018-RA	PBAR_PB12935-RA
OG0007740	ACEP_ACEP_00000188-RA	LHUM_LH21016-RA	PBAR_PB12934-RA
OG0007741	ACEP_ACEP_00000190-RA	LHUM_LH21015-RA	PBAR_PB12926-RA
OG0007742	ACEP_ACEP_00000182-RA	LHUM_LH20731-RA	PBAR_PB12866-RA
OG0007743	ACEP_ACEP_00000183-RA	LHUM_LH20728-RA	PBAR_PB12864-RA
OG0007744	ACEP_ACEP_00000179-RA	LHUM_LH20733-RA	PBAR_PB12870-RA
OG0007745	ACEP_ACEP_00000180-RA	LHUM_LH20730-RA	PBAR_PB12868-RA
OG0007746	ACEP_ACEP_00000178-RA	LHUM_LH20732-RA	PBAR_PB12871-RA
OG0007747	ACEP_ACEP_00000177-RA	LHUM_LH11182-RA	PBAR_PB12876-RA
OG0007748	ACEP_ACEP_00000176-RA	LHUM_LH12219-RA	PBAR_PB23317-RA
OG0007749	ACEP_ACEP_00000175-RA	LHUM_LH11181-RA	PBAR_PB12874-RA
OG0007750	ACEP_ACEP_00000174-RA	LHUM_LH11189-RA	PBAR_PB12875-RA
OG0007751	ACEP_ACEP_00000170-RA	LHUM_LH11184-RA	PBAR_PB12881-RA
OG0007752	ACEP_ACEP_00000172-RA	LHUM_LH11186-RA	PBAR_PB12873-RA
OG0007753	ACEP_ACEP_00000168-RA	LHUM_LH11185-RA	PBAR_PB12880-RA
OG0007754	ACEP_ACEP_00000173-RA	LHUM_LH11190-RA	PBAR_PB12877-RA
OG0007755	ACEP_ACEP_00000162-RA	LHUM_LH12418-RA	PBAR_PB15519-RA
OG0007756	ACEP_ACEP_00000159-RA	LHUM_LH11687-RA	PBAR_PB15542-RA
OG0007757	ACEP_ACEP_00000163-RA	LHUM_LH13447-RA	PBAR_PB15524-RA
OG0007758	ACEP_ACEP_00000158-RA	LHUM_LH11689-RA	PBAR_PB15535-RA
OG0007759	ACEP_ACEP_00000161-RA	LHUM_LH12419-RA	PBAR_PB15545-RA
OG0007760	ACEP_ACEP_00000165-RA	LHUM_LH13444-RA	PBAR_pbar_WBSCR16-1
OG0007761	ACEP_ACEP_00000164-RA	LHUM_LH13449-RA	PBAR_PB15526-RA
OG0007762	ACEP_ACEP_00000151-RA	LHUM_LH16840-RA	PBAR_PB12314-RA
OG0007763	ACEP_ACEP_00000154-RA	LHUM_LH12542-RA	PBAR_PB14936-RA
OG0007764	ACEP_ACEP_00000156-RA	LHUM_LH16841-RA	PBAR_PB14934-RA
OG0007765	ACEP_ACEP_00000149-RA	LHUM_LH16839-RA	PBAR_PB12317-RA
OG0007766	ACEP_ACEP_00000146-RA	LHUM_LH16842-RA	PBAR_PB12319-RA
OG0007767	ACEP_ACEP_00000155-RA	LHUM_LH16829-RA	PBAR_PB14939-RA
OG0007768	ACEP_ACEP_00000152-RA	LHUM_LH16834-RA	PBAR_PB12308-RA
OG0007769	ACEP_ACEP_00000153-RA	LHUM_LH24490-RA	PBAR_PB12310-RA
OG0007770	ACEP_ACEP_00000147-RA	LHUM_LH16831-RA	PBAR_PB12312-RA
OG0007771	ACEP_ACEP_00000139-RA	LHUM_LH16848-RA	PBAR_PB12329-RA
OG0007772	ACEP_ACEP_00000141-RA	LHUM_LH16836-RA	PBAR_PB12327-RA
OG0007773	ACEP_ACEP_00000140-RA	LHUM_LH16846-RA	PBAR_PB12328-RA
OG0007774	ACEP_ACEP_00000137-RA	LHUM_LH16850-RA	PBAR_PB12334-RA
OG0007775	ACEP_ACEP_00000132-RA	LHUM_LH16859-RA	PBAR_PB12344-RA
OG0007776	ACEP_ACEP_00000130-RA	LHUM_LH17008-RA	PBAR_PB12335-RA
OG0007777	ACEP_ACEP_00000133-RA	LHUM_LH16856-RA	PBAR_PB12339-RA
OG0007778	ACEP_ACEP_00000134-RA	LHUM_LH16845-RA	PBAR_PB12330-RA
OG0007779	ACEP_ACEP_00000135-RA	LHUM_LH16849-RA	PBAR_PB12331-RA
OG0007780	ACEP_ACEP_00000127-RA	LHUM_LH17009-RA	PBAR_Pbar_Asator-1
OG0007781	ACEP_ACEP_00000123-RA	LHUM_LH17028-RA	PBAR_PB12346-RA
OG0007782	ACEP_ACEP_00000121-RA	LHUM_LH16807-RA	PBAR_PB14943-RA
OG0007783	ACEP_ACEP_00000126-RA	LHUM_LH17023-RA	PBAR_PB12347-RA
OG0007784	ACEP_ACEP_00000125-RA	LHUM_LH17021-RA	PBAR_PB12337-RA
OG0007785	ACEP_ACEP_00000128-RA	LHUM_LH17012-RA	PBAR_PB12340-RA
OG0007786	ACEP_ACEP_00000109-RA	LHUM_LH18445-RA	PBAR_PB12320-RA
OG0007787	ACEP_ACEP_00000114-RA	LHUM_LH18430-RA	PBAR_PB12315-RA
OG0007788	ACEP_ACEP_00000113-RA	LHUM_LH18440-RA	PBAR_PB12307-RA
OG0007789	ACEP_ACEP_00000115-RA	LHUM_LH16814-RA	PBAR_PB14942-RA
OG0007790	ACEP_ACEP_00000116-RA	LHUM_LH16810-RA	PBAR_PB14938-RA
OG0007791	ACEP_ACEP_00000112-RA	LHUM_LH18431-RA	PBAR_PB12316-RA
OG0007792	ACEP_ACEP_00000119-RA	LHUM_LH16806-RA	PBAR_PB14946-RA
OG0007793	ACEP_ACEP_00000103-RA	LHUM_LH16993-RA	PBAR_PB11477-RA
OG0007794	ACEP_ACEP_00000104-RA	LHUM_LH16990-RA	PBAR_PB11475-RA
OG0007795	ACEP_ACEP_00000100-RA	LHUM_LH17003-RA	PBAR_PB11458-RA
OG0007796	ACEP_ACEP_00000098-RA	LHUM_LH16998-RA	PBAR_PB11467-RA
OG0007797	ACEP_ACEP_00000097-RA	LHUM_LH17000-RA	PBAR_pbar_otu-1
OG0007798	ACEP_ACEP_00000099-RA	LHUM_LH16999-RA	PBAR_PB11470-RA
OG0007799	ACEP_ACEP_00000085-RA	LHUM_LH24505-RA	PBAR_PB11446-RA
OG0007800	ACEP_ACEP_00000075-RA	LHUM_LH24476-RA	PBAR_PB11451-RA
OG0007801	ACEP_ACEP_00000089-RA	LHUM_LH18618-RA	PBAR_PB11455-RA
OG0007802	ACEP_ACEP_00000079-RA	LHUM_LH24480-RA	PBAR_PB11445-RA
OG0007803	ACEP_ACEP_00017008-RA	LHUM_LH18434-RA	PBAR_PB11459-RA
OG0007804	ACEP_ACEP_00000083-RA	LHUM_LH10107-RA	PBAR_PB11442-RA
OG0007805	ACEP_ACEP_00000091-RA	LHUM_LH18439-RA	PBAR_PB11466-RA
OG0007806	ACEP_ACEP_00000087-RA	LHUM_LH18613-RA	PBAR_pbar_RpL37-1
OG0007807	ACEP_ACEP_00000077-RA	LHUM_LH24493-RA	PBAR_PB11452-RA
OG0007808	ACEP_ACEP_00000088-RA	LHUM_LH18615-RA	PBAR_PB11463-RA
OG0007809	ACEP_ACEP_00000080-RA	LHUM_LH24482-RA	PBAR_Pbar_Cox5b_like-1
OG0007810	ACEP_ACEP_00000082-RA	LHUM_LH16987-RA	PBAR_PB11448-RA
OG0007811	ACEP_ACEP_00000078-RA	LHUM_LH24487-RA	PBAR_PB11444-RA
OG0007812	ACEP_ACEP_00000081-RA	LHUM_LH24491-RA	PBAR_PB11450-RA
OG0007813	ACEP_ACEP_00000086-RA	LHUM_LH18616-RA	PBAR_PB11447-RA
OG0007814	ACEP_ACEP_00000094-RA	LHUM_LH17001-RA	PBAR_PB11457-RA
OG0007815	ACEP_ACEP_00000095-RA	LHUM_LH17002-RA	PBAR_PB11456-RA
OG0007816	ACEP_ACEP_00000070-RA	LHUM_LH24465-RA	PBAR_PB11435-RA
OG0007817	ACEP_ACEP_00000069-RA	LHUM_LH18619-RA	PBAR_PB11438-RA
OG0007818	ACEP_ACEP_00000071-RA	LHUM_LH24475-RA	PBAR_PB11449-RA
OG0007819	ACEP_ACEP_00000066-RA	LHUM_LH18622-RA	PBAR_PB11437-RA
OG0007820	ACEP_ACEP_00000060-RA	LHUM_LH18629-RA	PBAR_PB13436-RA
OG0007821	ACEP_ACEP_00000063-RA	LHUM_LH18632-RA	PBAR_PB11436-RA
OG0007822	ACEP_ACEP_00000062-RA	LHUM_LH18627-RA	PBAR_PB13437-RA
OG0007823	ACEP_ACEP_00000055-RA	LHUM_LH18637-RA	PBAR_PB13438-RA
OG0007824	ACEP_ACEP_00000057-RA	LHUM_LH18628-RA	PBAR_PB13435-RA
OG0007825	ACEP_ACEP_00000056-RA	LHUM_LH18633-RA	PBAR_PB13434-RA
OG0007826	ACEP_ACEP_00000053-RA	LHUM_LH18636-RA	PBAR_PB13441-RA
OG0007827	ACEP_ACEP_00000046-RA	LHUM_LH18642-RA	PBAR_PB13445-RA
OG0007828	ACEP_ACEP_00000043-RA	LHUM_LH18647-RA	PBAR_PB13447-RA
OG0007829	ACEP_ACEP_00000038-RA	LHUM_LH18641-RA	PBAR_PB24890-RA
OG0007830	ACEP_ACEP_00000045-RA	LHUM_LH18652-RA	PBAR_PB10176-RA
OG0007831	ACEP_ACEP_00000041-RA	LHUM_LH18649-RA	PBAR_PB24889-RA
OG0007832	ACEP_ACEP_00000047-RA	LHUM_LH18643-RA	PBAR_PB13444-RA
OG0007833	ACEP_ACEP_00000037-RA	LHUM_LH18645-RA	PBAR_PB24898-RA
OG0007834	ACEP_ACEP_00000042-RA	LHUM_LH18640-RA	PBAR_PB13448-RA
OG0007835	ACEP_ACEP_00000040-RA	LHUM_LH18650-RA	PBAR_PB24896-RA
OG0007836	ACEP_ACEP_00000039-RA	LHUM_LH18646-RA	PBAR_PB24895-RA
OG0007837	ACEP_ACEP_00000036-RA	LHUM_LH18644-RA	PBAR_PB24899-RA
OG0007838	ACEP_ACEP_00000050-RA	LHUM_LH18648-RA	PBAR_PB13449-RA
OG0007839	ACEP_ACEP_00000027-RA	LHUM_LH18663-RA	PBAR_PB18658-RA
OG0007840	ACEP_ACEP_00000031-RA	LHUM_LH18661-RA	PBAR_PB24911-RA
OG0007841	ACEP_ACEP_00000030-RA	LHUM_LH18654-RA	PBAR_PB24902-RA
OG0007842	ACEP_ACEP_00000029-RA	LHUM_LH18659-RA	PBAR_PB24912-RA
OG0007843	ACEP_ACEP_00000028-RA	LHUM_LH18655-RA	PBAR_PB18659-RA
OG0007844	ACEP_ACEP_00000032-RA	LHUM_LH18653-RA	PBAR_PB24891-RA
OG0007845	ACEP_ACEP_00000034-RA	LHUM_LH18662-RA	PBAR_PB24894-RA
OG0007846	ACEP_ACEP_00000035-RA	LHUM_LH18660-RA	PBAR_PB24897-RA
OG0007847	ACEP_ACEP_00000025-RA	LHUM_LH18656-RA	PBAR_PB23641-RA
OG0007848	ACEP_ACEP_00000026-RA	LHUM_LH18657-RA	PBAR_PB18656-RA
OG0007849	ACEP_ACEP_00000014-RA	LHUM_LH16862-RA	PBAR_PB23618-RA
OG0007850	ACEP_ACEP_00000016-RA	LHUM_LH16861-RA	PBAR_PB23623-RA
OG0007851	ACEP_ACEP_00000017-RA	LHUM_LH16855-RA	PBAR_PB23625-RA
OG0007852	ACEP_ACEP_00000003-RA	LHUM_LH16878-RA	PBAR_PB23613-RA
OG0007853	ACEP_ACEP_00000004-RA	LHUM_LH16874-RA	PBAR_PB23617-RA
OG0007854	ACEP_ACEP_00000006-RA	LHUM_LH16871-RA	PBAR_PB23615-RA
OG0007855	ACEP_ACEP_00000008-RA	LHUM_LH16877-RA	PBAR_PB23610-RA
OG0007856	ACEP_ACEP_00000009-RA	LHUM_LH16872-RA	PBAR_PB23614-RA
OG0007857	ACEP_ACEP_00016674-RA	LHUM_LH16412-RA	PBAR_PB19517-RA
OG0007858	ACEP_ACEP_00016683-RA	LHUM_LH19671-RA	PBAR_PB10859-RA
OG0007859	ACEP_ACEP_00016372-RA	LHUM_LH21953-RA	PBAR_PB20052-RA
OG0007860	ACEP_ACEP_00016518-RA	LHUM_LH10391-RA	PBAR_PB12652-RA
OG0007861	ACEP_ACEP_00016628-RA	LHUM_LH22472-RA	PBAR_PB20537-RA
OG0007862	ACEP_ACEP_00015921-RA	LHUM_LH16654-RA	PBAR_PB17367-RA
OG0007863	ACEP_ACEP_00015924-RA	LHUM_LH16656-RA	PBAR_PB17379-RA
OG0007864	ACEP_ACEP_00015919-RA	LHUM_LH16653-RA	PBAR_PB17368-RA
OG0007865	ACEP_ACEP_00015915-RA	LHUM_LH10302-RA	PBAR_PB17369-RA
OG0007866	ACEP_ACEP_00015914-RA	LHUM_LH10297-RA	PBAR_PB17362-RA
OG0007867	ACEP_ACEP_00015906-RA	LHUM_LH17714-RA	PBAR_PB17358-RA
OG0007868	ACEP_ACEP_00015911-RA	LHUM_LH10298-RA	PBAR_PB17364-RA
OG0007869	ACEP_ACEP_00016693-RA	LHUM_LH16860-RA	PBAR_PB12345-RA
OG0007870	ACEP_ACEP_00016681-RA	LHUM_LH16242-RA	PBAR_PB20153-RA
OG0007871	ACEP_ACEP_00016632-RA	LHUM_LH19325-RA	PBAR_PB16293-RA
OG0007872	ACEP_ACEP_00016347-RA	LHUM_LH20359-RA	PBAR_PB11988-RA
OG0007873	ACEP_ACEP_00016368-RA	LHUM_LH19538-RA	PBAR_PB17918-RA
OG0007874	ACEP_ACEP_00016732-RA	LHUM_LH21446-RA	PBAR_PB16705-RA
OG0007875	ACEP_ACEP_00016387-RA	LHUM_LH11765-RA	PBAR_PB12762-RA
OG0007876	ACEP_ACEP_00016315-RA	LHUM_LH21330-RA	PBAR_pbar_NOS-1
OG0007877	ACEP_ACEP_00015995-RA	LHUM_LH11655-RA	PBAR_PB16002-RA
OG0007878	ACEP_ACEP_00015997-RA	LHUM_LH11644-RA	PBAR_PB15988-RA
OG0007879	ACEP_ACEP_00015991-RA	LHUM_LH11647-RA	PBAR_PB15992-RA
OG0007880	ACEP_ACEP_00015996-RA	LHUM_LH11659-RA	PBAR_PB15999-RA
OG0007881	ACEP_ACEP_00015998-RA	LHUM_LH11660-RA	PBAR_PB16001-RA
OG0007882	ACEP_ACEP_00015992-RA	LHUM_LH11646-RA	PBAR_PB15989-RA
OG0007883	ACEP_ACEP_04565985-RA	LHUM_LH25346-RA	PBAR_Pbar_Cht3-1
OG0007884	ACEP_ACEP_00015985-RA	LHUM_LH11678-RA	PBAR_PB16022-RA
OG0007885	ACEP_ACEP_00015983-RA	LHUM_LH11676-RA	PBAR_PB16008-RA
OG0007886	ACEP_ACEP_00015971-RA	LHUM_LH20964-RA	PBAR_PB16177-RA
OG0007887	ACEP_ACEP_00015974-RA	LHUM_LH12670-RA	PBAR_PB16185-RA
OG0007888	ACEP_ACEP_00015978-RA	LHUM_LH12681-RA	PBAR_PB16180-RA
OG0007889	ACEP_ACEP_00015980-RA	LHUM_LH11663-RA	PBAR_Pbar_Tor-RA
OG0007890	ACEP_ACEP_00015981-RA	LHUM_LH11674-RA	PBAR_PB16006-RA
OG0007891	ACEP_ACEP_00015972-RA	LHUM_LH12674-RA	PBAR_pbar_galectin2-1
OG0007892	ACEP_ACEP_00015976-RA	LHUM_LH12680-RA	PBAR_PB16181-RA
OG0007893	ACEP_ACEP_00015977-RA	LHUM_LH12668-RA	PBAR_PB16186-RA
OG0007894	ACEP_ACEP_00015982-RA	LHUM_LH11665-RA	PBAR_PB16017-RA
OG0007895	ACEP_ACEP_00015968-RA	LHUM_LH20967-RA	PBAR_PB16187-RA
OG0007896	ACEP_ACEP_00015963-RA	LHUM_LH20947-RA	PBAR_PB16174-RA
OG0007897	ACEP_ACEP_00015966-RA	LHUM_LH20951-RA	PBAR_PB16179-RA
OG0007898	ACEP_ACEP_00015961-RA	LHUM_LH23752-RA	PBAR_PB13905-RA
OG0007899	ACEP_ACEP_00015962-RA	LHUM_LH23747-RA	PBAR_PB13904-RA
OG0007900	ACEP_ACEP_00015964-RA	LHUM_LH20956-RA	PBAR_PB16184-RA
OG0007901	ACEP_ACEP_00015970-RA	LHUM_LH20965-RA	PBAR_PB16178-RA
OG0007902	ACEP_ACEP_00015955-RA	LHUM_LH11040-RA	PBAR_PB13082-RA
OG0007903	ACEP_ACEP_00015960-RA	LHUM_LH11614-RA	PBAR_PB13083-RA
OG0007904	ACEP_ACEP_00015957-RA	LHUM_LH11042-RA	PBAR_PB13080-RA
OG0007905	ACEP_ACEP_00008801-RA	LHUM_LH17425-RA	PBAR_PB12835-RA
OG0007906	ACEP_ACEP_00008794-RA	LHUM_LH24313-RA	PBAR_pbar_TEPA-1
OG0007907	ACEP_ACEP_00008795-RA	LHUM_LH17412-RA	PBAR_PB12842-RA
OG0007908	ACEP_ACEP_00008799-RA	LHUM_LH17408-RA	PBAR_PB12841-RA
OG0007909	ACEP_ACEP_00008798-RA	LHUM_LH17422-RA	PBAR_PB12836-RA
OG0007910	ACEP_ACEP_00008796-RA	LHUM_LH17409-RA	PBAR_PB12849-RA
OG0007911	ACEP_ACEP_00008797-RA	LHUM_LH17414-RA	PBAR_PB12843-RA
OG0007912	ACEP_ACEP_00008791-RA	LHUM_LH24322-RA	PBAR_PB12846-RA
OG0007913	ACEP_ACEP_00017514-RA	LHUM_LH25668-RA	PBAR_PB26384-RA
OG0007914	ACEP_ACEP_00008790-RA	LHUM_LH21475-RA	PBAR_PB12838-RA
OG0007915	ACEP_ACEP_00008787-RA	LHUM_LH21476-RA	PBAR_PB12840-RA
OG0007916	ACEP_ACEP_00008789-RA	LHUM_LH21469-RA	PBAR_PB12845-RA
OG0007917	ACEP_ACEP_00008788-RA	LHUM_LH21474-RA	PBAR_PB12839-RA
OG0007918	ACEP_ACEP_00008781-RA	LHUM_LH21456-RA	PBAR_PB16807-RA
OG0007919	ACEP_ACEP_00008783-RA	LHUM_LH21460-RA	PBAR_PB12856-RA
OG0007920	ACEP_ACEP_00008784-RA	LHUM_LH21480-RA	PBAR_PB12854-RA
OG0007921	ACEP_ACEP_00008776-RA	LHUM_LH24425-RA	PBAR_PB16815-RA
OG0007922	ACEP_ACEP_00008778-RA	LHUM_LH21463-RA	PBAR_PB16804-RA
OG0007923	ACEP_ACEP_00008774-RA	LHUM_LH24419-RA	PBAR_PB16816-RA
OG0007924	ACEP_ACEP_00008771-RA	LHUM_LH24392-RA	PBAR_pbar_pumilio-1
OG0007925	ACEP_ACEP_00008777-RA	LHUM_LH21458-RA	PBAR_PB16808-RA
OG0007926	ACEP_ACEP_00008779-RA	LHUM_LH21462-RA	PBAR_PB16806-RA
OG0007927	ACEP_ACEP_00008780-RA	LHUM_LH21464-RA	PBAR_PB16812-RA
OG0007928	ACEP_ACEP_00008761-RA	LHUM_LH24352-RA	PBAR_pbar_Serpin-4-1
OG0007929	ACEP_ACEP_00008764-RA	LHUM_LH24388-RA	PBAR_PB16827-RA
OG0007930	ACEP_ACEP_00008759-RA	LHUM_LH24348-RA	PBAR_PB16830-RA
OG0007931	ACEP_ACEP_00008763-RA	LHUM_LH24347-RA	PBAR_PB16829-RA
OG0007932	ACEP_ACEP_00008767-RA	LHUM_LH24393-RA	PBAR_PB16819-RA
OG0007933	ACEP_ACEP_00008760-RA	LHUM_LH24349-RA	PBAR_PB16825-RA
OG0007934	ACEP_ACEP_00008758-RA	LHUM_LH24351-RA	PBAR_PB16828-RA
OG0007935	ACEP_ACEP_00008769-RA	LHUM_LH24394-RA	PBAR_PB16822-RA
OG0007936	ACEP_ACEP_00008770-RA	LHUM_LH24390-RA	PBAR_PB16818-RA
OG0007937	ACEP_ACEP_00008757-RA	LHUM_LH24346-RA	PBAR_PB16833-RA
OG0007938	ACEP_ACEP_00008748-RA	LHUM_LH24337-RA	PBAR_PB25152-RA
OG0007939	ACEP_ACEP_00008749-RA	LHUM_LH24335-RA	PBAR_PB25153-RA
OG0007940	ACEP_ACEP_00008750-RA	LHUM_LH24339-RA	PBAR_PB25149-RA
OG0007941	ACEP_ACEP_00008751-RA	LHUM_LH24338-RA	PBAR_PB25148-RA
OG0007942	ACEP_ACEP_00008753-RA	LHUM_LH24344-RA	PBAR_PB25150-RA
OG0007943	ACEP_ACEP_00008746-RA	LHUM_LH24341-RA	PBAR_PB25163-RA
OG0007944	ACEP_ACEP_00008745-RA	LHUM_LH24331-RA	PBAR_PB25159-RA
OG0007945	ACEP_ACEP_00008738-RA	LHUM_LH24315-RA	PBAR_PB13985-RA
OG0007946	ACEP_ACEP_00008739-RA	LHUM_LH24330-RA	PBAR_PB13981-RA
OG0007947	ACEP_ACEP_00008734-RA	LHUM_LH24323-RA	PBAR_PB13994-RA
OG0007948	ACEP_ACEP_00008737-RA	LHUM_LH24316-RA	PBAR_PB13987-RA
OG0007949	ACEP_ACEP_00008740-RA	LHUM_LH24332-RA	PBAR_PB10632-RA
OG0007950	ACEP_ACEP_00008741-RA	LHUM_LH24324-RA	PBAR_PB17688-RA
OG0007951	ACEP_ACEP_00008742-RA	LHUM_LH24328-RA	PBAR_PB17686-RA
OG0007952	ACEP_ACEP_00008743-RA	LHUM_LH24325-RA	PBAR_PB25167-RA
OG0007953	ACEP_ACEP_00008744-RA	LHUM_LH24329-RA	PBAR_PB25157-RA
OG0007954	ACEP_ACEP_00008721-RA	LHUM_LH24389-RA	PBAR_PB16559-RA
OG0007955	ACEP_ACEP_00008720-RA	LHUM_LH24369-RA	PBAR_PB16574-RA
OG0007956	ACEP_ACEP_00008723-RA	LHUM_LH24391-RA	PBAR_PB16545-RA
OG0007957	ACEP_ACEP_00008726-RA	LHUM_LH21471-RA	PBAR_Pbar_Rab5-1
OG0007958	ACEP_ACEP_00008730-RA	LHUM_LH24317-RA	PBAR_PB13996-RA
OG0007959	ACEP_ACEP_00008724-RA	LHUM_LH21481-RA	PBAR_PB16558-RA
OG0007960	ACEP_ACEP_00008727-RA	LHUM_LH21477-RA	PBAR_PB13999-RA
OG0007961	ACEP_ACEP_00008731-RA	LHUM_LH24318-RA	PBAR_PB13993-RA
OG0007962	ACEP_ACEP_00008719-RA	LHUM_LH24366-RA	PBAR_PB16568-RA
OG0007963	ACEP_ACEP_00008732-RA	LHUM_LH24314-RA	PBAR_PB13997-RA
OG0007964	ACEP_ACEP_00008733-RA	LHUM_LH24320-RA	PBAR_PB13992-RA
OG0007965	ACEP_ACEP_00008709-RA	LHUM_LH16977-RA	PBAR_PB13256-RA
OG0007966	ACEP_ACEP_00008712-RA	LHUM_LH16986-RA	PBAR_PB13247-RA
OG0007967	ACEP_ACEP_00008704-RA	LHUM_LH24506-RA	PBAR_PB13266-RA
OG0007968	ACEP_ACEP_00008708-RA	LHUM_LH16982-RA	PBAR_PB13260-RA
OG0007969	ACEP_ACEP_00008715-RA	LHUM_LH24350-RA	PBAR_PB16566-RA
OG0007970	ACEP_ACEP_00008714-RA	LHUM_LH13343-RA	PBAR_PB13252-RA
OG0007971	ACEP_ACEP_00008705-RA	LHUM_LH16988-RA	PBAR_PB13255-RA
OG0007972	ACEP_ACEP_00008711-RA	LHUM_LH16981-RA	PBAR_PB13253-RA
OG0007973	ACEP_ACEP_00008716-RA	LHUM_LH24354-RA	PBAR_Pbar_4ebp-1
OG0007974	ACEP_ACEP_00008707-RA	LHUM_LH16980-RA	PBAR_PB13258-RA
OG0007975	ACEP_ACEP_00008718-RA	LHUM_LH24357-RA	PBAR_PB16571-RA
OG0007976	ACEP_ACEP_00008697-RA	LHUM_LH12891-RA	PBAR_PB13270-RA
OG0007977	ACEP_ACEP_00008702-RA	LHUM_LH12886-RA	PBAR_PB13262-RA
OG0007978	ACEP_ACEP_00017524-RA	LHUM_LH12890-RA	PBAR_PB13267-RA
OG0007979	ACEP_ACEP_00008701-RA	LHUM_LH12885-RA	PBAR_PB13263-RA
OG0007980	ACEP_ACEP_00008696-RA	LHUM_LH12892-RA	PBAR_PB13269-RA
OG0007981	ACEP_ACEP_00008698-RA	LHUM_LH12887-RA	PBAR_PB13261-RA
OG0007982	ACEP_ACEP_00008695-RA	LHUM_LH12889-RA	PBAR_PB13268-RA
OG0007983	ACEP_ACEP_00008694-RA	LHUM_LH12897-RA	PBAR_PB26405-RA
OG0007984	ACEP_ACEP_00008703-RA	LHUM_LH24509-RA	PBAR_PB13265-RA
OG0007985	ACEP_ACEP_00008685-RA	LHUM_LH25411-RA	PBAR_PB24593-RA
OG0007986	ACEP_ACEP_00008681-RA	LHUM_LH12902-RA	PBAR_PB24597-RA
OG0007987	ACEP_ACEP_00008678-RA	LHUM_LH12904-RA	PBAR_PB24598-RA
OG0007988	ACEP_ACEP_00008680-RA	LHUM_LH12901-RA	PBAR_PB24600-RA
OG0007989	ACEP_ACEP_00008682-RA	LHUM_LH12905-RA	PBAR_PB24602-RA
OG0007990	ACEP_ACEP_00008664-RA	LHUM_LH13556-RA	PBAR_PB16774-RA
OG0007991	ACEP_ACEP_00008669-RA	LHUM_LH12880-RA	PBAR_Pbar_MBD-R2-1
OG0007992	ACEP_ACEP_00008674-RA	LHUM_LH12895-RA	PBAR_PB24608-RA
OG0007993	ACEP_ACEP_00008670-RA	LHUM_LH12893-RA	PBAR_PB16775-RA
OG0007994	ACEP_ACEP_00008665-RA	LHUM_LH13548-RA	PBAR_PB16767-RA
OG0007995	ACEP_ACEP_00008671-RA	LHUM_LH12898-RA	PBAR_PB16785-RA
OG0007996	ACEP_ACEP_00008673-RA	LHUM_LH12894-RA	PBAR_PB24606-RA
OG0007997	ACEP_ACEP_00008672-RA	LHUM_LH12888-RA	PBAR_PB24611-RA
OG0007998	ACEP_ACEP_00008675-RA	LHUM_LH24397-RA	PBAR_pbar_RpL27-1
OG0007999	ACEP_ACEP_00008667-RA	LHUM_LH13561-RA	PBAR_PB16782-RA
OG0008000	ACEP_ACEP_00008668-RA	LHUM_LH13560-RA	PBAR_PB16780-RA
OG0008001	ACEP_ACEP_00008666-RA	LHUM_LH13552-RA	PBAR_PB16771-RA
OG0008002	ACEP_ACEP_00008649-RA	LHUM_LH13545-RA	PBAR_PB16765-RA
OG0008003	ACEP_ACEP_00008650-RA	LHUM_LH13547-RA	PBAR_PB16762-RA
OG0008004	ACEP_ACEP_00008655-RA	LHUM_LH13562-RA	PBAR_PB16761-RA
OG0008005	ACEP_ACEP_00008658-RA	LHUM_LH13563-RA	PBAR_PB16759-RA
OG0008006	ACEP_ACEP_00008657-RA	LHUM_LH12874-RA	PBAR_PB16581-RA
OG0008007	ACEP_ACEP_00008659-RA	LHUM_LH13558-RA	PBAR_PB16781-RA
OG0008008	ACEP_ACEP_00008660-RA	LHUM_LH13559-RA	PBAR_PB16777-RA
OG0008009	ACEP_ACEP_00008661-RA	LHUM_LH13549-RA	PBAR_PB16770-RA
