Orthogroup	acep_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0007786	ACEP_ACEP_00000109-RA	PBAR_PB12320-RA
OG0007787	ACEP_ACEP_00000114-RA	PBAR_PB12315-RA
OG0007788	ACEP_ACEP_00000113-RA	PBAR_PB12307-RA
OG0007789	ACEP_ACEP_00000115-RA	PBAR_PB14942-RA
OG0007790	ACEP_ACEP_00000116-RA	PBAR_PB14938-RA
OG0007791	ACEP_ACEP_00000112-RA	PBAR_PB12316-RA
OG0007792	ACEP_ACEP_00000119-RA	PBAR_PB14946-RA
OG0007793	ACEP_ACEP_00000103-RA	PBAR_PB11477-RA
OG0007794	ACEP_ACEP_00000104-RA	PBAR_PB11475-RA
OG0007795	ACEP_ACEP_00000100-RA	PBAR_PB11458-RA
OG0007796	ACEP_ACEP_00000098-RA	PBAR_PB11467-RA
OG0007797	ACEP_ACEP_00000097-RA	PBAR_pbar_otu-1
OG0007798	ACEP_ACEP_00000099-RA	PBAR_PB11470-RA
OG0007799	ACEP_ACEP_00000085-RA	PBAR_PB11446-RA
OG0007800	ACEP_ACEP_00000075-RA	PBAR_PB11451-RA
OG0007801	ACEP_ACEP_00000089-RA	PBAR_PB11455-RA
OG0007802	ACEP_ACEP_00000079-RA	PBAR_PB11445-RA
OG0007803	ACEP_ACEP_00017008-RA	PBAR_PB11459-RA
OG0007804	ACEP_ACEP_00000083-RA	PBAR_PB11442-RA
OG0007805	ACEP_ACEP_00000091-RA	PBAR_PB11466-RA
OG0007806	ACEP_ACEP_00000087-RA	PBAR_pbar_RpL37-1
OG0007807	ACEP_ACEP_00000077-RA	PBAR_PB11452-RA
OG0007808	ACEP_ACEP_00000088-RA	PBAR_PB11463-RA
OG0007809	ACEP_ACEP_00000080-RA	PBAR_Pbar_Cox5b_like-1
OG0007810	ACEP_ACEP_00000082-RA	PBAR_PB11448-RA
OG0007811	ACEP_ACEP_00000078-RA	PBAR_PB11444-RA
OG0007812	ACEP_ACEP_00000081-RA	PBAR_PB11450-RA
OG0007813	ACEP_ACEP_00000086-RA	PBAR_PB11447-RA
OG0007814	ACEP_ACEP_00000094-RA	PBAR_PB11457-RA
OG0007815	ACEP_ACEP_00000095-RA	PBAR_PB11456-RA
OG0007816	ACEP_ACEP_00000070-RA	PBAR_PB11435-RA
OG0007817	ACEP_ACEP_00000069-RA	PBAR_PB11438-RA
OG0007818	ACEP_ACEP_00000071-RA	PBAR_PB11449-RA
OG0007819	ACEP_ACEP_00000066-RA	PBAR_PB11437-RA
OG0007820	ACEP_ACEP_00000060-RA	PBAR_PB13436-RA
OG0007821	ACEP_ACEP_00000063-RA	PBAR_PB11436-RA
OG0007822	ACEP_ACEP_00000062-RA	PBAR_PB13437-RA
OG0007823	ACEP_ACEP_00000055-RA	PBAR_PB13438-RA
OG0007824	ACEP_ACEP_00000057-RA	PBAR_PB13435-RA
OG0007825	ACEP_ACEP_00000056-RA	PBAR_PB13434-RA
OG0007826	ACEP_ACEP_00000053-RA	PBAR_PB13441-RA
OG0007827	ACEP_ACEP_00000046-RA	PBAR_PB13445-RA
OG0007828	ACEP_ACEP_00000043-RA	PBAR_PB13447-RA
OG0007829	ACEP_ACEP_00000038-RA	PBAR_PB24890-RA
OG0007830	ACEP_ACEP_00000045-RA	PBAR_PB10176-RA
OG0007831	ACEP_ACEP_00000041-RA	PBAR_PB24889-RA
OG0007832	ACEP_ACEP_00000047-RA	PBAR_PB13444-RA
OG0007833	ACEP_ACEP_00000037-RA	PBAR_PB24898-RA
OG0007834	ACEP_ACEP_00000042-RA	PBAR_PB13448-RA
OG0007835	ACEP_ACEP_00000040-RA	PBAR_PB24896-RA
OG0007836	ACEP_ACEP_00000039-RA	PBAR_PB24895-RA
OG0007837	ACEP_ACEP_00000036-RA	PBAR_PB24899-RA
OG0007838	ACEP_ACEP_00000050-RA	PBAR_PB13449-RA
OG0007839	ACEP_ACEP_00000027-RA	PBAR_PB18658-RA
OG0007840	ACEP_ACEP_00000031-RA	PBAR_PB24911-RA
OG0007841	ACEP_ACEP_00000030-RA	PBAR_PB24902-RA
OG0007842	ACEP_ACEP_00000029-RA	PBAR_PB24912-RA
OG0007843	ACEP_ACEP_00000028-RA	PBAR_PB18659-RA
OG0007844	ACEP_ACEP_00000032-RA	PBAR_PB24891-RA
OG0007845	ACEP_ACEP_00000034-RA	PBAR_PB24894-RA
OG0007846	ACEP_ACEP_00000035-RA	PBAR_PB24897-RA
OG0007847	ACEP_ACEP_00000025-RA	PBAR_PB23641-RA
OG0007848	ACEP_ACEP_00000026-RA	PBAR_PB18656-RA
OG0007849	ACEP_ACEP_00000014-RA	PBAR_PB23618-RA
OG0007850	ACEP_ACEP_00000016-RA	PBAR_PB23623-RA
OG0007851	ACEP_ACEP_00000017-RA	PBAR_PB23625-RA
OG0007852	ACEP_ACEP_00000003-RA	PBAR_PB23613-RA
OG0007853	ACEP_ACEP_00000004-RA	PBAR_PB23617-RA
OG0007854	ACEP_ACEP_00000006-RA	PBAR_PB23615-RA
OG0007855	ACEP_ACEP_00000008-RA	PBAR_PB23610-RA
OG0007856	ACEP_ACEP_00000009-RA	PBAR_PB23614-RA
OG0007857	ACEP_ACEP_00016674-RA	PBAR_PB19517-RA
OG0007858	ACEP_ACEP_00016683-RA	PBAR_PB10859-RA
OG0007859	ACEP_ACEP_00016372-RA	PBAR_PB20052-RA
OG0007860	ACEP_ACEP_00016518-RA	PBAR_PB12652-RA
OG0007861	ACEP_ACEP_00016628-RA	PBAR_PB20537-RA
OG0007862	ACEP_ACEP_00015921-RA	PBAR_PB17367-RA
OG0007863	ACEP_ACEP_00015924-RA	PBAR_PB17379-RA
OG0007864	ACEP_ACEP_00015919-RA	PBAR_PB17368-RA
OG0007865	ACEP_ACEP_00015915-RA	PBAR_PB17369-RA
OG0007866	ACEP_ACEP_00015914-RA	PBAR_PB17362-RA
OG0007867	ACEP_ACEP_00015906-RA	PBAR_PB17358-RA
OG0007868	ACEP_ACEP_00015911-RA	PBAR_PB17364-RA
OG0007869	ACEP_ACEP_00016693-RA	PBAR_PB12345-RA
OG0007870	ACEP_ACEP_00016681-RA	PBAR_PB20153-RA
OG0007871	ACEP_ACEP_00016632-RA	PBAR_PB16293-RA
OG0007872	ACEP_ACEP_00016347-RA	PBAR_PB11988-RA
OG0007873	ACEP_ACEP_00016368-RA	PBAR_PB17918-RA
OG0007874	ACEP_ACEP_00016732-RA	PBAR_PB16705-RA
OG0007875	ACEP_ACEP_00016387-RA	PBAR_PB12762-RA
OG0007876	ACEP_ACEP_00016315-RA	PBAR_pbar_NOS-1
OG0007877	ACEP_ACEP_00015995-RA	PBAR_PB16002-RA
OG0007878	ACEP_ACEP_00015997-RA	PBAR_PB15988-RA
OG0007879	ACEP_ACEP_00015991-RA	PBAR_PB15992-RA
OG0007880	ACEP_ACEP_00015996-RA	PBAR_PB15999-RA
OG0007881	ACEP_ACEP_00015998-RA	PBAR_PB16001-RA
OG0007882	ACEP_ACEP_00015992-RA	PBAR_PB15989-RA
OG0007883	ACEP_ACEP_04565985-RA	PBAR_Pbar_Cht3-1
OG0007884	ACEP_ACEP_00015985-RA	PBAR_PB16022-RA
OG0007885	ACEP_ACEP_00015983-RA	PBAR_PB16008-RA
OG0007886	ACEP_ACEP_00015971-RA	PBAR_PB16177-RA
OG0007887	ACEP_ACEP_00015974-RA	PBAR_PB16185-RA
OG0007888	ACEP_ACEP_00015978-RA	PBAR_PB16180-RA
OG0007889	ACEP_ACEP_00015980-RA	PBAR_Pbar_Tor-RA
OG0007890	ACEP_ACEP_00015981-RA	PBAR_PB16006-RA
OG0007891	ACEP_ACEP_00015972-RA	PBAR_pbar_galectin2-1
OG0007892	ACEP_ACEP_00015976-RA	PBAR_PB16181-RA
OG0007893	ACEP_ACEP_00015977-RA	PBAR_PB16186-RA
OG0007894	ACEP_ACEP_00015982-RA	PBAR_PB16017-RA
OG0007895	ACEP_ACEP_00015968-RA	PBAR_PB16187-RA
OG0007896	ACEP_ACEP_00015963-RA	PBAR_PB16174-RA
OG0007897	ACEP_ACEP_00015966-RA	PBAR_PB16179-RA
OG0007898	ACEP_ACEP_00015961-RA	PBAR_PB13905-RA
OG0007899	ACEP_ACEP_00015962-RA	PBAR_PB13904-RA
OG0007900	ACEP_ACEP_00015964-RA	PBAR_PB16184-RA
OG0007901	ACEP_ACEP_00015970-RA	PBAR_PB16178-RA
OG0007902	ACEP_ACEP_00015955-RA	PBAR_PB13082-RA
OG0007903	ACEP_ACEP_00015960-RA	PBAR_PB13083-RA
OG0007904	ACEP_ACEP_00015957-RA	PBAR_PB13080-RA
OG0007905	ACEP_ACEP_00008801-RA	PBAR_PB12835-RA
OG0007906	ACEP_ACEP_00008794-RA	PBAR_pbar_TEPA-1
OG0007907	ACEP_ACEP_00008795-RA	PBAR_PB12842-RA
OG0007908	ACEP_ACEP_00008799-RA	PBAR_PB12841-RA
OG0007909	ACEP_ACEP_00008798-RA	PBAR_PB12836-RA
OG0007910	ACEP_ACEP_00008796-RA	PBAR_PB12849-RA
OG0007911	ACEP_ACEP_00008797-RA	PBAR_PB12843-RA
OG0007912	ACEP_ACEP_00008791-RA	PBAR_PB12846-RA
OG0007913	ACEP_ACEP_00017514-RA	PBAR_PB26384-RA
OG0007914	ACEP_ACEP_00008790-RA	PBAR_PB12838-RA
OG0007915	ACEP_ACEP_00008787-RA	PBAR_PB12840-RA
OG0007916	ACEP_ACEP_00008789-RA	PBAR_PB12845-RA
OG0007917	ACEP_ACEP_00008788-RA	PBAR_PB12839-RA
OG0007918	ACEP_ACEP_00008781-RA	PBAR_PB16807-RA
OG0007919	ACEP_ACEP_00008783-RA	PBAR_PB12856-RA
OG0007920	ACEP_ACEP_00008784-RA	PBAR_PB12854-RA
OG0007921	ACEP_ACEP_00008776-RA	PBAR_PB16815-RA
OG0007922	ACEP_ACEP_00008778-RA	PBAR_PB16804-RA
OG0007923	ACEP_ACEP_00008774-RA	PBAR_PB16816-RA
OG0007924	ACEP_ACEP_00008771-RA	PBAR_pbar_pumilio-1
OG0007925	ACEP_ACEP_00008777-RA	PBAR_PB16808-RA
OG0007926	ACEP_ACEP_00008779-RA	PBAR_PB16806-RA
OG0007927	ACEP_ACEP_00008780-RA	PBAR_PB16812-RA
OG0007928	ACEP_ACEP_00008761-RA	PBAR_pbar_Serpin-4-1
OG0007929	ACEP_ACEP_00008764-RA	PBAR_PB16827-RA
OG0007930	ACEP_ACEP_00008759-RA	PBAR_PB16830-RA
OG0007931	ACEP_ACEP_00008763-RA	PBAR_PB16829-RA
OG0007932	ACEP_ACEP_00008767-RA	PBAR_PB16819-RA
OG0007933	ACEP_ACEP_00008760-RA	PBAR_PB16825-RA
OG0007934	ACEP_ACEP_00008758-RA	PBAR_PB16828-RA
OG0007935	ACEP_ACEP_00008769-RA	PBAR_PB16822-RA
OG0007936	ACEP_ACEP_00008770-RA	PBAR_PB16818-RA
OG0007937	ACEP_ACEP_00008757-RA	PBAR_PB16833-RA
OG0007938	ACEP_ACEP_00008748-RA	PBAR_PB25152-RA
OG0007939	ACEP_ACEP_00008749-RA	PBAR_PB25153-RA
OG0007940	ACEP_ACEP_00008750-RA	PBAR_PB25149-RA
OG0007941	ACEP_ACEP_00008751-RA	PBAR_PB25148-RA
OG0007942	ACEP_ACEP_00008753-RA	PBAR_PB25150-RA
OG0007943	ACEP_ACEP_00008746-RA	PBAR_PB25163-RA
OG0007944	ACEP_ACEP_00008745-RA	PBAR_PB25159-RA
OG0007945	ACEP_ACEP_00008738-RA	PBAR_PB13985-RA
OG0007946	ACEP_ACEP_00008739-RA	PBAR_PB13981-RA
OG0007947	ACEP_ACEP_00008734-RA	PBAR_PB13994-RA
OG0007948	ACEP_ACEP_00008737-RA	PBAR_PB13987-RA
OG0007949	ACEP_ACEP_00008740-RA	PBAR_PB10632-RA
OG0007950	ACEP_ACEP_00008741-RA	PBAR_PB17688-RA
OG0007951	ACEP_ACEP_00008742-RA	PBAR_PB17686-RA
OG0007952	ACEP_ACEP_00008743-RA	PBAR_PB25167-RA
OG0007953	ACEP_ACEP_00008744-RA	PBAR_PB25157-RA
OG0007954	ACEP_ACEP_00008721-RA	PBAR_PB16559-RA
OG0007955	ACEP_ACEP_00008720-RA	PBAR_PB16574-RA
OG0007956	ACEP_ACEP_00008723-RA	PBAR_PB16545-RA
OG0007957	ACEP_ACEP_00008726-RA	PBAR_Pbar_Rab5-1
OG0007958	ACEP_ACEP_00008730-RA	PBAR_PB13996-RA
OG0007959	ACEP_ACEP_00008724-RA	PBAR_PB16558-RA
OG0007960	ACEP_ACEP_00008727-RA	PBAR_PB13999-RA
OG0007961	ACEP_ACEP_00008731-RA	PBAR_PB13993-RA
OG0007962	ACEP_ACEP_00008719-RA	PBAR_PB16568-RA
OG0007963	ACEP_ACEP_00008732-RA	PBAR_PB13997-RA
OG0007964	ACEP_ACEP_00008733-RA	PBAR_PB13992-RA
OG0007965	ACEP_ACEP_00008709-RA	PBAR_PB13256-RA
OG0007966	ACEP_ACEP_00008712-RA	PBAR_PB13247-RA
OG0007967	ACEP_ACEP_00008704-RA	PBAR_PB13266-RA
OG0007968	ACEP_ACEP_00008708-RA	PBAR_PB13260-RA
OG0007969	ACEP_ACEP_00008715-RA	PBAR_PB16566-RA
OG0007970	ACEP_ACEP_00008714-RA	PBAR_PB13252-RA
OG0007971	ACEP_ACEP_00008705-RA	PBAR_PB13255-RA
OG0007972	ACEP_ACEP_00008711-RA	PBAR_PB13253-RA
OG0007973	ACEP_ACEP_00008716-RA	PBAR_Pbar_4ebp-1
OG0007974	ACEP_ACEP_00008707-RA	PBAR_PB13258-RA
OG0007975	ACEP_ACEP_00008718-RA	PBAR_PB16571-RA
OG0007976	ACEP_ACEP_00008697-RA	PBAR_PB13270-RA
OG0007977	ACEP_ACEP_00008702-RA	PBAR_PB13262-RA
OG0007978	ACEP_ACEP_00017524-RA	PBAR_PB13267-RA
OG0007979	ACEP_ACEP_00008701-RA	PBAR_PB13263-RA
OG0007980	ACEP_ACEP_00008696-RA	PBAR_PB13269-RA
OG0007981	ACEP_ACEP_00008698-RA	PBAR_PB13261-RA
OG0007982	ACEP_ACEP_00008695-RA	PBAR_PB13268-RA
OG0007983	ACEP_ACEP_00008694-RA	PBAR_PB26405-RA
OG0007984	ACEP_ACEP_00008703-RA	PBAR_PB13265-RA
OG0007985	ACEP_ACEP_00008685-RA	PBAR_PB24593-RA
OG0007986	ACEP_ACEP_00008681-RA	PBAR_PB24597-RA
OG0007987	ACEP_ACEP_00008678-RA	PBAR_PB24598-RA
OG0007988	ACEP_ACEP_00008680-RA	PBAR_PB24600-RA
OG0007989	ACEP_ACEP_00008682-RA	PBAR_PB24602-RA
OG0007990	ACEP_ACEP_00008664-RA	PBAR_PB16774-RA
OG0007991	ACEP_ACEP_00008669-RA	PBAR_Pbar_MBD-R2-1
OG0007992	ACEP_ACEP_00008674-RA	PBAR_PB24608-RA
OG0007993	ACEP_ACEP_00008670-RA	PBAR_PB16775-RA
OG0007994	ACEP_ACEP_00008665-RA	PBAR_PB16767-RA
OG0007995	ACEP_ACEP_00008671-RA	PBAR_PB16785-RA
OG0007996	ACEP_ACEP_00008673-RA	PBAR_PB24606-RA
OG0007997	ACEP_ACEP_00008672-RA	PBAR_PB24611-RA
OG0007998	ACEP_ACEP_00008675-RA	PBAR_pbar_RpL27-1
OG0007999	ACEP_ACEP_00008667-RA	PBAR_PB16782-RA
OG0008000	ACEP_ACEP_00008668-RA	PBAR_PB16780-RA
OG0008001	ACEP_ACEP_00008666-RA	PBAR_PB16771-RA
OG0008002	ACEP_ACEP_00008649-RA	PBAR_PB16765-RA
OG0008003	ACEP_ACEP_00008650-RA	PBAR_PB16762-RA
OG0008004	ACEP_ACEP_00008655-RA	PBAR_PB16761-RA
OG0008005	ACEP_ACEP_00008658-RA	PBAR_PB16759-RA
OG0008006	ACEP_ACEP_00008657-RA	PBAR_PB16581-RA
OG0008007	ACEP_ACEP_00008659-RA	PBAR_PB16781-RA
OG0008008	ACEP_ACEP_00008660-RA	PBAR_PB16777-RA
OG0008009	ACEP_ACEP_00008661-RA	PBAR_PB16770-RA
OG0008010	ACEP_ACEP_00008641-RA	PBAR_PB16747-RA
OG0008011	ACEP_ACEP_00008639-RA	PBAR_PB16743-RA
OG0008012	ACEP_ACEP_00008644-RA	PBAR_PB16746-RA
OG0008013	ACEP_ACEP_00008640-RA	PBAR_PB16748-RA
OG0008014	ACEP_ACEP_00008645-RA	PBAR_PB16760-RA
OG0008015	ACEP_ACEP_00008647-RA	PBAR_PB16763-RA
OG0008016	ACEP_ACEP_00008634-RA	PBAR_PB16754-RA
OG0008017	ACEP_ACEP_00008633-RA	PBAR_PB16753-RA
OG0008018	ACEP_ACEP_00008632-RA	PBAR_PB16757-RA
OG0008019	ACEP_ACEP_00008631-RA	PBAR_PB16744-RA
OG0008020	ACEP_ACEP_00008637-RA	PBAR_Pbar_Ndufa12_like-1
OG0008021	ACEP_ACEP_00008638-RA	PBAR_PB16751-RA
OG0008022	ACEP_ACEP_00008624-RA	PBAR_PB16730-RA
OG0008023	ACEP_ACEP_00008622-RA	PBAR_PB16733-RA
OG0008024	ACEP_ACEP_00008613-RA	PBAR_PB16720-RA
OG0008025	ACEP_ACEP_00008612-RA	PBAR_PB16722-RA
OG0008026	ACEP_ACEP_00008611-RA	PBAR_PB16718-RA
OG0008027	ACEP_ACEP_00008616-RA	PBAR_PB16726-RA
OG0008028	ACEP_ACEP_00008615-RA	PBAR_PB16727-RA
OG0008029	ACEP_ACEP_00008614-RA	PBAR_PB16721-RA
OG0008030	ACEP_ACEP_00008617-RA	PBAR_PB10608-RA
OG0008031	ACEP_ACEP_00008618-RA	PBAR_PB16725-RA
OG0008032	ACEP_ACEP_00008619-RA	PBAR_PB16731-RA
OG0008033	ACEP_ACEP_00008620-RA	PBAR_Pbar_Atp5d_like-1
OG0008034	ACEP_ACEP_00008608-RA	PBAR_PB16719-RA
OG0008035	ACEP_ACEP_00008605-RA	PBAR_PB16709-RA
OG0008036	ACEP_ACEP_00008600-RA	PBAR_PB16713-RA
OG0008037	ACEP_ACEP_00008602-RA	PBAR_PB16707-RB
OG0008038	ACEP_ACEP_00008599-RA	PBAR_PB16708-RA
OG0008039	ACEP_ACEP_00008604-RA	PBAR_PB16711-RA
OG0008040	ACEP_ACEP_00008606-RA	PBAR_PB16728-RA
OG0008041	ACEP_ACEP_00008590-RA	PBAR_PB16702-RA
OG0008042	ACEP_ACEP_00008588-RA	PBAR_PB16701-RA
OG0008043	ACEP_ACEP_00008594-RA	PBAR_PB16706-RA
OG0008044	ACEP_ACEP_00008595-RA	PBAR_PB16698-RA
OG0008045	ACEP_ACEP_00008593-RA	PBAR_PB16697-RA
OG0008046	ACEP_ACEP_00008597-RA	PBAR_PB16714-RA
OG0008047	ACEP_ACEP_00008591-RA	PBAR_PB16703-RA
OG0008048	ACEP_ACEP_00008584-RA	PBAR_PB18540-RA
OG0008049	ACEP_ACEP_00008585-RA	PBAR_PB18539-RA
OG0008050	ACEP_ACEP_00008583-RA	PBAR_PB18541-RA
OG0008051	ACEP_ACEP_00008578-RA	PBAR_PB18554-RA
OG0008052	ACEP_ACEP_00008570-RA	PBAR_PB18550-RA
OG0008053	ACEP_ACEP_00008576-RA	PBAR_PB18557-RA
OG0008054	ACEP_ACEP_00008574-RA	PBAR_PB18549-RA
OG0008055	ACEP_ACEP_00008567-RA	PBAR_PB18552-RA
OG0008056	ACEP_ACEP_00008571-RA	PBAR_PB18546-RA
OG0008057	ACEP_ACEP_00008568-RA	PBAR_PB18556-RA
OG0008058	ACEP_ACEP_00008565-RA	PBAR_PB18553-RA
OG0008059	ACEP_ACEP_00008566-RA	PBAR_PB18558-RA
OG0008060	ACEP_ACEP_00008573-RA	PBAR_PB13367-RA
OG0008061	ACEP_ACEP_00008569-RA	PBAR_PB18559-RA
OG0008062	ACEP_ACEP_00008577-RA	PBAR_PB18547-RA
OG0008063	ACEP_ACEP_00008563-RA	PBAR_PB18562-RA
OG0008064	ACEP_ACEP_00008564-RA	PBAR_PB18555-RA
OG0008065	ACEP_ACEP_00008558-RA	PBAR_PB18561-RA
OG0008066	ACEP_ACEP_00008560-RA	PBAR_PB18560-RA
OG0008067	ACEP_ACEP_00008562-RA	PBAR_PB18563-RA
OG0008068	ACEP_ACEP_00008550-RA	PBAR_PB13119-RA
OG0008069	ACEP_ACEP_00008548-RA	PBAR_PB10298-RA
OG0008070	ACEP_ACEP_00008542-RA	PBAR_PB10296-RA
OG0008071	ACEP_ACEP_00008546-RA	PBAR_PB10297-RA
OG0008072	ACEP_ACEP_00008541-RA	PBAR_PB23943-RA
OG0008073	ACEP_ACEP_00008538-RA	PBAR_PB23945-RA
OG0008074	ACEP_ACEP_00008535-RA	PBAR_PB23932-RA
OG0008075	ACEP_ACEP_00008537-RA	PBAR_PB23942-RA
OG0008076	ACEP_ACEP_00008534-RA	PBAR_PB23933-RA
OG0008077	ACEP_ACEP_00008536-RA	PBAR_PB23931-RA
OG0008078	ACEP_ACEP_00008531-RA	PBAR_PB23938-RA
OG0008079	ACEP_ACEP_00008530-RA	PBAR_PB23935-RA
OG0008080	ACEP_ACEP_00008532-RA	PBAR_PB23940-RA
OG0008081	ACEP_ACEP_00008529-RA	PBAR_PB23934-RA
OG0008082	ACEP_ACEP_00008526-RA	PBAR_PB10983-RA
OG0008083	ACEP_ACEP_00008525-RA	PBAR_PB10986-RA
OG0008084	ACEP_ACEP_00008527-RA	PBAR_PB10985-RA
OG0008085	ACEP_ACEP_00008523-RA	PBAR_PB10976-RA
OG0008086	ACEP_ACEP_00008524-RA	PBAR_PB10982-RA
OG0008087	ACEP_ACEP_00008522-RA	PBAR_PB11502-RA
OG0008088	ACEP_ACEP_00008515-RA	PBAR_pbar_star-1
OG0008089	ACEP_ACEP_00008521-RA	PBAR_PB11504-RA
OG0008090	ACEP_ACEP_00008511-RA	PBAR_PB22310-RA
OG0008091	ACEP_ACEP_00008508-RA	PBAR_PB22304-RA
OG0008092	ACEP_ACEP_00008502-RA	PBAR_PB22302-RA
OG0008093	ACEP_ACEP_00008510-RA	PBAR_PB22305-RA
OG0008094	ACEP_ACEP_00008504-RA	PBAR_PB22306-RA
OG0008095	ACEP_ACEP_00008506-RA	PBAR_PB22309-RA
OG0008096	ACEP_ACEP_00008512-RA	PBAR_PB10656-RA
OG0008097	ACEP_ACEP_00008513-RA	PBAR_PB11505-RA
OG0008098	ACEP_ACEP_00016437-RA	PBAR_PB20764-RA
OG0008099	ACEP_ACEP_00016375-RA	PBAR_PB20051-RA
OG0008100	ACEP_ACEP_00013501-RA	PBAR_PB10854-RA
OG0008101	ACEP_ACEP_00018058-RA	PBAR_PB26290-RA
OG0008102	ACEP_ACEP_00018050-RA	PBAR_PB10862-RA
OG0008103	ACEP_ACEP_00018057-RA	PBAR_PB26289-RA
OG0008104	ACEP_ACEP_00018056-RA	PBAR_PB10863-RA
OG0008105	ACEP_ACEP_00013498-RA	PBAR_PB10855-RA
OG0008106	ACEP_ACEP_00018055-RA	PBAR_PB26288-RA
OG0008107	ACEP_ACEP_00013499-RA	PBAR_PB10858-RA
OG0008108	ACEP_ACEP_00013497-RA	PBAR_PB10860-RA
OG0008109	ACEP_ACEP_00018061-RA	PBAR_PB26285-RA
OG0008110	ACEP_ACEP_00013494-RA	PBAR_PB10112-RA
OG0008111	ACEP_ACEP_00013496-RA	PBAR_PB10111-RA
OG0008112	ACEP_ACEP_00013495-RA	PBAR_PB10113-RA
OG0008113	ACEP_ACEP_00013489-RA	PBAR_PB23244-RA
OG0008114	ACEP_ACEP_00013490-RA	PBAR_PB23245-RA
OG0008115	ACEP_ACEP_00013475-RA	PBAR_PB25714-RA
OG0008116	ACEP_ACEP_00013476-RA	PBAR_PB23227-RA
OG0008117	ACEP_ACEP_00013477-RA	PBAR_PB23232-RA
OG0008118	ACEP_ACEP_00013478-RA	PBAR_PB23231-RA
OG0008119	ACEP_ACEP_00013468-RA	PBAR_PB25735-RA
OG0008120	ACEP_ACEP_00013470-RA	PBAR_PB25722-RA
OG0008121	ACEP_ACEP_00013469-RA	PBAR_PB25723-RA
OG0008122	ACEP_ACEP_00013471-RA	PBAR_PB25721-RA
OG0008123	ACEP_ACEP_00013459-RA	PBAR_PB16452-RA
OG0008124	ACEP_ACEP_00013460-RA	PBAR_pbar_RpS29-1
OG0008125	ACEP_ACEP_00013463-RA	PBAR_PB16454-RA
OG0008126	ACEP_ACEP_00013458-RA	PBAR_PB16459-RA
OG0008127	ACEP_ACEP_00013457-RA	PBAR_PB16465-RA
OG0008128	ACEP_ACEP_00013466-RA	PBAR_PB25728-RA
OG0008129	ACEP_ACEP_00013465-RA	PBAR_PB25745-RA
OG0008130	ACEP_ACEP_00013456-RA	PBAR_PB16453-RA
OG0008131	ACEP_ACEP_00013461-RA	PBAR_PB16463-RA
OG0008132	ACEP_ACEP_00013464-RA	PBAR_PB25734-RA
OG0008133	ACEP_ACEP_00013467-RA	PBAR_pbar_gry-RA
OG0008134	ACEP_ACEP_00013455-RA	PBAR_PB10887-RA
OG0008135	ACEP_ACEP_00013454-RA	PBAR_PB10888-RA
OG0008136	ACEP_ACEP_00013453-RA	PBAR_PB10886-RA
OG0008137	ACEP_ACEP_00013452-RA	PBAR_PB10889-RA
OG0008138	ACEP_ACEP_00013449-RA	PBAR_PB10892-RA
OG0008139	ACEP_ACEP_00013448-RA	PBAR_PB10893-RA
OG0008140	ACEP_ACEP_00013446-RA	PBAR_PB14157-RA
OG0008141	ACEP_ACEP_00013440-RA	PBAR_Pbar-slp2-like-1
OG0008142	ACEP_ACEP_00013441-RA	PBAR_PB14156-RA
OG0008143	ACEP_ACEP_00016738-RA	PBAR_pbar_Traf6-RA
OG0008144	ACEP_ACEP_00016722-RA	PBAR_PB23837-RA
OG0008145	ACEP_ACEP_00016427-RA	PBAR_PB13679-RA
OG0008146	ACEP_ACEP_00015637-RA	PBAR_PB20894-RA
OG0008147	ACEP_ACEP_00015636-RA	PBAR_PB20882-RA
OG0008148	ACEP_ACEP_00015639-RA	PBAR_PB20886-RA
OG0008149	ACEP_ACEP_00015638-RA	PBAR_PB20902-RA
OG0008150	ACEP_ACEP_00015635-RA	PBAR_PB17184-RA
OG0008151	ACEP_ACEP_00015633-RA	PBAR_PB17186-RA
OG0008152	ACEP_ACEP_00015629-RA	PBAR_PB17183-RA
OG0008153	ACEP_ACEP_00015618-RA	PBAR_PB15917-RA
OG0008154	ACEP_ACEP_00016288-RA	PBAR_PB21271-RA
OG0008155	ACEP_ACEP_00016284-RA	PBAR_PB21275-RA
OG0008156	ACEP_ACEP_00016283-RA	PBAR_PB21280-RA
OG0008157	ACEP_ACEP_00016281-RA	PBAR_PB21273-RA
OG0008158	ACEP_ACEP_00016277-RA	PBAR_PB21293-RA
OG0008159	ACEP_ACEP_00016273-RA	PBAR_PB21292-RA
OG0008160	ACEP_ACEP_00016275-RA	PBAR_PB21296-RA
OG0008161	ACEP_ACEP_00016279-RA	PBAR_PB21286-RA
OG0008162	ACEP_ACEP_00016280-RA	PBAR_PB21291-RA
OG0008163	ACEP_ACEP_00016699-RA	PBAR_PB17842-RA
OG0008164	ACEP_ACEP_00016688-RA	PBAR_PB10149-RA
OG0008165	ACEP_ACEP_00002190-RA	PBAR_pbar_dredd-RC
OG0008166	ACEP_ACEP_00002183-RA	PBAR_PB15069-RA
OG0008167	ACEP_ACEP_00002186-RA	PBAR_PB18441-RA
OG0008168	ACEP_ACEP_00002185-RA	PBAR_PB18430-RA
OG0008169	ACEP_ACEP_00002181-RA	PBAR_PB15071-RA
OG0008170	ACEP_ACEP_00002188-RA	PBAR_pbar_trafficjam-1
