Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0008523	ACEP_ACEP_00006559-RA	LHUM_LH11305-RA
OG0008524	ACEP_ACEP_00006560-RA	LHUM_LH11304-RA
OG0008525	ACEP_ACEP_00006565-RA	LHUM_LH21716-RA
OG0008526	ACEP_ACEP_00006564-RA	LHUM_LH21715-RA
OG0008527	ACEP_ACEP_00006558-RA	LHUM_LH11306-RA
OG0008528	ACEP_ACEP_00006553-RA	LHUM_LH11311-RA
OG0008529	ACEP_ACEP_00006552-RA	LHUM_LH11314-RA
OG0008530	ACEP_ACEP_00006554-RA	LHUM_LH11313-RA
OG0008531	ACEP_ACEP_00006548-RA	LHUM_LH21360-RA
OG0008532	ACEP_ACEP_00006544-RA	LHUM_LH21357-RA
OG0008533	ACEP_ACEP_00006546-RA	LHUM_LH21358-RA
OG0008534	ACEP_ACEP_00006545-RA	LHUM_LH21356-RA
OG0008535	ACEP_ACEP_00006547-RA	LHUM_LH21359-RA
OG0008536	ACEP_ACEP_00006543-RA	LHUM_LH21355-RA
OG0008537	ACEP_ACEP_00006541-RA	LHUM_lhum_cytochrome-P450-like-RA
OG0008538	ACEP_ACEP_00006542-RA	LHUM_LH21352-RA
OG0008539	ACEP_ACEP_00006538-RA	LHUM_LH21347-RA
OG0008540	ACEP_ACEP_00006531-RA	LHUM_LH21345-RA
OG0008541	ACEP_ACEP_00006532-RA	LHUM_LH21344-RA
OG0008542	ACEP_ACEP_00006526-RA	LHUM_LH21343-RA
OG0008543	ACEP_ACEP_00006527-RA	LHUM_LH21341-RA
OG0008544	ACEP_ACEP_00006519-RA	LHUM_LH21339-RA
OG0008545	ACEP_ACEP_00006521-RA	LHUM_LH21336-RA
OG0008546	ACEP_ACEP_00006523-RA	LHUM_LH21331-RA
OG0008547	ACEP_ACEP_00006520-RA	LHUM_LH21328-RA
OG0008548	ACEP_ACEP_00006525-RA	LHUM_LH21342-RA
OG0008549	ACEP_ACEP_00006509-RA	LHUM_LH21138-RA
OG0008550	ACEP_ACEP_00006514-RA	LHUM_LH18330-RA
OG0008551	ACEP_ACEP_00006512-RA	LHUM_LH21133-RA
OG0008553	ACEP_ACEP_00006513-RA	LHUM_LH18328-RA
OG0008554	ACEP_ACEP_00006511-RA	LHUM_LH21129-RA
OG0008555	ACEP_ACEP_00006517-RA	LHUM_LH18339-RA
OG0008556	ACEP_ACEP_00006507-RA	LHUM_LH21099-RA
OG0008557	ACEP_ACEP_00006505-RA	LHUM_LH21094-RA
OG0008558	ACEP_ACEP_00006499-RA	LHUM_LH21088-RA
OG0008559	ACEP_ACEP_00006501-RA	LHUM_LH21092-RA
OG0008560	ACEP_ACEP_00006493-RA	LHUM_LH21082-RA
OG0008561	ACEP_ACEP_00006496-RA	LHUM_LH21089-RA
OG0008562	ACEP_ACEP_00006497-RA	LHUM_LH21091-RA
OG0008563	ACEP_ACEP_00006491-RA	LHUM_LH21086-RA
OG0008564	ACEP_ACEP_00006489-RA	LHUM_LH21272-RA
OG0008565	ACEP_ACEP_00006484-RA	LHUM_LH21273-RA
OG0008566	ACEP_ACEP_00006492-RA	LHUM_LH21081-RA
OG0008567	ACEP_ACEP_00006486-RA	LHUM_LH21274-RA
OG0008568	ACEP_ACEP_00006480-RA	LHUM_LH21269-RA, LHUM_LH21266-RA
OG0008569	ACEP_ACEP_00006479-RA	LHUM_LH21270-RA
OG0008570	ACEP_ACEP_00006481-RA	LHUM_LH21268-RA
OG0008571	ACEP_ACEP_00006477-RA	LHUM_LH21267-RA
OG0008572	ACEP_ACEP_00006476-RA	LHUM_LH21258-RA
OG0008573	ACEP_ACEP_00006466-RA	LHUM_LH21207-RA
OG0008574	ACEP_ACEP_00006470-RA	LHUM_LH21209-RA
OG0008575	ACEP_ACEP_00006472-RA	LHUM_LH21208-RA
OG0008576	ACEP_ACEP_00006471-RA	LHUM_LH21205-RA
OG0008577	ACEP_ACEP_00006469-RA	LHUM_LH21210-RA
OG0008578	ACEP_ACEP_00006473-RA	LHUM_LH21202-RA
OG0008579	ACEP_ACEP_00006474-RA	LHUM_LH21261-RA
OG0008580	ACEP_ACEP_00006462-RA	LHUM_LH21213-RA
OG0008581	ACEP_ACEP_00006459-RA	LHUM_LH21212-RA
OG0008582	ACEP_ACEP_00006463-RA	LHUM_LH21200-RA
OG0008583	ACEP_ACEP_00006454-RA	LHUM_LH21219-RA
OG0008584	ACEP_ACEP_00006450-RA	LHUM_LH21223-RA
OG0008585	ACEP_ACEP_00006456-RA	LHUM_LH21217-RA
OG0008586	ACEP_ACEP_00006455-RA	LHUM_LH21211-RA
OG0008587	ACEP_ACEP_00006449-RA	LHUM_LH21218-RA
OG0008588	ACEP_ACEP_00006453-RA	LHUM_LH21222-RA
OG0008589	ACEP_ACEP_00006457-RA	LHUM_LH21214-RA
OG0008590	ACEP_ACEP_00006446-RA	LHUM_LH21236-RA
OG0008591	ACEP_ACEP_00006443-RA	LHUM_LH21235-RA
OG0008592	ACEP_ACEP_00006444-RA	LHUM_LH21230-RA
OG0008593	ACEP_ACEP_00006445-RA	LHUM_LH21229-RA
OG0008594	ACEP_ACEP_00006447-RA	LHUM_LH21227-RA
OG0008595	ACEP_ACEP_00006442-RA	LHUM_LH21232-RA
OG0008596	ACEP_ACEP_00006435-RA	LHUM_LH21156-RA
OG0008597	ACEP_ACEP_00006440-RA	LHUM_LH21228-RA
OG0008598	ACEP_ACEP_00006437-RA	LHUM_LH21146-RA
OG0008599	ACEP_ACEP_00006438-RA	LHUM_LH21233-RA
OG0008600	ACEP_ACEP_00006439-RA	LHUM_LH21224-RA
OG0008601	ACEP_ACEP_00006441-RA	LHUM_LH21231-RA
OG0008602	ACEP_ACEP_00006429-RA	LHUM_LH21173-RA
OG0008603	ACEP_ACEP_00006433-RA	LHUM_LH21157-RA
OG0008604	ACEP_ACEP_00006430-RA	LHUM_LH21174-RA
OG0008605	ACEP_ACEP_00006431-RA	LHUM_LH21177-RA
OG0008606	ACEP_ACEP_00006427-RA	LHUM_LH21167-RA
OG0008607	ACEP_ACEP_00006428-RA	LHUM_LH21175-RA
OG0008608	ACEP_ACEP_00006432-RA	LHUM_LH21170-RA
OG0008609	ACEP_ACEP_00006420-RA	LHUM_LH21166-RA
OG0008610	ACEP_ACEP_00006423-RA	LHUM_LH21176-RA
OG0008611	ACEP_ACEP_00006416-RA	LHUM_LH21181-RA
OG0008612	ACEP_ACEP_00017632-RA	LHUM_LH21178-RA
OG0008613	ACEP_ACEP_00006425-RA	LHUM_LH21168-RA
OG0008614	ACEP_ACEP_00006412-RA	LHUM_LH21179-RA
OG0008615	ACEP_ACEP_00006419-RA	LHUM_LH25922-RA
OG0008616	ACEP_ACEP_00006421-RA	LHUM_LH21172-RA
OG0008617	ACEP_ACEP_00006413-RA	LHUM_LH21184-RA
OG0008618	ACEP_ACEP_00017631-RA	LHUM_LH21165-RA
OG0008619	ACEP_ACEP_00006415-RA	LHUM_LH21180-RA
OG0008620	ACEP_ACEP_00006422-RA	LHUM_LH21171-RA
OG0008621	ACEP_ACEP_00006418-RA	LHUM_LH21186-RA
OG0008622	ACEP_ACEP_00006426-RA	LHUM_LH21169-RA
OG0008623	ACEP_ACEP_00006409-RA	LHUM_LH21185-RA
OG0008624	ACEP_ACEP_00006405-RA	LHUM_LH21187-RA
OG0008625	ACEP_ACEP_00006406-RA	LHUM_LH21190-RA
OG0008626	ACEP_ACEP_00006403-RA	LHUM_LH21197-RA
OG0008627	ACEP_ACEP_00006402-RA	LHUM_LH21196-RA
OG0008628	ACEP_ACEP_00006397-RA	LHUM_LH21071-RA
OG0008629	ACEP_ACEP_00006395-RA	LHUM_LH21067-RA
OG0008630	ACEP_ACEP_00006393-RA	LHUM_LH21070-RA
OG0008631	ACEP_ACEP_00006394-RA	LHUM_LH21076-RA
OG0008632	ACEP_ACEP_00006392-RA	LHUM_LH21075-RA
OG0008633	ACEP_ACEP_00006400-RA	LHUM_LH21084-RA
OG0008634	ACEP_ACEP_00006398-RA	LHUM_LH21063-RA
OG0008635	ACEP_ACEP_00006388-RA	LHUM_LH18337-RA
OG0008636	ACEP_ACEP_00006389-RA	LHUM_LH21061-RA
OG0008637	ACEP_ACEP_00018216-RA	LHUM_LH21745-RA
OG0008638	ACEP_ACEP_00016602-RA	LHUM_LH23143-RA
OG0008639	ACEP_ACEP_00016932-RA	LHUM_LH18630-RA
OG0008640	ACEP_ACEP_00008500-RA	LHUM_LH23971-RA
OG0008641	ACEP_ACEP_00008492-RA	LHUM_LH23976-RA
OG0008642	ACEP_ACEP_00008486-RA	LHUM_LH16759-RA
OG0008643	ACEP_ACEP_00008485-RA	LHUM_LH16758-RA
OG0008644	ACEP_ACEP_00008487-RA	LHUM_LH11754-RA
OG0008645	ACEP_ACEP_00008482-RA	LHUM_LH16754-RA
OG0008646	ACEP_ACEP_00008484-RA	LHUM_LH16760-RA
OG0008647	ACEP_ACEP_00008478-RA	LHUM_LH20987-RA
OG0008648	ACEP_ACEP_00008473-RA	LHUM_LH10209-RA
OG0008649	ACEP_ACEP_00008472-RA	LHUM_LH23916-RA
OG0008650	ACEP_ACEP_00008474-RA	LHUM_LH10210-RA
OG0008651	ACEP_ACEP_00008475-RA	LHUM_LH20990-RA
OG0008652	ACEP_ACEP_00008466-RA	LHUM_LH23923-RA
OG0008653	ACEP_ACEP_00008467-RA	LHUM_LH23925-RA
OG0008654	ACEP_ACEP_00008471-RA	LHUM_LH23917-RA
OG0008655	ACEP_ACEP_00008461-RA	LHUM_LH23922-RA
OG0008656	ACEP_ACEP_00008464-RA	LHUM_LH23924-RA
OG0008657	ACEP_ACEP_00017663-RA	LHUM_LH23920-RA
OG0008658	ACEP_ACEP_00008458-RA	LHUM_LH23929-RA
OG0008659	ACEP_ACEP_00008459-RA	LHUM_LH23927-RA
OG0008660	ACEP_ACEP_00008456-RA	LHUM_LH23932-RA
OG0008661	ACEP_ACEP_00008454-RA	LHUM_LH23933-RA
OG0008662	ACEP_ACEP_00008453-RA	LHUM_LH23937-RA
OG0008663	ACEP_ACEP_00008452-RA	LHUM_LH23935-RA
OG0008664	ACEP_ACEP_00008447-RA	LHUM_LH23941-RA
OG0008665	ACEP_ACEP_00008444-RA	LHUM_LH23944-RA
OG0008666	ACEP_ACEP_00008439-RA	LHUM_LH23949-RA
OG0008667	ACEP_ACEP_00008437-RA	LHUM_LH23953-RA
OG0008668	ACEP_ACEP_00008431-RA	LHUM_LH23957-RA
OG0008669	ACEP_ACEP_00008429-RA	LHUM_LH23956-RA
OG0008670	ACEP_ACEP_00008432-RA	LHUM_LH23958-RA
OG0008671	ACEP_ACEP_00008433-RA	LHUM_LH23952-RA
OG0008672	ACEP_ACEP_00008434-RA	LHUM_LH23948-RA
OG0008673	ACEP_ACEP_00008427-RA	LHUM_LH23963-RA
OG0008674	ACEP_ACEP_00008426-RA	LHUM_LH23969-RA
OG0008675	ACEP_ACEP_00008424-RA	LHUM_LH23970-RA
OG0008676	ACEP_ACEP_00008425-RA	LHUM_LH23968-RA
OG0008677	ACEP_ACEP_00008417-RA	LHUM_LH13875-RA
OG0008678	ACEP_ACEP_00008406-RA	LHUM_LH13887-RA
OG0008679	ACEP_ACEP_00008410-RA	LHUM_LH13883-RA
OG0008680	ACEP_ACEP_00008413-RA	LHUM_LH13877-RA
OG0008681	ACEP_ACEP_00008411-RA	LHUM_LH13878-RA
OG0008682	ACEP_ACEP_00008400-RA	LHUM_LH14548-RA
OG0008683	ACEP_ACEP_00008398-RA	LHUM_LH14536-RA
OG0008684	ACEP_ACEP_00008401-RA	LHUM_LH13891-RA
OG0008685	ACEP_ACEP_00008395-RA	LHUM_LH14546-RA
OG0008686	ACEP_ACEP_00008396-RA	LHUM_LH14539-RA
OG0008687	ACEP_ACEP_00008402-RA	LHUM_LH13886-RA
OG0008688	ACEP_ACEP_00008397-RA	LHUM_LH14535-RA
OG0008689	ACEP_ACEP_00008405-RA	LHUM_LH13885-RA
OG0008690	ACEP_ACEP_00008404-RA	LHUM_LH13893-RA
OG0008691	ACEP_ACEP_00008390-RA	LHUM_LH14531-RA
OG0008692	ACEP_ACEP_00008391-RA	LHUM_LH14529-RA
OG0008693	ACEP_ACEP_00008392-RA	LHUM_LH14532-RA
OG0008694	ACEP_ACEP_00008380-RA	LHUM_LH13898-RA
OG0008695	ACEP_ACEP_00008386-RA	LHUM_LH12787-RA
OG0008696	ACEP_ACEP_00008383-RA	LHUM_LH13901-RA
OG0008697	ACEP_ACEP_00008387-RA	LHUM_LH14530-RA
OG0008698	ACEP_ACEP_00008388-RA	LHUM_LH14533-RA
OG0008699	ACEP_ACEP_00008385-RA	LHUM_LH14547-RA
OG0008700	ACEP_ACEP_00008382-RA	LHUM_LH13894-RA
OG0008701	ACEP_ACEP_00008381-RA	LHUM_LH13904-RA
OG0008702	ACEP_ACEP_00008374-RA	LHUM_LH13896-RA
OG0008703	ACEP_ACEP_00008375-RA	LHUM_LH13900-RA
OG0008704	ACEP_ACEP_00008360-RA	LHUM_LH13880-RA
OG0008705	ACEP_ACEP_00008361-RA	LHUM_LH13892-RA
OG0008706	ACEP_ACEP_00008358-RA	LHUM_LH13881-RA
OG0008707	ACEP_ACEP_00008355-RA	LHUM_LH12755-RA
OG0008708	ACEP_ACEP_00008371-RA	LHUM_LH13895-RA
OG0008709	ACEP_ACEP_00008359-RA	LHUM_LH13882-RA
OG0008710	ACEP_ACEP_00008356-RA	LHUM_LH19343-RA
OG0008711	ACEP_ACEP_00008365-RA	LHUM_LH13899-RA
OG0008712	ACEP_ACEP_00008353-RA	LHUM_LH12776-RA
OG0008713	ACEP_ACEP_00008352-RA	LHUM_LH12774-RA
OG0008714	ACEP_ACEP_00008351-RA	LHUM_LH10902-RA
OG0008715	ACEP_ACEP_00008354-RA	LHUM_LH12775-RA
OG0008716	ACEP_ACEP_00008346-RA	LHUM_LH10887-RA
OG0008717	ACEP_ACEP_00008336-RA	LHUM_LH10901-RA
OG0008718	ACEP_ACEP_00008335-RA	LHUM_LH10896-RA
OG0008719	ACEP_ACEP_00008340-RA	LHUM_LH10886-RA
OG0008720	ACEP_ACEP_00008337-RA	LHUM_LH10891-RA
OG0008721	ACEP_ACEP_00008339-RA	LHUM_LH10885-RA
OG0008722	ACEP_ACEP_00008342-RA	LHUM_LH10884-RA
OG0008723	ACEP_ACEP_00008329-RA	LHUM_LH16570-RA
OG0008724	ACEP_ACEP_00008328-RA	LHUM_LH16568-RA
OG0008725	ACEP_ACEP_00008333-RA	LHUM_LH16573-RA
OG0008726	ACEP_ACEP_00008330-RA	LHUM_LH16574-RA
OG0008727	ACEP_ACEP_00008334-RA	LHUM_LH16564-RA
OG0008728	ACEP_ACEP_00008324-RA	LHUM_LH16309-RA
OG0008729	ACEP_ACEP_00008319-RA	LHUM_LH16301-RA
OG0008730	ACEP_ACEP_00008323-RA	LHUM_LH16308-RA
OG0008731	ACEP_ACEP_00008310-RA	LHUM_LH16302-RA
OG0008732	ACEP_ACEP_00008307-RA	LHUM_LH10868-RA
OG0008733	ACEP_ACEP_00008304-RA	LHUM_LH10866-RA
OG0008734	ACEP_ACEP_00008299-RA	LHUM_LH10864-RA
OG0008735	ACEP_ACEP_00008296-RA	LHUM_LH24583-RA
OG0008736	ACEP_ACEP_00008297-RA	LHUM_LH24582-RA
OG0008737	ACEP_ACEP_00008300-RA	LHUM_LH10870-RA
OG0008738	ACEP_ACEP_00008303-RA	LHUM_LH10867-RA
OG0008739	ACEP_ACEP_00008302-RA	LHUM_LH10871-RA
OG0008740	ACEP_ACEP_00008293-RA	LHUM_LH10720-RA
OG0008741	ACEP_ACEP_00008292-RA	LHUM_LH10717-RA
OG0008742	ACEP_ACEP_00008290-RA	LHUM_LH24574-RA
OG0008743	ACEP_ACEP_00008295-RA	LHUM_LH24581-RA
OG0008744	ACEP_ACEP_00008288-RA	LHUM_LH24568-RA
OG0008745	ACEP_ACEP_00008289-RA	LHUM_LH24097-RA
OG0008746	ACEP_ACEP_00008286-RA	LHUM_LH24065-RA
OG0008747	ACEP_ACEP_00008287-RA	LHUM_LH24575-RA
OG0008748	ACEP_ACEP_00008284-RA	LHUM_LH24066-RA
OG0008749	ACEP_ACEP_00008279-RA	LHUM_LH24067-RA
OG0008750	ACEP_ACEP_00008277-RA	LHUM_LH24068-RA
OG0008751	ACEP_ACEP_00008275-RA	LHUM_LH19335-RA
OG0008752	ACEP_ACEP_00008276-RA	LHUM_LH24061-RA
OG0008753	ACEP_ACEP_00017679-RA	LHUM_LH19339-RA
OG0008755	ACEP_ACEP_00008271-RA	LHUM_LH12761-RA
OG0008756	ACEP_ACEP_00008272-RA	LHUM_LH12762-RA
OG0008757	ACEP_ACEP_00008274-RA	LHUM_LH12760-RA
OG0008758	ACEP_ACEP_00016443-RA	LHUM_LH25768-RA
OG0008759	ACEP_ACEP_00015820-RA	LHUM_LH23771-RA
OG0008760	ACEP_ACEP_00015815-RA	LHUM_LH23781-RA
OG0008761	ACEP_ACEP_00015818-RA	LHUM_LH23772-RA
OG0008762	ACEP_ACEP_00015808-RA	LHUM_LH19986-RA
OG0008763	ACEP_ACEP_00015806-RA	LHUM_LH19988-RA
OG0008764	ACEP_ACEP_00015804-RA	LHUM_LH19992-RA
OG0008765	ACEP_ACEP_00015802-RA	LHUM_LH19991-RA
OG0008766	ACEP_ACEP_00015807-RA	LHUM_LH19987-RA
OG0008767	ACEP_ACEP_00015810-RA	LHUM_LH19985-RA
OG0008768	ACEP_ACEP_00015803-RA	LHUM_LH19989-RA
OG0008769	ACEP_ACEP_00015813-RA	LHUM_LH23782-RA
OG0008770	ACEP_ACEP_00015814-RA	LHUM_LH23774-RA
OG0008771	ACEP_ACEP_00015812-RA	LHUM_LH19984-RA
OG0008772	ACEP_ACEP_00015801-RA	LHUM_LH18967-RA
OG0008773	ACEP_ACEP_00015799-RA	LHUM_LH18970-RA
OG0008774	ACEP_ACEP_00015795-RA	LHUM_LH18973-RA
OG0008775	ACEP_ACEP_00015796-RA	LHUM_LH18966-RA
OG0008776	ACEP_ACEP_00015798-RA	LHUM_LH18964-RA
OG0008777	ACEP_ACEP_00015794-RA	LHUM_LH18963-RA
OG0008778	ACEP_ACEP_00015792-RA	LHUM_LH24542-RA
OG0008779	ACEP_ACEP_00015791-RA	LHUM_LH24541-RA
OG0008780	ACEP_ACEP_00015786-RA	LHUM_LH11500-RA
OG0008781	ACEP_ACEP_00015788-RA	LHUM_LH24544-RA
OG0008782	ACEP_ACEP_00015774-RA	LHUM_LH11503-RA
OG0008783	ACEP_ACEP_00015776-RA	LHUM_LH11504-RA
OG0008784	ACEP_ACEP_00015785-RA	LHUM_LH11494-RA
OG0008785	ACEP_ACEP_00015777-RA	LHUM_LH11493-RA
OG0008786	ACEP_ACEP_00015789-RA	LHUM_LH24540-RA
OG0008787	ACEP_ACEP_00015780-RA	LHUM_LH20408-RA
OG0008788	ACEP_ACEP_00015779-RA	LHUM_LH11495-RA
OG0008789	ACEP_ACEP_00015782-RA	LHUM_LH11502-RA
OG0008790	ACEP_ACEP_00015784-RA	LHUM_LH11499-RA
OG0008791	ACEP_ACEP_00015775-RA	LHUM_LH11501-RA
OG0008792	ACEP_ACEP_00015790-RA	LHUM_LH24543-RA
OG0008793	ACEP_ACEP_00015771-RA	LHUM_LH20960-RA
OG0008794	ACEP_ACEP_00015772-RA	LHUM_LH20949-RA
OG0008795	ACEP_ACEP_00015770-RA	LHUM_LH20948-RA
OG0008796	ACEP_ACEP_00015773-RA	LHUM_LH20958-RA
OG0008797	ACEP_ACEP_00016906-RA	LHUM_LH18142-RA
OG0008798	ACEP_ACEP_00016488-RA	LHUM_LH22911-RA
OG0008799	ACEP_ACEP_00016826-RA	LHUM_LH25067-RA
OG0008800	ACEP_ACEP_00010260-RA	LHUM_LH20921-RA
OG0008801	ACEP_ACEP_00010255-RA	LHUM_LH24029-RA
OG0008802	ACEP_ACEP_00010256-RA	LHUM_LH24026-RA
OG0008803	ACEP_ACEP_00010258-RA	LHUM_LH24025-RA
OG0008804	ACEP_ACEP_00010252-RA	LHUM_LH24027-RA
OG0008805	ACEP_ACEP_00010250-RA	LHUM_LH24031-RA
OG0008806	ACEP_ACEP_00010249-RA	LHUM_LH24033-RA
OG0008807	ACEP_ACEP_00010251-RA	LHUM_LH24030-RA
OG0008808	ACEP_ACEP_00010246-RA	LHUM_LH24035-RA
OG0008809	ACEP_ACEP_00010248-RA	LHUM_LH24037-RA
OG0008810	ACEP_ACEP_00010247-RA	LHUM_LH24034-RA
OG0008811	ACEP_ACEP_00010243-RA	LHUM_LH24038-RA
OG0008812	ACEP_ACEP_00010241-RA	LHUM_LH24040-RA
OG0008813	ACEP_ACEP_00017754-RA	LHUM_LH26074-RA
OG0008815	ACEP_ACEP_00010239-RA	LHUM_LH24042-RA
OG0008816	ACEP_ACEP_00010240-RA	LHUM_LH26073-RA
OG0008817	ACEP_ACEP_00010230-RA	LHUM_LH24054-RA
OG0008818	ACEP_ACEP_00010231-RA	LHUM_LH24050-RA
OG0008819	ACEP_ACEP_00010232-RA	LHUM_LH24043-RA
OG0008820	ACEP_ACEP_00010228-RA	LHUM_LH24048-RA
OG0008821	ACEP_ACEP_00010226-RA	LHUM_LH24047-RA
OG0008822	ACEP_ACEP_00010229-RA	LHUM_LH24052-RA
OG0008823	ACEP_ACEP_00010225-RA	LHUM_LH24057-RA
OG0008824	ACEP_ACEP_00010227-RA	LHUM_LH24051-RA
OG0008825	ACEP_ACEP_00010212-RA	LHUM_LH15838-RA
OG0008826	ACEP_ACEP_00010213-RA	LHUM_LH15831-RA
OG0008827	ACEP_ACEP_00010215-RA	LHUM_LH15833-RA
OG0008828	ACEP_ACEP_00010223-RA	LHUM_LH24056-RA
OG0008829	ACEP_ACEP_00010219-RA	LHUM_LH12650-RA
OG0008830	ACEP_ACEP_00010206-RA	LHUM_LH15836-RA
OG0008831	ACEP_ACEP_00010217-RA	LHUM_LH12651-RA
OG0008832	ACEP_ACEP_00010207-RA	LHUM_LH15827-RA
OG0008833	ACEP_ACEP_00010218-RA	LHUM_LH12640-RA
OG0008834	ACEP_ACEP_00010222-RA	LHUM_LH24059-RA
OG0008835	ACEP_ACEP_00010210-RA	LHUM_LH15830-RA
OG0008836	ACEP_ACEP_00010220-RA	LHUM_LH12643-RA
OG0008837	ACEP_ACEP_00010203-RA	LHUM_LH14859-RA
OG0008838	ACEP_ACEP_00010205-RA	LHUM_LH14861-RA
OG0008839	ACEP_ACEP_00010204-RA	LHUM_LH14858-RA
OG0008840	ACEP_ACEP_00010189-RA	LHUM_LH14856-RA
OG0008841	ACEP_ACEP_00010184-RA	LHUM_LH14855-RA
OG0008842	ACEP_ACEP_00010178-RA	LHUM_LH14846-RA
OG0008843	ACEP_ACEP_00010181-RA	LHUM_LH14852-RA
OG0008844	ACEP_ACEP_00010182-RA	LHUM_LH14853-RA
OG0008845	ACEP_ACEP_00010175-RA	LHUM_LH14847-RA
OG0008846	ACEP_ACEP_00010172-RA	LHUM_LH14849-RA
OG0008847	ACEP_ACEP_00010174-RA	LHUM_LH14850-RA
OG0008848	ACEP_ACEP_00010171-RA	LHUM_LH14843-RA
OG0008849	ACEP_ACEP_00010173-RA	LHUM_LH14845-RA
OG0008850	ACEP_ACEP_00010169-RA	LHUM_LH14838-RA
OG0008851	ACEP_ACEP_00010159-RA	LHUM_LH14830-RA
OG0008852	ACEP_ACEP_00010160-RA	LHUM_LH14836-RA
OG0008853	ACEP_ACEP_00010166-RA	LHUM_LH14839-RA
OG0008854	ACEP_ACEP_00010165-RA	LHUM_LH14841-RA
OG0008855	ACEP_ACEP_00010161-RA	LHUM_LH14831-RA
OG0008856	ACEP_ACEP_00010164-RA	LHUM_LH14834-RA
OG0008857	ACEP_ACEP_00010167-RA	LHUM_LH14842-RA
OG0008858	ACEP_ACEP_00010155-RA	LHUM_LH14832-RA
OG0008859	ACEP_ACEP_00010156-RA	LHUM_LH14837-RA
OG0008860	ACEP_ACEP_00010138-RA	LHUM_LH12346-RA
OG0008861	ACEP_ACEP_00010142-RA	LHUM_LH16596-RA
OG0008862	ACEP_ACEP_00010146-RA	LHUM_LH16587-RA
OG0008863	ACEP_ACEP_00010147-RA	LHUM_LH16597-RA
OG0008864	ACEP_ACEP_00010144-RA	LHUM_LH16594-RA
OG0008865	ACEP_ACEP_00010140-RA	LHUM_LH16595-RA
OG0008866	ACEP_ACEP_00010141-RA	LHUM_LH16588-RA
OG0008867	ACEP_ACEP_00010145-RA	LHUM_LH16598-RA
OG0008868	ACEP_ACEP_00010139-RA	LHUM_LH12348-RA
OG0008869	ACEP_ACEP_00010137-RA	LHUM_LH12335-RA
OG0008870	ACEP_ACEP_00010148-RA	LHUM_LH16593-RA
OG0008871	ACEP_ACEP_00010135-RA	LHUM_LH12333-RA
OG0008872	ACEP_ACEP_00010134-RA	LHUM_LH12332-RA
OG0008873	ACEP_ACEP_00010129-RA	LHUM_LH12329-RA
OG0008874	ACEP_ACEP_00010130-RA	LHUM_LH12327-RA
OG0008875	ACEP_ACEP_00010127-RA	LHUM_LH12328-RA
OG0008876	ACEP_ACEP_00010121-RA	LHUM_LH12322-RA
OG0008877	ACEP_ACEP_00010126-RA	LHUM_LH12324-RA
OG0008878	ACEP_ACEP_00010119-RA	LHUM_LH12319-RA
OG0008879	ACEP_ACEP_00010125-RA	LHUM_LH12331-RA
OG0008880	ACEP_ACEP_00010117-RA	LHUM_LH12320-RA
OG0008881	ACEP_ACEP_00010111-RA	LHUM_LH12314-RA
OG0008882	ACEP_ACEP_00010099-RA	LHUM_LH16808-RA
OG0008883	ACEP_ACEP_00010097-RA	LHUM_LH16973-RA
OG0008884	ACEP_ACEP_00010103-RA	LHUM_LH16970-RA
OG0008885	ACEP_ACEP_00010093-RA	LHUM_LH10967-RA
OG0008886	ACEP_ACEP_00010102-RA	LHUM_LH16961-RA
OG0008887	ACEP_ACEP_00010098-RA	LHUM_LH16801-RA
OG0008888	ACEP_ACEP_00010105-RA	LHUM_LH16952-RA
OG0008889	ACEP_ACEP_00010095-RA	LHUM_LH16957-RA
OG0008890	ACEP_ACEP_00010096-RA	LHUM_LH16965-RA
OG0008891	ACEP_ACEP_00010104-RA	LHUM_LH16960-RA
OG0008892	ACEP_ACEP_00010101-RA	LHUM_LH16959-RA
OG0008893	ACEP_ACEP_00010088-RA	LHUM_LH10961-RA
OG0008894	ACEP_ACEP_04566036-RA	LHUM_Lhum_Cht6-RA
OG0008895	ACEP_ACEP_00010086-RA	LHUM_LH10965-RA
OG0008896	ACEP_ACEP_00010081-RA	LHUM_LH24824-RA
OG0008897	ACEP_ACEP_00010085-RA	LHUM_LH24827-RA
OG0008898	ACEP_ACEP_00010074-RA	LHUM_LH24825-RA
OG0008899	ACEP_ACEP_00010069-RA	LHUM_LH19699-RA
OG0008900	ACEP_ACEP_00010071-RA	LHUM_LH24819-RA
OG0008901	ACEP_ACEP_00010067-RA	LHUM_LH19696-RA
OG0008902	ACEP_ACEP_00010065-RA	LHUM_LH24851-RA
OG0008903	ACEP_ACEP_00010064-RA	LHUM_LH24850-RA
OG0008904	ACEP_ACEP_00010066-RA	LHUM_LH24848-RA
OG0008905	ACEP_ACEP_00005634-RA	LHUM_LH17274-RA
OG0008906	ACEP_ACEP_00005629-RA	LHUM_LH17279-RA
OG0008907	ACEP_ACEP_00005621-RA	LHUM_LH20680-RA
OG0008908	ACEP_ACEP_00005616-RA	LHUM_LH20677-RA
OG0008909	ACEP_ACEP_00005608-RA	LHUM_LH20670-RA
OG0008910	ACEP_ACEP_00005611-RA	LHUM_LH20676-RA
OG0008911	ACEP_ACEP_00005612-RA	LHUM_LH20671-RA
