Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0001187	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_17282-RA	pbar_annotation_PBAR_17279-RA
OG0001188	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001234-RA	acep_annotation_ACEP_00001235-RA
OG0001189	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001218-RA	acep_annotation_ACEP_00017032-RA
OG0001190	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_25878-RA	lhum_annotation_LHUM_25875-RA
OG0001191	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_20480-RA	lhum_annotation_LHUM_11748-RA
OG0001192	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000221-RA	acep_annotation_ACEP_00001194-RA
OG0001193	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000217-RA	acep_annotation_ACEP_00001197-RA
OG0001194	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_11757-RA	pbar_annotation_PBAR_26813-RA
OG0001195	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_24655-RA	lhum_annotation_LHUM_24661-RA
OG0001196	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_22732-RA	lhum_annotation_LHUM_22736-RA
OG0001197	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001076-RA	acep_annotation_ACEP_00006916-RA
OG0001198	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_13522-RA	pbar_annotation_PBAR_10078-RA
OG0001199	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001032-RA	acep_annotation_ACEP_00001031-RA
OG0001200	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_15544-RA	pbar_annotation_PBAR_15546-RA
OG0001201	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_13886-RA	pbar_annotation_PBAR_13885-RA
OG0001202	acep_annotation	n0	1.0	Terminal	acep_annotation_ACEP_00012364-RA	acep_annotation_ACEP_00000996-RA, acep_annotation_ACEP_00001588-RA, acep_annotation_ACEP_00014584-RA
OG0001202	acep_annotation	n1	1.0	Terminal	acep_annotation_ACEP_00000996-RA, acep_annotation_ACEP_00001588-RA	acep_annotation_ACEP_00014584-RA
OG0001202	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000996-RA	acep_annotation_ACEP_00001588-RA
OG0001203	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_19038-RA	lhum_annotation_LHUM_19041-RA
OG0001204	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000944-RA	acep_annotation_ACEP_00014583-RA
OG0001205	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_20640-RA	pbar_annotation_PBAR_23535-RA
OG0001206	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000872-RA	acep_annotation_ACEP_00000871-RA
OG0001207	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_10162-RA	lhum_annotation_LHUM_13457-RA, lhum_annotation_LHUM_12549-RA
OG0001207	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_13457-RA	lhum_annotation_LHUM_12549-RA
OG0001208	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_12563-RA, lhum_annotation_LHUM_12559-RA	lhum_annotation_LHUM_13694-RA
OG0001208	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12563-RA	lhum_annotation_LHUM_12559-RA
OG0001209	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000816-RA	acep_annotation_ACEP_00012380-RA
OG0001210	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001579-RA	acep_annotation_ACEP_00011785-RA
OG0001211	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_22655-RA	lhum_annotation_LHUM_16521-RA
OG0001212	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_18048-RA	lhum_annotation_LHUM_10479-RA
OG0001213	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_17636-RA	lhum_annotation_LHUM_17639-RA
OG0001214	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_17627-RA	lhum_annotation_LHUM_17629-RA
OG0001215	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_17672-RA	lhum_annotation_LHUM_17671-RA
OG0001216	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_10359-RA	lhum_annotation_LHUM_um_CG8630_d-RA, lhum_annotation_LHUM_um_desat_frag5-RA
OG0001216	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_um_CG8630_d-RA	lhum_annotation_LHUM_um_desat_frag5-RA
OG0001217	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00018202-RA	acep_annotation_ACEP_00003678-RA
OG0001218	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00013878-RA	acep_annotation_ACEP_00016457-RA
OG0001219	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_20519-RA	pbar_annotation_PBAR_20515-RA
OG0001220	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010983-RA	acep_annotation_ACEP_00010992-RA
OG0001221	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000633-RA	acep_annotation_ACEP_00010984-RA
OG0001222	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12167-RA	lhum_annotation_LHUM_12166-RA
OG0001223	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23265-RA	pbar_annotation_PBAR_16999-RA
OG0001224	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23280-RA	pbar_annotation_PBAR_10034-RA
OG0001225	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23300-RA	pbar_annotation_PBAR_23299-RA
OG0001226	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010927-RA	acep_annotation_ACEP_00010926-RA
OG0001227	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_12205-RA	lhum_annotation_LHUM_12215-RA
OG0001228	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_18467-RA	lhum_annotation_LHUM_18466-RA
OG0001229	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00017839-RA	acep_annotation_ACEP_00010925-RA
OG0001230	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_14287-RA	lhum_annotation_LHUM_11132-RA
OG0001231	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_14313-RA	lhum_annotation_LHUM_14311-RA
OG0001232	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_20265-RA	pbar_annotation_PBAR_20267-RA
OG0001233	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_17611-RA	lhum_annotation_LHUM_17610-RA
OG0001234	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010822-RA	acep_annotation_ACEP_00011850-RA
OG0001235	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010780-RA	acep_annotation_ACEP_00010782-RA
OG0001236	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00012170-RA	acep_annotation_ACEP_00010771-RA
OG0001237	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00017512-RA	acep_annotation_ACEP_00001772-RA
OG0001238	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010723-RA	acep_annotation_ACEP_00010722-RA
OG0001239	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_19297-RA	lhum_annotation_LHUM_22724-RA
OG0001240	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_13248-RA	pbar_annotation_PBAR_16482-RA
OG0001241	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_ar_RpLP0_b-1	pbar_annotation_PBAR_ar_RpLP0_a-1
OG0001242	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011143-RA	acep_annotation_ACEP_00016658-RA
OG0001243	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009623-RA	acep_annotation_ACEP_00009609-RA
OG0001244	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009561-RA	acep_annotation_ACEP_00009562-RA
OG0001245	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_12104-RA	pbar_annotation_PBAR_12103-RA
OG0001246	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001941-RA	acep_annotation_ACEP_00009490-RA
OG0001247	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_20285-RA	lhum_annotation_LHUM_24624-RA
OG0001248	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_20194-RA	lhum_annotation_LHUM_25750-RA
OG0001249	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009397-RA	acep_annotation_ACEP_00003458-RA
OG0001250	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_10438-RA	lhum_annotation_LHUM_11200-RA
OG0001251	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00003334-RA	acep_annotation_ACEP_00009382-RA
OG0001252	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00012407-RA	acep_annotation_ACEP_00015710-RA
OG0001253	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_14217-RB	lhum_annotation_LHUM_14217-RA
OG0001254	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_15733-RA	pbar_annotation_PBAR_15738-RA
OG0001255	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_12414-RB	lhum_annotation_LHUM_13889-RA, lhum_annotation_LHUM_10480-RA
OG0001255	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_13889-RA	lhum_annotation_LHUM_10480-RA
OG0001256	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_17023-RA	pbar_annotation_PBAR_15459-RA
OG0001257	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_22766-RA	pbar_annotation_PBAR_22768-RA
OG0001258	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011909-RA	acep_annotation_ACEP_00011908-RA
OG0001259	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23291-RA	pbar_annotation_PBAR_10775-RA
OG0001260	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011892-RA	acep_annotation_ACEP_00011893-RA
OG0001261	pbar_annotation	n1	1.0	Terminal	pbar_annotation_PBAR_13845-RA, pbar_annotation_PBAR_26200-RA	pbar_annotation_PBAR_18806-RA
OG0001261	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_13845-RA	pbar_annotation_PBAR_26200-RA
OG0001262	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_19163-RA	pbar_annotation_PBAR_13326-RA
OG0001263	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00017945-RA	acep_annotation_ACEP_00018059-RA
OG0001264	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016386-RA	acep_annotation_ACEP_00013175-RA
OG0001265	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_15376-RA	pbar_annotation_PBAR_15377-RA
OG0001266	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016571-RA	acep_annotation_ACEP_00016572-RA
OG0001267	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016569-RA	acep_annotation_ACEP_00003151-RA
OG0001268	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_15956-RA	lhum_annotation_LHUM_15942-RA
OG0001269	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00003717-RA	acep_annotation_ACEP_00009687-RA
OG0001270	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00003654-RA	acep_annotation_ACEP_00000013-RA
OG0001271	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_21479-RA	pbar_annotation_PBAR_21475-RA
OG0001272	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00003558-RA	acep_annotation_ACEP_00016328-RA
OG0001273	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00015975-RA	acep_annotation_ACEP_00003531-RA
OG0001274	acep_annotation	n0	1.0	Terminal	acep_annotation_ACEP_00005838-RA	acep_annotation_ACEP_00014347-RA, acep_annotation_ACEP_00011574-RA, acep_annotation_ACEP_00009667-RA
OG0001274	acep_annotation	n1	1.0	Terminal	acep_annotation_ACEP_00014347-RA	acep_annotation_ACEP_00011574-RA, acep_annotation_ACEP_00009667-RA
OG0001274	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011574-RA	acep_annotation_ACEP_00009667-RA
OG0001275	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00006399-RA	acep_annotation_ACEP_00011555-RA
OG0001276	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_14597-RA	pbar_annotation_PBAR_10486-RA
OG0001277	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_24559-RA	lhum_annotation_LHUM_15239-RA
OG0001278	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009995-RA	acep_annotation_ACEP_00009996-RA
OG0001279	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_13385-RB	pbar_annotation_PBAR_13385-RA
OG0001280	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_23035-RA	lhum_annotation_LHUM_23036-RA
OG0001281	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_23030-RA	lhum_annotation_LHUM_21058-RA
OG0001282	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009912-RA	acep_annotation_ACEP_00009913-RA
OG0001283	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009904-RA	acep_annotation_ACEP_00009899-RA
OG0001284	acep_annotation	n1	1.0	Terminal	acep_annotation_ACEP_00009877-RA, acep_annotation_ACEP_00009876-RA	acep_annotation_ACEP_00009872-RA
OG0001284	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00009877-RA	acep_annotation_ACEP_00009876-RA
OG0001285	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_ar_PDK1-RB	pbar_annotation_PBAR_ar_PDK1-RA
OG0001286	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_20156-RA	lhum_annotation_LHUM_20089-RA
OG0001287	pbar_annotation	n2	1.0	Terminal	pbar_annotation_maker-pbar_scf7180000350228-augustus-gene-1.3-mRNA-1	pbar_annotation_CG_02547645
OG0001288	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016151-RA	acep_annotation_ACEP_00016150-RA
OG0001289	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_21125-RA	pbar_annotation_PBAR_10607-RA
OG0001290	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016129-RA	acep_annotation_ACEP_00016733-RA
OG0001291	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_27116-RA	pbar_annotation_PBAR_25082-RA
OG0001292	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00012480-RA	acep_annotation_ACEP_00012482-RA
OG0001293	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12285-RA	lhum_annotation_LHUM_12286-RA
OG0001294	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00012469-RA	acep_annotation_ACEP_00012470-RA
OG0001295	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014155-RA	acep_annotation_ACEP_00012444-RA
OG0001296	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_14787-RA	lhum_annotation_LHUM_12284-RA, lhum_annotation_LHUM_22338-RA
OG0001296	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12284-RA	lhum_annotation_LHUM_22338-RA
OG0001297	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_13934-RA	lhum_annotation_LHUM_22352-RA
OG0001298	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00005836-RA	acep_annotation_ACEP_00014858-RA
OG0001299	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_21503-RA	lhum_annotation_LHUM_22325-RA
OG0001300	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_15665-RA	lhum_annotation_LHUM_22969-RA
OG0001301	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_23527-RA	lhum_annotation_LHUM_23531-RA
OG0001302	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_24268-RA	pbar_annotation_PBAR_24268-RB
OG0001303	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014482-RA	acep_annotation_ACEP_00014478-RA
OG0001304	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00010128-RA	acep_annotation_ACEP_00016696-RA
OG0001305	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_12743-RA	pbar_annotation_PBAR_12742-RA
OG0001306	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014656-RA	acep_annotation_ACEP_00014655-RA
OG0001307	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_22531-RA	lhum_annotation_LHUM_24724-RA, lhum_annotation_LHUM_24726-RA
OG0001307	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_24724-RA	lhum_annotation_LHUM_24726-RA
OG0001308	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_17744-RA	lhum_annotation_LHUM_17743-RA
OG0001309	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_25238-RA	pbar_annotation_PBAR_25239-RA
OG0001310	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00001983-RA	acep_annotation_ACEP_00015892-RA
OG0001311	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_15511-RA	pbar_annotation_PBAR_23907-RA
OG0001312	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12645-RA	lhum_annotation_LHUM_12661-RA
OG0001313	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00003889-RA	acep_annotation_ACEP_00015866-RA
OG0001314	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_24700-RA	pbar_annotation_PBAR_12533-RA
OG0001315	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00000810-RA	acep_annotation_ACEP_00008031-RA
OG0001316	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12717-RA	lhum_annotation_LHUM_16847-RA
OG0001317	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12736-RA	lhum_annotation_LHUM_12735-RA
OG0001318	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00012259-RA	acep_annotation_ACEP_00007908-RA
OG0001319	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_11809-RA	lhum_annotation_LHUM_10043-RA
OG0001320	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_10042-RA	lhum_annotation_LHUM_11810-RA
OG0001321	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_16244-RA	lhum_annotation_LHUM_19477-RA
OG0001322	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007802-RA	acep_annotation_ACEP_00007833-RA
OG0001323	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_24253-RA	lhum_annotation_LHUM_24257-RA
OG0001324	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_24240-RA	lhum_annotation_LHUM_24233-RA
OG0001325	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007781-RA	acep_annotation_ACEP_00012384-RA
OG0001326	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_11843-RA	pbar_annotation_PBAR_11840-RA
OG0001327	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007752-RA	acep_annotation_ACEP_00007773-RA
OG0001328	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_18894-RB	lhum_annotation_LHUM_18894-RA
OG0001329	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007717-RA	acep_annotation_ACEP_00007716-RA
OG0001330	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_16627-RA	pbar_annotation_PBAR_26600-RA
OG0001331	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016353-RA	acep_annotation_ACEP_00004160-RA
OG0001332	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00018075-RA	acep_annotation_ACEP_00018081-RA
OG0001333	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_21607-RA	pbar_annotation_PBAR_21261-RA
OG0001334	pbar_annotation	n1	1.0	Terminal	pbar_annotation_PBAR_26908-RA	pbar_annotation_PBAR_26901-RA, pbar_annotation_PBAR_26282-RA
OG0001334	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_26901-RA	pbar_annotation_PBAR_26282-RA
OG0001335	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00018083-RA	acep_annotation_ACEP_00018092-RA
OG0001336	N1	n0	1.0	Non-Terminal	acep_annotation_ACEP_00018094-RA, pbar_annotation_PBAR_26909-RA	acep_annotation_ACEP_00018086-RA, pbar_annotation_PBAR_26893-RA
OG0001337	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014435-RA	acep_annotation_ACEP_00014439-RA
OG0001338	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_26890-RA	pbar_annotation_PBAR_26900-RA
OG0001339	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_25825-RA	lhum_annotation_LHUM_25864-RA
OG0001340	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00018102-RA	acep_annotation_ACEP_00004402-RA
OG0001341	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014395-RA	acep_annotation_ACEP_00014396-RA
OG0001342	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00014541-RA	acep_annotation_ACEP_00014540-RA
OG0001343	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_26224-RA	pbar_annotation_PBAR_18351-RA
OG0001344	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_22853-RA	pbar_annotation_PBAR_22856-RA
OG0001345	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_23543-RA	lhum_annotation_LHUM_23544-RA
OG0001346	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_15914-RA	pbar_annotation_PBAR_11362-RA
OG0001347	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_10665-RA	lhum_annotation_LHUM_13921-RA
OG0001348	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_23805-RA	lhum_annotation_LHUM_23802-RA
OG0001349	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_13941-RA	lhum_annotation_LHUM_23811-RA
OG0001350	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00017585-RA	acep_annotation_ACEP_00005730-RA
OG0001351	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23147-RA	pbar_annotation_PBAR_ar_nAChRa1-RA
OG0001352	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_12412-RA	lhum_annotation_LHUM_12409-RA
OG0001353	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_23205-RA	lhum_annotation_LHUM_23870-RA
OG0001354	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_15963-RA	lhum_annotation_LHUM_15943-RA
OG0001355	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_18985-RA	pbar_annotation_PBAR_18985-RB
OG0001356	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_11206-RA	pbar_annotation_PBAR_11206-RB
OG0001357	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_25981-RA	lhum_annotation_LHUM_17737-RA
OG0001358	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_23141-RA	pbar_annotation_PBAR_23143-RA
OG0001359	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_10547-RA, lhum_annotation_LHUM_19108-RA	lhum_annotation_LHUM_14094-RA
OG0001359	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_10547-RA	lhum_annotation_LHUM_19108-RA
OG0001360	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_10543-RA	pbar_annotation_PBAR_22133-RA
OG0001361	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_22134-RA	pbar_annotation_PBAR_10864-RA
OG0001362	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00016519-RA	acep_annotation_ACEP_00007701-RA
OG0001363	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_10585-RA	pbar_annotation_PBAR_ar_serrate-RA
OG0001364	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_12449-RB	pbar_annotation_PBAR_12449-RA
OG0001365	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_14675-RA	lhum_annotation_LHUM_14798-RA
OG0001366	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00006723-RA	acep_annotation_ACEP_00007595-RA
OG0001367	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00006488-RA	acep_annotation_ACEP_00007552-RA
OG0001368	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007537-RA	acep_annotation_ACEP_00002781-RA
OG0001369	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_12759-RA	lhum_annotation_LHUM_11921-RA
OG0001370	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_11935-RA	lhum_annotation_LHUM_10668-RA
OG0001371	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_11910-RA	lhum_annotation_LHUM_10708-RA
OG0001372	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_10315-RA	pbar_annotation_PBAR_17877-RA
OG0001373	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_19560-RA	lhum_annotation_LHUM_19558-RA
OG0001374	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_18986-RA	pbar_annotation_PBAR_24355-RA
OG0001375	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007411-RA	acep_annotation_ACEP_00007410-RA
OG0001376	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00007386-RA	acep_annotation_ACEP_00007385-RA
OG0001377	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_24722-RA	lhum_annotation_LHUM_25255-RA
OG0001378	pbar_annotation	n2	1.0	Terminal	pbar_annotation_PBAR_21084-RA	pbar_annotation_PBAR_21131-RA
OG0001379	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011161-RA	acep_annotation_ACEP_00011163-RA
OG0001380	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011153-RA	acep_annotation_ACEP_00011150-RA
OG0001381	lhum_annotation	n1	1.0	Terminal	lhum_annotation_LHUM_17276-RA	lhum_annotation_LHUM_17197-RA
OG0001382	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00011130-RA	acep_annotation_ACEP_00011126-RA
OG0001383	lhum_annotation	n2	1.0	Terminal	lhum_annotation_LHUM_25330-RA	lhum_annotation_LHUM_18474-RA
OG0001384	acep_annotation	n2	1.0	Terminal	acep_annotation_ACEP_00006905-RA	acep_annotation_ACEP_00011054-RA
