Orthogroup	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0007375	LHUM_LH22819-RA	PBAR_PB23507-RA
OG0007376	LHUM_LH22830-RA	PBAR_PB23518-RA
OG0007377	LHUM_LH22838-RA	PBAR_PB23523-RA
OG0007378	LHUM_LH22826-RA	PBAR_PB23517-RA
OG0007379	LHUM_LH22839-RA	PBAR_PB23521-RA
OG0007380	LHUM_LH22813-RA	PBAR_PB23504-RA
OG0007381	LHUM_LH22811-RA	PBAR_PB23505-RA
OG0007382	LHUM_LH22809-RA	PBAR_PB17223-RA
OG0007383	LHUM_LH22812-RA	PBAR_PB17220-RA
OG0007384	LHUM_LH22808-RA	PBAR_PB17226-RA
OG0007385	LHUM_LH22804-RA	PBAR_PB20352-RA
OG0007386	LHUM_LH22803-RA	PBAR_PB20353-RA
OG0007387	LHUM_LH22802-RA	PBAR_PB20356-RA
OG0007388	LHUM_LH22797-RA	PBAR_PB20361-RA
OG0007389	LHUM_LH22796-RA	PBAR_PB20360-RA
OG0007390	LHUM_LH22799-RA	PBAR_PB20363-RA
OG0007391	LHUM_LH22798-RA	PBAR_PB20357-RA
OG0007392	LHUM_LH22794-RA	PBAR_PB20362-RA
OG0007393	LHUM_LH22791-RA	PBAR_PB20370-RA
OG0007394	LHUM_LH22792-RA	PBAR_PB20368-RA
OG0007395	LHUM_LH22790-RA	PBAR_PB20371-RA
OG0007396	LHUM_LH22793-RA	PBAR_PB20369-RA
OG0007397	LHUM_LH26000-RA	PBAR_PB26818-RA
OG0007398	LHUM_LH22787-RA	PBAR_PB20376-RA
OG0007399	LHUM_LH22788-RA	PBAR_PB20375-RA
OG0007401	LHUM_LH10848-RA	PBAR_PB20381-RA
OG0007402	LHUM_LH13305-RA	PBAR_PB18216-RA
OG0007403	LHUM_LH13296-RA	PBAR_PB18219-RA
OG0007405	LHUM_LH13304-RA	PBAR_PB18217-RA
OG0007406	LHUM_LH13295-RA	PBAR_PB11421-RA
OG0007407	LHUM_LH13303-RA	PBAR_PB11417-RA
OG0007408	LHUM_LH13298-RA	PBAR_PB11418-RA
OG0007409	LHUM_LH17711-RA	PBAR_PB11413-RA
OG0007410	LHUM_LH17712-RA	PBAR_PB11414-RA
OG0007411	LHUM_LH17708-RA	PBAR_PB20971-RA
OG0007412	LHUM_LH17709-RA	PBAR_PB20975-RA
OG0007413	LHUM_LH11376-RA	PBAR_PB20976-RA
OG0007414	LHUM_LH11374-RA	PBAR_PB16139-RA
OG0007415	LHUM_LH11375-RA	PBAR_PB16138-RA
OG0007416	LHUM_LH11365-RA	PBAR_PB16135-RA
OG0007417	LHUM_LH15786-RA	PBAR_PB15786-RA
OG0007418	LHUM_LH10243-RA	PBAR_pbar_dynein_light_chain-1
OG0007419	LHUM_LH21017-RA	PBAR_PB12927-RA
OG0007420	LHUM_LH21009-RA	PBAR_PB12932-RA
OG0007421	LHUM_LH20720-RA	PBAR_PB12921-RA
OG0007422	LHUM_LH12413-RA	PBAR_PB12948-RA
OG0007423	LHUM_LH10057-RA	PBAR_PB12907-RA
OG0007424	LHUM_LH12581-RA	PBAR_PB12953-RA
OG0007425	LHUM_LH21008-RA	PBAR_PB12929-RA
OG0007426	LHUM_LH21621-RA	PBAR_PB19480-RA
OG0007427	LHUM_LH21624-RA	PBAR_PB19482-RA
OG0007428	LHUM_LH12398-RA	PBAR_PB19477-RA
OG0007429	LHUM_LH21625-RA	PBAR_PB19471-RA
OG0007430	LHUM_LH18401-RA	PBAR_PB19472-RA
OG0007431	LHUM_LH18402-RA	PBAR_PB19473-RA
OG0007432	LHUM_LH18398-RA	PBAR_PB19467-RA
OG0007433	LHUM_LH21629-RA	PBAR_PB19474-RA
OG0007434	LHUM_LH21628-RA	PBAR_PB19468-RA
OG0007435	LHUM_LH21632-RA	PBAR_PB19469-RA
OG0007436	LHUM_LH18400-RA	PBAR_PB19462-RA
OG0007437	LHUM_LH21626-RA	PBAR_PB19461-RA
OG0007438	LHUM_LH18403-RA	PBAR_PB19459-RA
OG0007439	LHUM_LH18405-RA	PBAR_PB19455-RA
OG0007440	LHUM_LH18404-RA	PBAR_PB19458-RA
OG0007441	LHUM_LH18406-RA	PBAR_PB19445-RA
OG0007442	LHUM_LH18410-RA	PBAR_PB19451-RA
OG0007443	LHUM_LH18417-RA	PBAR_PB19446-RA
OG0007444	LHUM_LH18416-RA	PBAR_PB19449-RA
OG0007445	LHUM_LH18409-RA	PBAR_PB19450-RA
OG0007446	LHUM_LH18412-RA	PBAR_PB19452-RA
OG0007447	LHUM_LH18415-RA	PBAR_PB19448-RA
OG0007448	LHUM_LH10046-RA	PBAR_PB13834-RA
OG0007449	LHUM_LH18423-RA	PBAR_PB19438-RA
OG0007450	LHUM_LH10047-RA	PBAR_PB13836-RA
OG0007451	LHUM_LH10049-RA	PBAR_PB13838-RA
OG0007452	LHUM_LH10045-RA	PBAR_PB13839-RA
OG0007453	LHUM_LH10173-RA	PBAR_PB13832-RA
OG0007454	LHUM_LH18419-RA	PBAR_PB19441-RA
OG0007455	LHUM_LH10056-RA	PBAR_PB26434-RA
OG0007456	LHUM_LH10054-RA	PBAR_PB13841-RA
OG0007457	LHUM_LH12700-RA	PBAR_PB23927-RA
OG0007458	LHUM_LH18225-RA	PBAR_PB24694-RA
OG0007459	LHUM_LH18224-RA	PBAR_PB24693-RA
OG0007460	LHUM_LH18223-RA	PBAR_PB24689-RA
OG0007461	LHUM_LH18222-RA	PBAR_PB24681-RA
OG0007463	LHUM_LH18196-RA	PBAR_PB26140-RA
OG0007464	LHUM_LH18067-RA	PBAR_PB25244-RA
OG0007465	LHUM_LH18062-RA	PBAR_PB25240-RA
OG0007466	LHUM_LH18066-RA	PBAR_PB25245-RA
OG0007467	LHUM_LH18199-RA	PBAR_PB26143-RA
OG0007468	LHUM_LH18203-RA	PBAR_PB26135-RA
OG0007469	LHUM_LH18195-RA	PBAR_PB26139-RA
OG0007470	LHUM_LH18197-RA	PBAR_PB26141-RA
OG0007471	LHUM_LH18193-RA	PBAR_PB26128-RA
OG0007472	LHUM_LH18201-RA	PBAR_PB26133-RA
OG0007473	LHUM_LH18064-RA	PBAR_PB25242-RA
OG0007474	LHUM_LH18087-RA	PBAR_PB25254-RA
OG0007475	LHUM_LH18080-RA	PBAR_PB25269-RA
OG0007476	LHUM_LH18161-RA	PBAR_PB25268-RA
OG0007477	LHUM_LH18077-RA	PBAR_PB25267-RA
OG0007478	LHUM_LH18086-RA	PBAR_PB25257-RA
OG0007479	LHUM_LH18158-RA	PBAR_PB25275-RA
OG0007480	LHUM_LH18088-RA	PBAR_PB25256-RA
OG0007481	LHUM_LH18143-RA	PBAR_PB25278-RA
OG0007482	LHUM_LH18168-RA	PBAR_PB50000-RA
OG0007483	LHUM_LH18162-RA	PBAR_PB25263-RA
OG0007484	LHUM_LH18151-RA	PBAR_PB25262-RA
OG0007485	LHUM_LH18155-RA	PBAR_PB25273-RA
OG0007486	LHUM_LH18138-RA	PBAR_PB25276-RA
OG0007487	LHUM_LH18156-RA	PBAR_PB25271-RA
OG0007488	LHUM_LH18170-RA	PBAR_PB25261-RA
OG0007489	LHUM_LH18153-RA	PBAR_PB25270-RA
OG0007490	LHUM_LH18160-RA	PBAR_PB25274-RA
OG0007491	LHUM_LH18139-RA	PBAR_PB25284-RA
OG0007492	LHUM_LH18152-RA	PBAR_PB25279-RA
OG0007493	LHUM_LH18150-RA	PBAR_PB25281-RA
OG0007494	LHUM_LH18144-RA	PBAR_PB25277-RA
OG0007495	LHUM_LH18134-RA	PBAR_PB25280-RA
OG0007496	LHUM_LH18127-RA	PBAR_PB25288-RA
OG0007497	LHUM_LH18129-RA	PBAR_PB25290-RA
OG0007498	LHUM_LH18126-RA	PBAR_PB25291-RA
OG0007499	LHUM_LH18132-RA	PBAR_PB25297-RA
OG0007500	LHUM_LH18135-RA	PBAR_PB25287-RA
OG0007501	LHUM_LH18120-RA	PBAR_PB25299-RA
OG0007502	LHUM_LH18123-RA	PBAR_PB25300-RA
OG0007503	LHUM_LH18130-RA	PBAR_PB25293-RA
OG0007504	LHUM_LH18119-RA	PBAR_PB25295-RA
OG0007505	LHUM_LH18136-RA	PBAR_PB25292-RA
OG0007506	LHUM_LH18131-RA	PBAR_PB25298-RA
OG0007507	LHUM_LH18125-RA	PBAR_PB25302-RA
OG0007508	LHUM_LH18122-RA	PBAR_PB25309-RA
OG0007509	LHUM_LH18124-RA	PBAR_PB25306-RA
OG0007510	LHUM_LH18118-RA	PBAR_PB25301-RA
OG0007511	LHUM_LH18121-RA	PBAR_PB25308-RA
OG0007512	LHUM_LH18117-RA	PBAR_PB25305-RA
OG0007513	LHUM_LH18128-RA	PBAR_PB25304-RA
OG0007514	LHUM_LH18110-RA	PBAR_PB25312-RA
OG0007515	LHUM_LH18108-RA	PBAR_PB25319-RA
OG0007516	LHUM_LH18107-RA	PBAR_PB25320-RA
OG0007517	LHUM_LH18112-RA	PBAR_PB25318-RA
OG0007518	LHUM_LH18111-RA	PBAR_PB25313-RA
OG0007519	LHUM_LH18109-RA	PBAR_PB25314-RA
OG0007520	LHUM_LH18100-RA	PBAR_PB25325-RA
OG0007521	LHUM_LH18104-RA	PBAR_PB25322-RA
OG0007522	LHUM_LH18101-RA	PBAR_PB25324-RA
OG0007523	LHUM_LH18103-RA	PBAR_PB25321-RA
OG0007524	LHUM_LH18102-RA	PBAR_PB25323-RA
OG0007525	LHUM_LH18096-RA	PBAR_PB25330-RA
OG0007526	LHUM_LH18092-RA	PBAR_PB25331-RA
OG0007527	LHUM_LH18072-RA	PBAR_PB25336-RA
OG0007528	LHUM_LH18091-RA	PBAR_PB25334-RA
OG0007529	LHUM_LH18074-RA	PBAR_PB25337-RA
OG0007530	LHUM_LH18076-RA	PBAR_PB25349-RA
OG0007531	LHUM_LH18075-RA	PBAR_PB25352-RA
OG0007532	LHUM_LH18084-RA	PBAR_PB25342-RA
OG0007533	LHUM_LH18073-RA	PBAR_PB25350-RA
OG0007534	LHUM_LH18081-RA	PBAR_PB25332-RA
OG0007535	LHUM_LH18071-RA	PBAR_PB25348-RA
OG0007536	LHUM_LH18243-RA	PBAR_PB25345-RA
OG0007537	LHUM_LH18082-RA	PBAR_PB25341-RA
OG0007538	LHUM_LH18078-RA	PBAR_PB25351-RA
OG0007539	LHUM_LH18248-RA	PBAR_PB25368-RA
OG0007540	LHUM_LH18255-RA	PBAR_PB25369-RA
OG0007541	LHUM_LH18245-RA	PBAR_Pbar_OctA1R-RA
OG0007542	LHUM_LH18247-RA	PBAR_PB25362-RA
OG0007543	LHUM_LH18246-RA	PBAR_PB25363-RA
OG0007544	LHUM_LH18260-RA	PBAR_PB25365-RA
OG0007545	LHUM_LH18249-RA	PBAR_PB25371-RA
OG0007546	LHUM_LH18262-RA	PBAR_PB25370-RA
OG0007547	LHUM_LH18250-RA	PBAR_PB25373-RA
OG0007548	LHUM_LH18253-RA	PBAR_PB25354-RA
OG0007549	LHUM_LH18258-RA	PBAR_PB25367-RA
OG0007550	LHUM_LH18257-RA	PBAR_Pbar_Dop1-1
OG0007551	LHUM_LH18259-RA	PBAR_PB25366-RA
OG0007552	LHUM_LH18254-RA	PBAR_PB25355-RA
OG0007553	LHUM_LH18252-RA	PBAR_PB25356-RA
OG0007554	LHUM_LH18266-RA	PBAR_PB25381-RA
OG0007555	LHUM_LH18263-RA	PBAR_PB25378-RA
OG0007556	LHUM_LH18264-RA	PBAR_PB25376-RA
OG0007557	LHUM_LH18265-RA	PBAR_PB25380-RA
OG0007558	LHUM_LH18272-RA	PBAR_PB25388-RA
OG0007559	LHUM_LH18267-RA	PBAR_PB25375-RA
OG0007560	LHUM_LH18275-RA	PBAR_PB25386-RA
OG0007561	LHUM_LH18269-RA	PBAR_PB25379-RA
OG0007562	LHUM_LH18274-RA	PBAR_PB25390-RA
OG0007563	LHUM_LH18270-RA	PBAR_PB25387-RA
OG0007564	LHUM_LH18271-RA	PBAR_PB25382-RA
OG0007565	LHUM_LH18277-RA	PBAR_PB25385-RA
OG0007566	LHUM_LH18276-RA	PBAR_PB25383-RA
OG0007567	LHUM_LH25711-RA	PBAR_PB27144-RA
OG0007568	LHUM_LH18287-RA	PBAR_PB25398-RA
OG0007569	LHUM_LH18294-RA	PBAR_PB25412-RA
OG0007570	LHUM_LH18293-RA	PBAR_PB25411-RA
OG0007571	LHUM_LH18290-RA	PBAR_PB25402-RA
OG0007572	LHUM_LH17289-RA	PBAR_PB25418-RA
OG0007573	LHUM_LH17281-RA	PBAR_PB25403-RA
OG0007574	LHUM_LH17284-RA	PBAR_PB25401-RA
OG0007575	LHUM_LH17286-RA	PBAR_PB25410-RA
OG0007576	LHUM_LH17287-RA	PBAR_PB25413-RA
OG0007577	LHUM_LH17282-RA	PBAR_PB25404-RA
OG0007578	LHUM_LH17288-RA	PBAR_PB25419-RA
OG0007579	LHUM_LH17283-RA	PBAR_PB25400-RA
OG0007580	LHUM_LH17295-RA	PBAR_PB25422-RA
OG0007581	LHUM_LH17296-RA	PBAR_PB25421-RA
OG0007582	LHUM_LH17300-RA	PBAR_PB25430-RA
OG0007583	LHUM_LH17299-RA	PBAR_PB25432-RA
OG0007584	LHUM_LH17298-RA	PBAR_PB25427-RA
OG0007585	LHUM_LH17301-RA	PBAR_PB25424-RA
OG0007586	LHUM_LH17307-RA	PBAR_PB25434-RA
OG0007587	LHUM_LH17302-RA	PBAR_PB25436-RA
OG0007588	LHUM_LH17305-RA	PBAR_PB25431-RA
OG0007589	LHUM_LH17306-RA	PBAR_PB25435-RA
OG0007590	LHUM_LH17953-RA	PBAR_PB25440-RA
OG0007591	LHUM_LH17308-RA	PBAR_PB25437-RA
OG0007592	LHUM_LH17952-RA	PBAR_PB25439-RA
OG0007593	LHUM_LH17957-RA	PBAR_PB25443-RA
OG0007594	LHUM_LH17965-RA	PBAR_PB25447-RA
OG0007595	LHUM_LH17960-RA	PBAR_PB25446-RA
OG0007596	LHUM_LH17963-RA	PBAR_PB25449-RA
OG0007597	LHUM_LH17964-RA	PBAR_PB25450-RA
OG0007598	LHUM_LH17967-RA	PBAR_PB25451-RA
OG0007599	LHUM_LH17968-RA	PBAR_PB25452-RA
OG0007600	LHUM_LH14396-RA	PBAR_PB16612-RA
OG0007601	LHUM_LH22710-RA	PBAR_PB16618-RA
OG0007602	LHUM_LH14399-RA	PBAR_PB16616-RA
OG0007603	LHUM_LH22707-RA	PBAR_PB16620-RA
OG0007604	LHUM_LH22704-RA	PBAR_PB16622-RA
OG0007605	LHUM_LH22705-RA	PBAR_PB16621-RA
OG0007606	LHUM_LH25992-RA	PBAR_PB26598-RA
OG0007607	LHUM_LH22700-RA	PBAR_PB16273-RA
OG0007608	LHUM_LH22703-RA	PBAR_PB16274-RA
OG0007609	LHUM_LH16049-RA	PBAR_PB16265-RA
OG0007610	LHUM_LH22699-RA	PBAR_PB16270-RA
OG0007611	LHUM_LH22698-RA	PBAR_PB16264-RA
OG0007612	LHUM_LH22696-RA	PBAR_PB16266-RA
OG0007613	LHUM_LH16052-RA	PBAR_PB16268-RA
OG0007614	LHUM_LH16054-RA	PBAR_PB16259-RA
OG0007615	LHUM_LH16048-RA	PBAR_PB16262-RA
OG0007616	LHUM_LH16055-RA	PBAR_PB16260-RA
OG0007617	LHUM_LH16050-RA	PBAR_PB16258-RA
OG0007618	LHUM_LH16051-RA	PBAR_PB16257-RA
OG0007619	LHUM_LH16060-RA	PBAR_PB16253-RA
OG0007620	LHUM_LH19057-RA	PBAR_PB16242-RA
OG0007621	LHUM_LH19054-RA	PBAR_PB16241-RA
OG0007622	LHUM_LH19060-RA	PBAR_PB16248-RA
OG0007623	LHUM_LH19052-RA	PBAR_PB16247-RA
OG0007624	LHUM_LH19049-RA	PBAR_PB16238-RA
OG0007625	LHUM_LH19048-RA	PBAR_PB16237-RA
OG0007626	LHUM_LH19047-RA	PBAR_PB22561-RA
OG0007627	LHUM_LH19044-RA	PBAR_PB22557-RA
OG0007628	LHUM_LH19046-RA	PBAR_PB22560-RA
OG0007629	LHUM_LH11237-RA	PBAR_PB22556-RA
OG0007630	LHUM_LH18669-RA	PBAR_PB22558-RA
OG0007631	LHUM_LH19045-RA	PBAR_PB22555-RA
OG0007632	LHUM_LH23142-RA	PBAR_PB22553-RA
OG0007633	LHUM_LH23145-RA	PBAR_PB22552-RA
OG0007634	LHUM_LH23139-RA	PBAR_PB22549-RA
OG0007635	LHUM_LH23144-RA	PBAR_PB22548-RA
OG0007636	LHUM_LH23141-RA	PBAR_PB22551-RA
OG0007637	LHUM_LH23140-RA	PBAR_PB22538-RA
OG0007638	LHUM_LH16660-RA	PBAR_PB22546-RA
OG0007639	LHUM_LH16665-RA	PBAR_PB22545-RA
OG0007640	LHUM_LH23137-RA	PBAR_PB22547-RA
OG0007641	LHUM_LH16669-RA	PBAR_PB22539-RA
OG0007642	LHUM_LH16659-RA	PBAR_PB22540-RA
OG0007643	LHUM_LH16668-RA	PBAR_PB22537-RA
OG0007644	LHUM_LH16672-RA	PBAR_PB22526-RA
OG0007645	LHUM_LH16683-RA	PBAR_PB22527-RA
OG0007646	LHUM_LH16682-RA	PBAR_PB22534-RA
OG0007647	LHUM_LH16673-RA	PBAR_PB22532-RA
OG0007648	LHUM_LH16679-RA	PBAR_PB22530-RA
OG0007649	LHUM_LH16662-RA	PBAR_PB22523-RA
OG0007650	LHUM_LH16670-RA	PBAR_PB22531-RA
OG0007651	LHUM_LH16686-RA	PBAR_PB22536-RA
OG0007652	LHUM_LH16664-RA	PBAR_PB22528-RA
OG0007653	LHUM_LH16678-RA	PBAR_PB22446-RA
OG0007654	LHUM_LH16676-RA	PBAR_PB22447-RA
OG0007655	LHUM_LH16680-RA	PBAR_PB22535-RA
OG0007656	LHUM_LH16677-RA	PBAR_PB22524-RA
OG0007657	LHUM_LH16681-RA	PBAR_PB22439-RA
OG0007658	LHUM_LH25627-RA	PBAR_pbar_nanos-1
OG0007659	LHUM_LH16674-RA	PBAR_PB22444-RA
OG0007660	LHUM_lhum_SPH30-RA	PBAR_PB22449-RA
OG0007661	LHUM_LH16688-RA	PBAR_PB22440-RA
OG0007662	LHUM_LH16696-RA	PBAR_PB22428-RA
OG0007663	LHUM_LH16694-RA	PBAR_PB22435-RA
OG0007664	LHUM_LH16698-RA	PBAR_PB22426-RA
OG0007665	LHUM_LH16702-RA	PBAR_PB22416-RA
OG0007666	LHUM_LH16704-RA	PBAR_pbar_orb-1
OG0007667	LHUM_LH16706-RA	PBAR_PB24703-RA
OG0007668	LHUM_LH16703-RA	PBAR_PB22417-RA
OG0007669	LHUM_LH16701-RA	PBAR_PB22423-RA
OG0007670	LHUM_LH16705-RA	PBAR_PB10539-RA
OG0007671	LHUM_LH10681-RA	PBAR_PB26176-RA
OG0007672	LHUM_LH16709-RA	PBAR_PB26177-RA
OG0007673	LHUM_LH16710-RA	PBAR_PB26188-RA
OG0007674	LHUM_LH18057-RA	PBAR_PB26182-RA
OG0007675	LHUM_LH10690-RA	PBAR_PB26179-RA
OG0007676	LHUM_LH17759-RA	PBAR_PB26172-RA
OG0007677	LHUM_LH17758-RA	PBAR_PB26174-RA
OG0007678	LHUM_LH17756-RA	PBAR_PB26184-RA
OG0007679	LHUM_LH17750-RA	PBAR_PB26180-RA
OG0007680	LHUM_LH17752-RA	PBAR_PB26185-RA
OG0007681	LHUM_LH17763-RA	PBAR_PB26170-RA
OG0007682	LHUM_LH10698-RA	PBAR_PB26163-RA
OG0007683	LHUM_LH16714-RA	PBAR_PB22516-RA
OG0007684	LHUM_LH16707-RA	PBAR_PB22518-RA
OG0007685	LHUM_LH16712-RA	PBAR_PB22510-RA
OG0007686	LHUM_LH16715-RA	PBAR_PB22509-RA
OG0007687	LHUM_LH10699-RA	PBAR_PB26164-RA
OG0007688	LHUM_LH16717-RA	PBAR_PB22507-RA
OG0007689	LHUM_LH16713-RA	PBAR_PB22511-RA
OG0007690	LHUM_LH16725-RA	PBAR_maker-pbar_scf7180000350333-augustus-gene-10.3-mRNA-1
OG0007691	LHUM_lhum_futsch-like-RC	PBAR_pbar_futsch-like-RA
OG0007692	LHUM_LH16720-RA	PBAR_PB22503-RA
OG0007693	LHUM_LH16718-RA	PBAR_PB22502-RA
OG0007694	LHUM_LH16743-RA	PBAR_PB22492-RA
OG0007695	LHUM_LH16739-RA	PBAR_PB22487-RA
OG0007696	LHUM_LH16744-RA	PBAR_PB22490-RA
OG0007697	LHUM_LH16737-RA	PBAR_PB22491-RA
OG0007698	LHUM_LH16741-RA	PBAR_pbar_RpL29-1
OG0007699	LHUM_LH16732-RA	PBAR_PB22495-RA
OG0007700	LHUM_LH16740-RA	PBAR_PB22489-RA
OG0007701	LHUM_LH16738-RA	PBAR_PB22488-RA
OG0007702	LHUM_LH14962-RA	PBAR_PB12965-RA
OG0007703	LHUM_LH14960-RA	PBAR_PB12966-RA
OG0007704	LHUM_LH14958-RA	PBAR_Pbar_c-cup-1
OG0007705	LHUM_LH14961-RA	PBAR_PB12961-RA
OG0007706	LHUM_LH16736-RA	PBAR_PB22496-RA
OG0007707	LHUM_LH16734-RA	PBAR_PB22494-RA
OG0007708	LHUM_LH14949-RA	PBAR_PB12973-RA
OG0007709	LHUM_LH14952-RA	PBAR_PB12974-RA
OG0007710	LHUM_LH14950-RA	PBAR_PB12972-RA
OG0007711	LHUM_LH14956-RA	PBAR_PB12970-RA
OG0007712	LHUM_LH14955-RA	PBAR_PB12969-RA
OG0007713	LHUM_LH14951-RA	PBAR_PB12971-RA
OG0007714	LHUM_LH14947-RA	PBAR_PB13592-RA
OG0007715	LHUM_LH14943-RA	PBAR_PB13590-RA
OG0007716	LHUM_LH14491-RA	PBAR_PB13588-RA
OG0007717	LHUM_LH14942-RA	PBAR_PB13586-RA
OG0007718	LHUM_LH12475-RA	PBAR_PB11761-RA
OG0007719	LHUM_LH14498-RA	PBAR_PB11782-RA
OG0007720	LHUM_LH14504-RA	PBAR_PB13826-RA
OG0007721	LHUM_LH14501-RA	PBAR_PB11764-RA
OG0007722	LHUM_LH14511-RA	PBAR_PB11770-RA
OG0007723	LHUM_LH12472-RA	PBAR_PB11763-RA
OG0007724	LHUM_LH14496-RA	PBAR_PB13823-RA
OG0007725	LHUM_LH12471-RA	PBAR_PB11765-RA
OG0007727	LHUM_LH12477-RA	PBAR_PB11766-RA
OG0007728	LHUM_LH12613-RA	PBAR_PB11751-RA
OG0007729	LHUM_LH12614-RA	PBAR_PB11750-RA
OG0007730	LHUM_LH12611-RA	PBAR_PB11752-RA
OG0007731	LHUM_LH10430-RA	PBAR_PB11741-RA
OG0007732	LHUM_LH12612-RA	PBAR_PB11754-RA
OG0007733	LHUM_LH10432-RA	PBAR_PB11743-RA
OG0007734	LHUM_LH21026-RA	PBAR_PB26232-RA
OG0007735	LHUM_LH21027-RA	PBAR_PB11744-RA
OG0007736	LHUM_LH21030-RA	PBAR_PB11746-RA
OG0007737	LHUM_LH21025-RA	PBAR_PB11742-RA
OG0007738	LHUM_LH21028-RA	PBAR_PB12942-RA
OG0007739	LHUM_LH21018-RA	PBAR_PB12935-RA
OG0007740	LHUM_LH21016-RA	PBAR_PB12934-RA
OG0007741	LHUM_LH21015-RA	PBAR_PB12926-RA
OG0007742	LHUM_LH20731-RA	PBAR_PB12866-RA
OG0007743	LHUM_LH20728-RA	PBAR_PB12864-RA
OG0007744	LHUM_LH20733-RA	PBAR_PB12870-RA
OG0007745	LHUM_LH20730-RA	PBAR_PB12868-RA
OG0007746	LHUM_LH20732-RA	PBAR_PB12871-RA
OG0007747	LHUM_LH11182-RA	PBAR_PB12876-RA
OG0007748	LHUM_LH12219-RA	PBAR_PB23317-RA
OG0007749	LHUM_LH11181-RA	PBAR_PB12874-RA
OG0007750	LHUM_LH11189-RA	PBAR_PB12875-RA
OG0007751	LHUM_LH11184-RA	PBAR_PB12881-RA
OG0007752	LHUM_LH11186-RA	PBAR_PB12873-RA
OG0007753	LHUM_LH11185-RA	PBAR_PB12880-RA
OG0007754	LHUM_LH11190-RA	PBAR_PB12877-RA
OG0007755	LHUM_LH12418-RA	PBAR_PB15519-RA
OG0007756	LHUM_LH11687-RA	PBAR_PB15542-RA
OG0007757	LHUM_LH13447-RA	PBAR_PB15524-RA
OG0007758	LHUM_LH11689-RA	PBAR_PB15535-RA
OG0007759	LHUM_LH12419-RA	PBAR_PB15545-RA
OG0007760	LHUM_LH13444-RA	PBAR_pbar_WBSCR16-1
OG0007761	LHUM_LH13449-RA	PBAR_PB15526-RA
OG0007762	LHUM_LH16840-RA	PBAR_PB12314-RA
OG0007763	LHUM_LH12542-RA	PBAR_PB14936-RA
OG0007764	LHUM_LH16841-RA	PBAR_PB14934-RA
OG0007765	LHUM_LH16839-RA	PBAR_PB12317-RA
OG0007766	LHUM_LH16842-RA	PBAR_PB12319-RA
OG0007767	LHUM_LH16829-RA	PBAR_PB14939-RA
OG0007768	LHUM_LH16834-RA	PBAR_PB12308-RA
OG0007769	LHUM_LH24490-RA	PBAR_PB12310-RA
OG0007770	LHUM_LH16831-RA	PBAR_PB12312-RA
OG0007771	LHUM_LH16848-RA	PBAR_PB12329-RA
OG0007772	LHUM_LH16836-RA	PBAR_PB12327-RA
OG0007773	LHUM_LH16846-RA	PBAR_PB12328-RA
OG0007774	LHUM_LH16850-RA	PBAR_PB12334-RA
OG0007775	LHUM_LH16859-RA	PBAR_PB12344-RA
OG0007776	LHUM_LH17008-RA	PBAR_PB12335-RA
OG0007777	LHUM_LH16856-RA	PBAR_PB12339-RA
OG0007778	LHUM_LH16845-RA	PBAR_PB12330-RA
OG0007779	LHUM_LH16849-RA	PBAR_PB12331-RA
OG0007780	LHUM_LH17009-RA	PBAR_Pbar_Asator-1
OG0007781	LHUM_LH17028-RA	PBAR_PB12346-RA
OG0007782	LHUM_LH16807-RA	PBAR_PB14943-RA
OG0007783	LHUM_LH17023-RA	PBAR_PB12347-RA
OG0007784	LHUM_LH17021-RA	PBAR_PB12337-RA
OG0007785	LHUM_LH17012-RA	PBAR_PB12340-RA
OG0007786	LHUM_LH18445-RA	PBAR_PB12320-RA
OG0007787	LHUM_LH18430-RA	PBAR_PB12315-RA
OG0007788	LHUM_LH18440-RA	PBAR_PB12307-RA
OG0007789	LHUM_LH16814-RA	PBAR_PB14942-RA
OG0007790	LHUM_LH16810-RA	PBAR_PB14938-RA
OG0007791	LHUM_LH18431-RA	PBAR_PB12316-RA
OG0007792	LHUM_LH16806-RA	PBAR_PB14946-RA
OG0007793	LHUM_LH16993-RA	PBAR_PB11477-RA
OG0007794	LHUM_LH16990-RA	PBAR_PB11475-RA
OG0007795	LHUM_LH17003-RA	PBAR_PB11458-RA
OG0007796	LHUM_LH16998-RA	PBAR_PB11467-RA
OG0007797	LHUM_LH17000-RA	PBAR_pbar_otu-1
OG0007798	LHUM_LH16999-RA	PBAR_PB11470-RA
OG0007799	LHUM_LH24505-RA	PBAR_PB11446-RA
OG0007800	LHUM_LH24476-RA	PBAR_PB11451-RA
OG0007801	LHUM_LH18618-RA	PBAR_PB11455-RA
OG0007802	LHUM_LH24480-RA	PBAR_PB11445-RA
OG0007803	LHUM_LH18434-RA	PBAR_PB11459-RA
OG0007804	LHUM_LH10107-RA	PBAR_PB11442-RA
OG0007805	LHUM_LH18439-RA	PBAR_PB11466-RA
OG0007806	LHUM_LH18613-RA	PBAR_pbar_RpL37-1
OG0007807	LHUM_LH24493-RA	PBAR_PB11452-RA
OG0007808	LHUM_LH18615-RA	PBAR_PB11463-RA
OG0007809	LHUM_LH24482-RA	PBAR_Pbar_Cox5b_like-1
OG0007810	LHUM_LH16987-RA	PBAR_PB11448-RA
OG0007811	LHUM_LH24487-RA	PBAR_PB11444-RA
