Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0008014	ACEP_00008645-RA	LHUM_13542-RA	PBAR_16760-RA
OG0008015	ACEP_00008647-RA	LHUM_13541-RA	PBAR_16763-RA
OG0008016	ACEP_00008634-RA	LHUM_23020-RA	PBAR_16754-RA
OG0008017	ACEP_00008633-RA	LHUM_24417-RA	PBAR_16753-RA
OG0008018	ACEP_00008632-RA	LHUM_24424-RA	PBAR_16757-RA
OG0008019	ACEP_00008631-RA	LHUM_24408-RA	PBAR_16744-RA
OG0008020	ACEP_00008637-RA	LHUM_23011-RA	PBAR_ar_Ndufa12_like-1
OG0008021	ACEP_00008638-RA	LHUM_23018-RA	PBAR_16751-RA
OG0008022	ACEP_00008624-RA	LHUM_23007-RA	PBAR_16730-RA
OG0008023	ACEP_00008622-RA	LHUM_23005-RA	PBAR_16733-RA
OG0008024	ACEP_00008613-RA	LHUM_21547-RA	PBAR_16720-RA
OG0008025	ACEP_00008612-RA	LHUM_21546-RA	PBAR_16722-RA
OG0008026	ACEP_00008611-RA	LHUM_21545-RA	PBAR_16718-RA
OG0008027	ACEP_00008616-RA	LHUM_24370-RA	PBAR_16726-RA
OG0008028	ACEP_00008615-RA	LHUM_24372-RA	PBAR_16727-RA
OG0008029	ACEP_00008614-RA	LHUM_24376-RA	PBAR_16721-RA
OG0008030	ACEP_00008617-RA	LHUM_24380-RA	PBAR_10608-RA
OG0008031	ACEP_00008618-RA	LHUM_24374-RA	PBAR_16725-RA
OG0008032	ACEP_00008619-RA	LHUM_19936-RA	PBAR_16731-RA
OG0008033	ACEP_00008620-RA	LHUM_19938-RA	PBAR_ar_Atp5d_like-1
OG0008034	ACEP_00008608-RA	LHUM_21553-RA	PBAR_16719-RA
OG0008035	ACEP_00008605-RA	LHUM_21557-RA	PBAR_16709-RA
OG0008036	ACEP_00008600-RA	LHUM_21551-RA	PBAR_16713-RA
OG0008037	ACEP_00008602-RA	LHUM_21554-RA	PBAR_16707-RB
OG0008038	ACEP_00008599-RA	LHUM_21559-RA	PBAR_16708-RA
OG0008039	ACEP_00008604-RA	LHUM_21558-RA	PBAR_16711-RA
OG0008040	ACEP_00008606-RA	LHUM_21550-RA	PBAR_16728-RA
OG0008041	ACEP_00008590-RA	LHUM_21445-RA	PBAR_16702-RA
OG0008042	ACEP_00008588-RA	LHUM_21444-RA	PBAR_16701-RA
OG0008043	ACEP_00008594-RA	LHUM_21448-RA	PBAR_16706-RA
OG0008044	ACEP_00008595-RA	LHUM_21564-RA	PBAR_16698-RA
OG0008045	ACEP_00008593-RA	LHUM_21443-RA	PBAR_16697-RA
OG0008046	ACEP_00008597-RA	LHUM_21562-RA	PBAR_16714-RA
OG0008047	ACEP_00008591-RA	LHUM_21447-RA	PBAR_16703-RA
OG0008048	ACEP_00008584-RA	LHUM_13742-RA	PBAR_18540-RA
OG0008049	ACEP_00008585-RA	LHUM_13745-RA	PBAR_18539-RA
OG0008050	ACEP_00008583-RA	LHUM_13743-RA	PBAR_18541-RA
OG0008051	ACEP_00008578-RA	LHUM_13729-RA	PBAR_18554-RA
OG0008052	ACEP_00008570-RA	LHUM_13724-RA	PBAR_18550-RA
OG0008053	ACEP_00008576-RA	LHUM_13725-RA	PBAR_18557-RA
OG0008054	ACEP_00008574-RA	LHUM_13732-RA	PBAR_18549-RA
OG0008055	ACEP_00008567-RA	LHUM_13722-RA	PBAR_18552-RA
OG0008056	ACEP_00008571-RA	LHUM_13733-RA	PBAR_18546-RA
OG0008057	ACEP_00008568-RA	LHUM_13737-RA	PBAR_18556-RA
OG0008058	ACEP_00008565-RA	LHUM_13726-RA	PBAR_18553-RA
OG0008059	ACEP_00008566-RA	LHUM_13727-RA	PBAR_18558-RA
OG0008060	ACEP_00008573-RA	LHUM_18988-RA	PBAR_13367-RA
OG0008061	ACEP_00008569-RA	LHUM_13738-RA	PBAR_18559-RA
OG0008062	ACEP_00008577-RA	LHUM_13731-RA	PBAR_18547-RA
OG0008063	ACEP_00008563-RA	LHUM_13720-RA	PBAR_18562-RA
OG0008064	ACEP_00008564-RA	LHUM_13719-RA	PBAR_18555-RA
OG0008065	ACEP_00008558-RA	LHUM_13718-RA	PBAR_18561-RA
OG0008066	ACEP_00008560-RA	LHUM_13716-RA	PBAR_18560-RA
OG0008067	ACEP_00008562-RA	LHUM_13721-RA	PBAR_18563-RA
OG0008068	ACEP_00008550-RA	LHUM_13177-RA	PBAR_13119-RA
OG0008069	ACEP_00008548-RA	LHUM_13176-RA	PBAR_10298-RA
OG0008070	ACEP_00008542-RA	LHUM_13165-RA	PBAR_10296-RA
OG0008071	ACEP_00008546-RA	LHUM_13174-RA	PBAR_10297-RA
OG0008072	ACEP_00008541-RA	LHUM_13168-RA	PBAR_23943-RA
OG0008073	ACEP_00008538-RA	LHUM_13173-RA	PBAR_23945-RA
OG0008074	ACEP_00008535-RA	LHUM_25164-RA	PBAR_23932-RA
OG0008075	ACEP_00008537-RA	LHUM_13166-RA	PBAR_23942-RA
OG0008076	ACEP_00008534-RA	LHUM_25163-RA	PBAR_23933-RA
OG0008077	ACEP_00008536-RA	LHUM_25167-RA	PBAR_23931-RA
OG0008078	ACEP_00008531-RA	LHUM_25166-RA	PBAR_23938-RA
OG0008079	ACEP_00008530-RA	LHUM_25162-RA	PBAR_23935-RA
OG0008080	ACEP_00008532-RA	LHUM_25161-RA	PBAR_23940-RA
OG0008081	ACEP_00008529-RA	LHUM_25160-RA	PBAR_23934-RA
OG0008082	ACEP_00008526-RA	LHUM_25156-RA	PBAR_10983-RA
OG0008083	ACEP_00008525-RA	LHUM_25158-RA	PBAR_10986-RA
OG0008084	ACEP_00008527-RA	LHUM_25157-RA	PBAR_10985-RA
OG0008085	ACEP_00008523-RA	LHUM_25154-RA	PBAR_10976-RA
OG0008086	ACEP_00008524-RA	LHUM_25155-RA	PBAR_10982-RA
OG0008087	ACEP_00008522-RA	LHUM_25153-RA	PBAR_11502-RA
OG0008088	ACEP_00008515-RA	LHUM_25147-RA	PBAR_ar_star-1
OG0008089	ACEP_00008521-RA	LHUM_25150-RA	PBAR_11504-RA
OG0008090	ACEP_00008511-RA	LHUM_25145-RA	PBAR_22310-RA
OG0008091	ACEP_00008508-RA	LHUM_25135-RA	PBAR_22304-RA
OG0008092	ACEP_00008502-RA	LHUM_25131-RA	PBAR_22302-RA
OG0008093	ACEP_00008510-RA	LHUM_25136-RA	PBAR_22305-RA
OG0008094	ACEP_00008504-RA	LHUM_25134-RA	PBAR_22306-RA
OG0008095	ACEP_00008506-RA	LHUM_25138-RA	PBAR_22309-RA
OG0008096	ACEP_00008512-RA	LHUM_25132-RA	PBAR_10656-RA
OG0008097	ACEP_00008513-RA	LHUM_25151-RA	PBAR_11505-RA
OG0008098	ACEP_00016437-RA	LHUM_15971-RA	PBAR_20764-RA
OG0008099	ACEP_00016375-RA	LHUM_21955-RA	PBAR_20051-RA
OG0008100	ACEP_00013501-RA	LHUM_19666-RA	PBAR_10854-RA
OG0008101	ACEP_00018058-RA	LHUM_25778-RA	PBAR_26290-RA
OG0008102	ACEP_00018050-RA	LHUM_25793-RA	PBAR_10862-RA
OG0008103	ACEP_00018057-RA	LHUM_25776-RA	PBAR_26289-RA
OG0008104	ACEP_00018056-RA	LHUM_25775-RA	PBAR_10863-RA
OG0008105	ACEP_00013498-RA	LHUM_19667-RA	PBAR_10855-RA
OG0008106	ACEP_00018055-RA	LHUM_25791-RA	PBAR_26288-RA
OG0008107	ACEP_00013499-RA	LHUM_19668-RA	PBAR_10858-RA
OG0008108	ACEP_00013497-RA	LHUM_19670-RA	PBAR_10860-RA
OG0008109	ACEP_00018061-RA	LHUM_19674-RA	PBAR_26285-RA
OG0008110	ACEP_00013494-RA	LHUM_19675-RA	PBAR_10112-RA
OG0008111	ACEP_00013496-RA	LHUM_19676-RA	PBAR_10111-RA
OG0008112	ACEP_00013495-RA	LHUM_19677-RA	PBAR_10113-RA
OG0008113	ACEP_00013489-RA	LHUM_19680-RA	PBAR_23244-RA
OG0008114	ACEP_00013490-RA	LHUM_19678-RA	PBAR_23245-RA
OG0008115	ACEP_00013475-RA	LHUM_24822-RA	PBAR_25714-RA
OG0008116	ACEP_00013476-RA	LHUM_19697-RA	PBAR_23227-RA
OG0008117	ACEP_00013477-RA	LHUM_19695-RA	PBAR_23232-RA
OG0008118	ACEP_00013478-RA	LHUM_19689-RA	PBAR_23231-RA
OG0008119	ACEP_00013468-RA	LHUM_24818-RA	PBAR_25735-RA
OG0008120	ACEP_00013470-RA	LHUM_24810-RA	PBAR_25722-RA
OG0008121	ACEP_00013469-RA	LHUM_24805-RA	PBAR_25723-RA
OG0008122	ACEP_00013471-RA	LHUM_24804-RA	PBAR_25721-RA
OG0008123	ACEP_00013459-RA	LHUM_24813-RA	PBAR_16452-RA
OG0008124	ACEP_00013460-RA	LHUM_24812-RA	PBAR_ar_RpS29-1
OG0008125	ACEP_00013463-RA	LHUM_24815-RA	PBAR_16454-RA
OG0008126	ACEP_00013458-RA	LHUM_24803-RA	PBAR_16459-RA
OG0008127	ACEP_00013457-RA	LHUM_24809-RA	PBAR_16465-RA
OG0008128	ACEP_00013466-RA	LHUM_24814-RA	PBAR_25728-RA
OG0008129	ACEP_00013465-RA	LHUM_24806-RA	PBAR_25745-RA
OG0008130	ACEP_00013456-RA	LHUM_24816-RA	PBAR_16453-RA
OG0008131	ACEP_00013461-RA	LHUM_24800-RA	PBAR_16463-RA
OG0008132	ACEP_00013464-RA	LHUM_24817-RA	PBAR_25734-RA
OG0008133	ACEP_00013467-RA	LHUM_24802-RA	PBAR_ar_gry-RA
OG0008134	ACEP_00013455-RA	LHUM_24795-RA	PBAR_10887-RA
OG0008135	ACEP_00013454-RA	LHUM_24798-RA	PBAR_10888-RA
OG0008136	ACEP_00013453-RA	LHUM_24796-RA	PBAR_10886-RA
OG0008137	ACEP_00013452-RA	LHUM_24797-RA	PBAR_10889-RA
OG0008138	ACEP_00013449-RA	LHUM_24792-RA	PBAR_10892-RA
OG0008139	ACEP_00013448-RA	LHUM_24793-RA	PBAR_10893-RA
OG0008140	ACEP_00013446-RA	LHUM_24790-RA	PBAR_14157-RA
OG0008141	ACEP_00013440-RA	LHUM_24787-RA	PBAR_ar-slp2-like-1
OG0008142	ACEP_00013441-RA	LHUM_24789-RA	PBAR_14156-RA
OG0008143	ACEP_00016738-RA	LHUM_21871-RA	PBAR_ar_Traf6-RA
OG0008144	ACEP_00016722-RA	LHUM_18681-RA	PBAR_23837-RA
OG0008145	ACEP_00016427-RA	LHUM_18972-RA	PBAR_13679-RA
OG0008146	ACEP_00015637-RA	LHUM_12767-RA	PBAR_20894-RA
OG0008147	ACEP_00015636-RA	LHUM_12772-RA	PBAR_20882-RA
OG0008148	ACEP_00015639-RA	LHUM_12773-RA	PBAR_20886-RA
OG0008149	ACEP_00015638-RA	LHUM_12769-RA	PBAR_20902-RA
OG0008150	ACEP_00015635-RA	LHUM_11193-RA	PBAR_17184-RA
OG0008151	ACEP_00015633-RA	LHUM_11192-RA	PBAR_17186-RA
OG0008152	ACEP_00015629-RA	LHUM_16985-RA	PBAR_17183-RA
OG0008153	ACEP_00015618-RA	LHUM_16969-RA	PBAR_15917-RA
OG0008154	ACEP_00016288-RA	LHUM_20253-RA	PBAR_21271-RA
OG0008155	ACEP_00016284-RA	LHUM_20258-RA	PBAR_21275-RA
OG0008156	ACEP_00016283-RA	LHUM_20261-RA	PBAR_21280-RA
OG0008157	ACEP_00016281-RA	LHUM_20256-RA	PBAR_21273-RA
OG0008158	ACEP_00016277-RA	LHUM_21779-RA	PBAR_21293-RA
OG0008159	ACEP_00016273-RA	LHUM_21777-RA	PBAR_21292-RA
OG0008160	ACEP_00016275-RA	LHUM_21784-RA	PBAR_21296-RA
OG0008161	ACEP_00016279-RA	LHUM_21771-RA	PBAR_21286-RA
OG0008162	ACEP_00016280-RA	LHUM_21775-RA	PBAR_21291-RA
OG0008163	ACEP_00016699-RA	LHUM_21003-RA	PBAR_17842-RA
OG0008164	ACEP_00016688-RA	LHUM_18171-RA	PBAR_10149-RA
OG0008165	ACEP_00002190-RA	LHUM_11454-RA	PBAR_ar_dredd-RC
OG0008166	ACEP_00002183-RA	LHUM_14176-RA	PBAR_15069-RA
OG0008167	ACEP_00002186-RA	LHUM_11468-RA	PBAR_18441-RA
OG0008168	ACEP_00002185-RA	LHUM_19181-RA	PBAR_18430-RA
OG0008169	ACEP_00002181-RA	LHUM_14166-RA	PBAR_15071-RA
OG0008170	ACEP_00002188-RA	LHUM_11467-RA	PBAR_ar_trafficjam-1
OG0008171	ACEP_00002175-RA	LHUM_19347-RA	PBAR_10223-RA
OG0008172	ACEP_00002172-RA	LHUM_19346-RA	PBAR_24538-RA
OG0008173	ACEP_00002173-RA	LHUM_19351-RA	PBAR_10222-RA
OG0008174	ACEP_00002174-RA	LHUM_19348-RA	PBAR_10221-RA
OG0008175	ACEP_00002178-RA	LHUM_14121-RA	PBAR_15082-RA
OG0008176	ACEP_00002180-RA	LHUM_14168-RA	PBAR_23790-RA
OG0008177	ACEP_00002166-RA	LHUM_19715-RA	PBAR_20941-RA
OG0008178	ACEP_00002161-RA	LHUM_19718-RA	PBAR_20939-RA
OG0008179	ACEP_00002159-RA	LHUM_20805-RA	PBAR_24541-RA
OG0008180	ACEP_00002164-RA	LHUM_19710-RA	PBAR_20935-RA
OG0008181	ACEP_00002167-RA	LHUM_19716-RA	PBAR_ar_RpL12-1
OG0008182	ACEP_00002162-RA	LHUM_19721-RA	PBAR_20931-RA
OG0008183	ACEP_00002158-RA	LHUM_20809-RA	PBAR_24549-RA
OG0008184	ACEP_00002160-RA	LHUM_19711-RA	PBAR_20924-RA
OG0008185	ACEP_00002163-RA	LHUM_19709-RA	PBAR_ar_RpLP1-1
OG0008186	ACEP_00002168-RA	LHUM_19712-RA	PBAR_20940-RA
OG0008187	ACEP_00002171-RA	LHUM_19352-RA	PBAR_24544-RA
OG0008188	ACEP_00002151-RA	LHUM_14115-RA	PBAR_10227-RA
OG0008189	ACEP_00002145-RA	LHUM_19708-RA	PBAR_ar_Ndufs6_like-1
OG0008190	ACEP_00002141-RA	LHUM_14171-RA	PBAR_24550-RA
OG0008191	ACEP_00002142-RA	LHUM_19344-RA	maker-pbar_scf7180000350332-augustus-gene-1.6-mRNA-1
OG0008192	ACEP_00002140-RA	LHUM_18820-RA	PBAR_11636-RA
OG0008193	ACEP_00002144-RA	LHUM_19720-RA	PBAR_20928-RA
OG0008194	ACEP_00002149-RA	LHUM_24697-RA	PBAR_15089-RA
OG0008195	ACEP_00002147-RA	LHUM_24698-RA	PBAR_15092-RA
OG0008196	ACEP_00002146-RA	LHUM_24691-RA	PBAR_15083-RA
OG0008197	ACEP_00002134-RA	LHUM_18808-RA	PBAR_11651-RA
OG0008198	ACEP_00002135-RA	LHUM_19353-RA	maker-pbar_scf7180000350332-augustus-gene-3.15-mRNA-1
OG0008199	ACEP_00002133-RA	LHUM_18801-RA	PBAR_11641-RA
OG0008200	ACEP_00002132-RA	LHUM_18814-RA	PBAR_11657-RA
OG0008201	ACEP_00002127-RA	LHUM_18811-RA	PBAR_11627-RA
OG0008202	ACEP_00002125-RA	LHUM_18810-RA	PBAR_11640-RA
OG0008203	ACEP_00002129-RA	LHUM_18797-RA	PBAR_11642-RA
OG0008204	ACEP_00002131-RA	LHUM_18799-RA	PBAR_11655-RA
OG0008205	ACEP_00002139-RA	LHUM_18819-RA	PBAR_11635-RA
OG0008206	ACEP_00002137-RA	LHUM_19355-RA	PBAR_22397-RA
OG0008207	ACEP_00002136-RA	LHUM_19354-RA	maker-pbar_scf7180000350332-augustus-gene-3.14-mRNA-1
OG0008208	ACEP_00002124-RA	LHUM_18813-RA	PBAR_11646-RA
OG0008209	ACEP_00002114-RA	LHUM_18823-RA	PBAR_12611-RA
OG0008210	ACEP_00002120-RA	LHUM_18812-RA	PBAR_11647-RA
OG0008211	ACEP_00002123-RA	LHUM_18821-RA	PBAR_11643-RA
OG0008212	ACEP_00002122-RA	LHUM_18816-RA	PBAR_11652-RA
OG0008213	ACEP_00002119-RA	LHUM_18817-RA	PBAR_11650-RA
OG0008214	ACEP_00002113-RA	LHUM_18830-RA	PBAR_12624-RA
OG0008215	ACEP_00002116-RA	LHUM_18828-RA	PBAR_12615-RA
OG0008216	ACEP_00002100-RA	LHUM_16226-RA	PBAR_12550-RA
OG0008217	ACEP_00002099-RA	LHUM_18779-RA	PBAR_12596-RA
OG0008218	ACEP_00017047-RA	LHUM_16222-RA	PBAR_26366-RA
OG0008219	ACEP_00002102-RA	LHUM_18919-RA	PBAR_14170-RA
OG0008220	ACEP_00002107-RA	LHUM_16215-RA	PBAR_15485-RA
OG0008221	ACEP_00002110-RA	LHUM_18822-RA	PBAR_13121-RA
OG0008222	ACEP_00002106-RA	LHUM_16245-RA	PBAR_15481-RA
OG0008223	ACEP_00002101-RA	LHUM_18918-RA	PBAR_14166-RA
OG0008224	ACEP_00002104-RA	LHUM_16246-RA	PBAR_ar_RpSA-1
OG0008225	ACEP_00002092-RA	LHUM_18777-RA	PBAR_12595-RA
OG0008226	ACEP_00002095-RA	LHUM_18787-RA	PBAR_12602-RA
OG0008227	ACEP_00002093-RA	LHUM_18773-RA	PBAR_12591-RA
OG0008228	ACEP_00002089-RA	LHUM_14891-RA	PBAR_14244-RA
OG0008229	ACEP_00002091-RA	LHUM_18805-RA	PBAR_12601-RA
OG0008230	ACEP_00002094-RA	LHUM_18786-RA	PBAR_ar_Rpn3-1
OG0008231	ACEP_00002088-RA	LHUM_14896-RA	PBAR_14249-RA
OG0008232	ACEP_00002096-RA	LHUM_18775-RA	PBAR_12593-RA
OG0008233	ACEP_00002083-RA	LHUM_18798-RA	PBAR_ar_Pink-1
OG0008234	ACEP_00002076-RA	LHUM_14902-RA	PBAR_16317-RA
OG0008235	ACEP_00002084-RA	LHUM_18807-RA	PBAR_12605-RA
OG0008236	ACEP_00002074-RA	LHUM_14913-RA	PBAR_14251-RA
OG0008237	ACEP_00002085-RA	LHUM_14897-RA	PBAR_25639-RA
OG0008238	ACEP_00002066-RA	LHUM_14895-RA	PBAR_14255-RA
OG0008239	ACEP_00002070-RA	LHUM_14916-RA	PBAR_11726-RA
OG0008240	ACEP_00002069-RA	LHUM_14901-RA	PBAR_11731-RA
OG0008241	ACEP_00002072-RA	LHUM_14905-RA	PBAR_11733-RA
OG0008242	ACEP_00002071-RA	LHUM_14912-RA	PBAR_11725-RA
OG0008243	ACEP_00002062-RA	LHUM_16227-RA	PBAR_12560-RA
OG0008244	ACEP_00002053-RA	LHUM_19245-RA	PBAR_18412-RA
OG0008245	ACEP_00002060-RA	LHUM_23899-RA	maker-pbar_scf7180000350332-snap-gene-1.13-mRNA-1
OG0008246	ACEP_00002055-RA	LHUM_10617-RA	PBAR_24163-RA
OG0008247	ACEP_00002059-RA	LHUM_11463-RA	PBAR_24144-RA
OG0008248	ACEP_00002061-RA	LHUM_11465-RA	PBAR_14750-RA
OG0008249	ACEP_00002065-RA	LHUM_14893-RA	PBAR_14248-RA
OG0008250	ACEP_00002049-RA	LHUM_19948-RA	PBAR_18427-RA
OG0008251	ACEP_00002044-RA	LHUM_19165-RA	PBAR_ar_Emb-like-1
OG0008252	ACEP_00002042-RA	LHUM_13830-RA	PBAR_ar_Cht5-1
OG0008253	ACEP_00002045-RA	LHUM_19022-RA	PBAR_18422-RA
OG0008254	ACEP_00002043-RA	LHUM_13829-RA	PBAR_15706-RA
OG0008255	ACEP_00002052-RA	LHUM_19242-RA	PBAR_18408-RA
OG0008256	ACEP_00002051-RA	LHUM_19247-RA	PBAR_18428-RA
OG0008257	ACEP_00002037-RA	LHUM_13818-RA	PBAR_15692-RA
OG0008258	ACEP_00002040-RA	LHUM_13817-RA	PBAR_15693-RA
OG0008259	ACEP_00002039-RA	LHUM_25857-RA	PBAR_26897-RA
OG0008260	ACEP_00002033-RA	LHUM_um_mastermind-RA	PBAR_ar_mastermind-half1-RA
OG0008261	ACEP_00002018-RA	LHUM_19965-RA	PBAR_14318-RA
OG0008262	ACEP_00002021-RA	LHUM_19952-RA	PBAR_14322-RA
OG0008263	ACEP_00002025-RA	LHUM_19957-RA	PBAR_11376-RA
OG0008264	ACEP_00002020-RA	LHUM_19964-RA	PBAR_14320-RA
OG0008265	ACEP_00002027-RA	LHUM_19956-RA	PBAR_11377-RA
OG0008266	ACEP_00002029-RA	LHUM_18927-RA	PBAR_11373-RA
OG0008267	ACEP_00002014-RA	LHUM_19963-RA	PBAR_14319-RA
OG0008268	ACEP_00002011-RA	LHUM_19968-RA	PBAR_14315-RA
OG0008269	ACEP_00002008-RA	LHUM_19967-RA	PBAR_14313-RA
OG0008270	ACEP_00002006-RA	LHUM_19229-RA	PBAR_14209-RA
OG0008271	ACEP_00002010-RA	LHUM_19971-RA	PBAR_14317-RA
OG0008272	ACEP_00002009-RA	LHUM_19970-RA	PBAR_14314-RA
OG0008273	ACEP_00002007-RA	LHUM_19972-RA	PBAR_14307-RA
OG0008274	ACEP_00001999-RA	LHUM_19205-RA	PBAR_15714-RA
OG0008275	ACEP_00002000-RA	LHUM_19201-RA	PBAR_15715-RA
OG0008276	ACEP_00001997-RA	LHUM_19193-RA	PBAR_15720-RA
OG0008277	ACEP_00001994-RA	LHUM_19200-RA, LHUM_23077-RA	
OG0008278	ACEP_00001998-RA	LHUM_19204-RA	PBAR_15712-RA
OG0008279	ACEP_00001995-RA	LHUM_19197-RA	PBAR_15717-RA
OG0008280	ACEP_00001996-RA	LHUM_19194-RA	PBAR_15719-RA
OG0008281	ACEP_00002004-RA	LHUM_19195-RA	PBAR_15718-RA
OG0008282	ACEP_00002002-RA	LHUM_19203-RA	PBAR_15713-RA
OG0008283	ACEP_00001980-RA	LHUM_19208-RA	PBAR_15705-RA
OG0008284	ACEP_00001990-RA	LHUM_19220-RA	PBAR_15707-RA
OG0008285	ACEP_00001985-RA	LHUM_19219-RA	PBAR_15708-RA
OG0008286	ACEP_00001982-RA	LHUM_19215-RA	PBAR_15710-RA
OG0008287	ACEP_00001989-RA	LHUM_19209-RA	PBAR_15702-RA
OG0008288	ACEP_00001977-RA	LHUM_19218-RA	PBAR_18425-RA
OG0008289	ACEP_00001984-RA	LHUM_19192-RA	PBAR_15700-RA
OG0008290	ACEP_00001971-RA	LHUM_19236-RA	PBAR_18451-RA
OG0008291	ACEP_00001973-RA	LHUM_19217-RA	PBAR_18438-RA
OG0008292	ACEP_00001970-RA	LHUM_19239-RA	PBAR_18454-RA
OG0008293	ACEP_00001969-RA	LHUM_19238-RA	PBAR_18453-RA
OG0008294	ACEP_00001972-RA	LHUM_19212-RA	PBAR_18448-RA
OG0008295	ACEP_00001964-RA	LHUM_25243-RA	PBAR_18450-RA
OG0008296	ACEP_00001959-RA	LHUM_25238-RA	PBAR_18455-RA
OG0008297	ACEP_00001953-RA	LHUM_25248-RA	PBAR_22122-RA
OG0008298	ACEP_00001954-RA	LHUM_25246-RA	PBAR_22126-RA
OG0008299	ACEP_00001955-RA	LHUM_25242-RA	PBAR_22125-RA
OG0008300	ACEP_00001949-RA	LHUM_25247-RA	PBAR_14179-RA
OG0008301	ACEP_00001945-RA	LHUM_25253-RA	PBAR_14189-RA
OG0008302	ACEP_00001944-RA	LHUM_25254-RA	PBAR_14186-RA
OG0008303	ACEP_00001943-RA	LHUM_17445-RA	PBAR_14187-RA
OG0008304	ACEP_00001936-RA	LHUM_um_-Pi3K68D-RA	PBAR_ar_Pi3k68D-RA
OG0008305	ACEP_00001937-RA	LHUM_11437-RA	PBAR_14192-RA
OG0008306	ACEP_00001934-RA	LHUM_11428-RA	PBAR_14196-RA
OG0008307	ACEP_00001931-RA	LHUM_15597-RA	PBAR_14204-RA
OG0008308	ACEP_00001924-RA	LHUM_15596-RA	PBAR_14205-RA
OG0008309	ACEP_00001918-RA	LHUM_15588-RA	PBAR_14213-RA
OG0008310	ACEP_00001919-RA	LHUM_15589-RA	PBAR_14214-RA
OG0008311	ACEP_00001914-RA	LHUM_15585-RA	PBAR_14216-RA
OG0008312	ACEP_00001913-RA	LHUM_15578-RA	PBAR_14211-RA
OG0008313	ACEP_00001909-RA	LHUM_15571-RA	PBAR_18437-RA
OG0008314	ACEP_00001911-RA	LHUM_15577-RA	PBAR_18421-RA
OG0008315	ACEP_00001903-RA	LHUM_15579-RA	PBAR_26504-RA
OG0008316	ACEP_00001900-RA	LHUM_15570-RA	PBAR_22046-RA
OG0008317	ACEP_00001906-RA	LHUM_15574-RA	PBAR_26506-RA
OG0008318	ACEP_00001907-RA	LHUM_15582-RA	PBAR_14749-RA
OG0008319	ACEP_00001901-RA	LHUM_15580-RA	PBAR_22050-RA
OG0008320	ACEP_00017054-RA	LHUM_25551-RA	PBAR_26503-RA
OG0008321	ACEP_00001908-RA	LHUM_15581-RA	PBAR_14748-RA
OG0008322	ACEP_00001898-RA	LHUM_15566-RA	PBAR_22041-RA
OG0008323	ACEP_00001892-RA	LHUM_15559-RA	PBAR_25458-RA
OG0008324	ACEP_00001895-RA	LHUM_15561-RA	PBAR_10204-RA
OG0008325	ACEP_00001893-RA	LHUM_15563-RA	PBAR_25456-RA
OG0008326	ACEP_00001897-RA	LHUM_15567-RA	PBAR_22042-RA
OG0008327	ACEP_00001886-RA	LHUM_15552-RA	PBAR_25462-RA
OG0008328	ACEP_00001885-RA	LHUM_15553-RA	PBAR_ar_RpL24-like-1
OG0008329	ACEP_00001884-RA	LHUM_15555-RA	PBAR_25465-RA
OG0008330	ACEP_00001882-RA	LHUM_15556-RA	PBAR_25464-RA
OG0008331	ACEP_00001878-RA	LHUM_um_SP49c-RA	PBAR_25463-RA
OG0008332	ACEP_00001883-RA	LHUM_15554-RA	PBAR_25466-RA
OG0008333	ACEP_00001881-RA	LHUM_15557-RA	PBAR_25467-RA
OG0008334	ACEP_00001880-RA	LHUM_15547-RA	PBAR_25471-RA
OG0008335	ACEP_00001871-RA, ACEP_00001872-RA		PBAR_25475-RA
OG0008336	ACEP_00001870-RA	LHUM_15545-RA	PBAR_25477-RA
OG0008337	ACEP_00001868-RA	LHUM_15543-RA	PBAR_25479-RA
OG0008338	ACEP_00001866-RA	LHUM_15544-RA	PBAR_25480-RA
OG0008339	ACEP_00001861-RA	LHUM_15540-RA	PBAR_25482-RA
OG0008340	ACEP_00001860-RA	LHUM_15536-RA	PBAR_25486-RA
OG0008341	ACEP_00001858-RA	LHUM_15538-RA	PBAR_25487-RA
OG0008342	ACEP_00001859-RA	LHUM_15537-RA	PBAR_25485-RA
OG0008343	ACEP_00001862-RA	LHUM_15541-RA	PBAR_25483-RA
OG0008344	ACEP_00001856-RA	LHUM_15539-RA	PBAR_25484-RA
OG0008345	ACEP_00001847-RA	LHUM_15530-RA	PBAR_25490-RA
OG0008346	ACEP_00001850-RA	LHUM_15528-RA	PBAR_25503-RA
OG0008347	ACEP_00001845-RA	LHUM_15532-RA	PBAR_25492-RA
OG0008348	ACEP_00001848-RA	LHUM_15518-RA	PBAR_25498-RA
OG0008349	ACEP_00001846-RA	LHUM_15531-RA	PBAR_ar_Ilp1-RB
OG0008350	ACEP_00001852-RA	LHUM_15520-RA	PBAR_25499-RA
OG0008351	ACEP_00001853-RA	LHUM_15527-RA	PBAR_25504-RA
OG0008352	ACEP_00001838-RA	LHUM_15512-RA	PBAR_25506-RA
OG0008353	ACEP_00001839-RA	LHUM_15514-RA	PBAR_25491-RA
OG0008354	ACEP_00001825-RA	LHUM_15504-RA	PBAR_25515-RA
OG0008355	ACEP_00001828-RA	LHUM_15503-RA	PBAR_25521-RA
OG0008356	ACEP_00001824-RA	LHUM_15501-RA	PBAR_25522-RA
