Orthogroup	pbar_annotation	acep_annotation
OG0009206	PBAR_25207-RA	ACEP_00011273-RA
OG0009207	PBAR_25206-RA	ACEP_00011271-RA
OG0009208	PBAR_25205-RA	ACEP_00011268-RA
OG0009209	PBAR_25203-RA	ACEP_00011266-RA
OG0009210	PBAR_25204-RA	ACEP_00011267-RA
OG0009211	PBAR_25189-RA	ACEP_00011261-RA
OG0009212	PBAR_25192-RA	ACEP_00011262-RA
OG0009213	PBAR_25194-RA	ACEP_00011263-RA
OG0009214	PBAR_25193-RA	ACEP_00011264-RA
OG0009215	PBAR_25190-RA	ACEP_00011260-RA
OG0009216	PBAR_25183-RA	ACEP_00011254-RA
OG0009217	PBAR_25185-RA	ACEP_00011255-RA
OG0009218	PBAR_25179-RA	ACEP_00011251-RA
OG0009219	PBAR_25181-RA	ACEP_00011252-RA
OG0009220	PBAR_13514-RA	ACEP_00011246-RA
OG0009221	PBAR_25175-RA	ACEP_00017828-RA
OG0009222	PBAR_25173-RA	ACEP_00011249-RA
OG0009223	PBAR_ar_Rheb-1	ACEP_00011248-RA
OG0009224	PBAR_25172-RA	ACEP_00011250-RA
OG0009225	PBAR_16997-RA	ACEP_00011243-RA
OG0009226	PBAR_13508-RA	ACEP_00011244-RA
OG0009227	PBAR_17683-RA	ACEP_00011238-RA
OG0009228	PBAR_11248-RA	ACEP_00011237-RA
OG0009229	PBAR_12374-RA	ACEP_00016622-RA
OG0009230	PBAR_10248-RA	ACEP_00016623-RA
OG0009231	PBAR_23913-RA	ACEP_00016453-RA
OG0009232	PBAR_17074-RA	ACEP_00016900-RA
OG0009233	PBAR_10095-RA	ACEP_00018224-RA
OG0009234	PBAR_13644-RA	ACEP_00007002-RA
OG0009235	PBAR_13638-RA	ACEP_00007001-RA
OG0009236	PBAR_13634-RA	ACEP_00006996-RA
OG0009237	PBAR_13633-RA	ACEP_00006993-RA
OG0009238	PBAR_13636-RA	ACEP_00006991-RA
OG0009239	PBAR_13635-RA	ACEP_00006995-RA
OG0009240	PBAR_13639-RA	ACEP_00006994-RA
OG0009241	PBAR_13640-RA	ACEP_00006997-RA
OG0009242	PBAR_13632-RA	ACEP_00006989-RA
OG0009243	PBAR_13629-RA	ACEP_00006988-RA
OG0009244	PBAR_13622-RA	ACEP_00006987-RA
OG0009245	PBAR_13630-RA	ACEP_00006986-RA
OG0009246	PBAR_13619-RA	ACEP_00006978-RA
OG0009247	PBAR_13616-RA	ACEP_00006979-RA
OG0009248	PBAR_13617-RA	ACEP_00006980-RA
OG0009249	PBAR_13631-RA	ACEP_00006982-RA
OG0009250	PBAR_13614-RA	ACEP_00006976-RA
OG0009251	PBAR_13609-RA	ACEP_00006970-RA
OG0009252	PBAR_13610-RA	ACEP_00006972-RA
OG0009253	PBAR_26576-RA	ACEP_00006957-RA
OG0009254	PBAR_16084-RA	ACEP_00006962-RA
OG0009255	PBAR_16080-RA	ACEP_00006960-RA
OG0009256	PBAR_26577-RA	ACEP_00006958-RA
OG0009257	PBAR_16082-RA	ACEP_00006959-RA
OG0009258	PBAR_10593-RA	ACEP_00006952-RA
OG0009259	PBAR_16079-RA	ACEP_00017398-RA
OG0009260	PBAR_16075-RA	ACEP_00006949-RA
OG0009261	PBAR_16078-RA	ACEP_00006953-RA
OG0009262	PBAR_16076-RA	ACEP_00006950-RA
OG0009263	PBAR_16083-RA	ACEP_00006954-RA
OG0009264	PBAR_16060-RA	ACEP_00006939-RA
OG0009265	PBAR_16068-RA	ACEP_00006940-RA
OG0009266	PBAR_16056-RA	ACEP_00006935-RA
OG0009267	PBAR_16069-RA	ACEP_00006938-RA
OG0009268	PBAR_16059-RA	ACEP_00006931-RA
OG0009269	PBAR_21865-RA	ACEP_00006924-RA
OG0009270	PBAR_15258-RA	ACEP_00006928-RA
OG0009271	PBAR_15261-RA	ACEP_00006925-RA
OG0009272	PBAR_21866-RA	ACEP_00006919-RA
OG0009273	PBAR_15260-RA	ACEP_00006926-RA
OG0009274	PBAR_15248-RA	ACEP_00006929-RA
OG0009275	PBAR_15252-RA	ACEP_00006927-RA
OG0009276	augustus_masked-pbar_scf7180000350321-abinit-gene-14.52-RA	ACEP_00006914-RA
OG0009277	PBAR_21861-RA	ACEP_00006917-RA
OG0009278	PBAR_ar_wingless-1	ACEP_00006907-RA
OG0009279	PBAR_21857-RA	ACEP_00006909-RA
OG0009280	PBAR_21858-RA	ACEP_00006911-RA
OG0009281	PBAR_21853-RA	ACEP_00006904-RA
OG0009282	PBAR_21852-RA	ACEP_00006896-RA
OG0009283	PBAR_21845-RA	ACEP_00006894-RA
OG0009284	PBAR_21850-RA	ACEP_00006897-RA
OG0009285	PBAR_21851-RA	ACEP_00006895-RA
OG0009286	PBAR_19864-RA	ACEP_00006893-RA
OG0009287	PBAR_19861-RA	ACEP_00006891-RA
OG0009288	PBAR_19862-RA	ACEP_00006892-RA
OG0009289	PBAR_19854-RA	ACEP_00006882-RA
OG0009290	PBAR_19858-RA	ACEP_00006884-RA
OG0009291	PBAR_ar_RpL13A-1	ACEP_00006870-RA
OG0009292	PBAR_19845-RA	ACEP_00006876-RA
OG0009293	PBAR_ar_Gld2-like-1	ACEP_00006873-RA
OG0009294	PBAR_19847-RA	ACEP_00006877-RA
OG0009295	PBAR_19840-RA	ACEP_00006869-RA
OG0009296	PBAR_19843-RA	ACEP_00006868-RA
OG0009297	PBAR_19842-RA	ACEP_00006874-RA
OG0009298	PBAR_19852-RA	ACEP_00006878-RA
OG0009299	PBAR_19849-RA	ACEP_00006866-RA
OG0009300	PBAR_19835-RA	ACEP_00006863-RA
OG0009301	PBAR_19836-RA	ACEP_00006864-RA
OG0009302	PBAR_19838-RA	ACEP_00006865-RA
OG0009303	PBAR_19834-RA	ACEP_00006862-RA
OG0009304	PBAR_19831-RA	ACEP_00006860-RA
OG0009305	PBAR_19828-RA	ACEP_00006856-RA
OG0009306	PBAR_19825-RA	ACEP_00006855-RA
OG0009307	PBAR_19829-RA	ACEP_00006857-RA
OG0009308	PBAR_19827-RA	ACEP_00006859-RA
OG0009309	PBAR_19822-RA	ACEP_00006851-RA
OG0009310	PBAR_19823-RA	ACEP_00006853-RA
OG0009311	PBAR_19826-RA	ACEP_00006854-RA
OG0009312	PBAR_19824-RA	ACEP_00006852-RA
OG0009313	PBAR_16611-RA	ACEP_00006850-RA
OG0009314	PBAR_16609-RA	ACEP_00006846-RA
OG0009315	PBAR_16610-RA	ACEP_00006849-RA
OG0009316	PBAR_10107-RA	ACEP_00006838-RA
OG0009317	PBAR_19791-RA	ACEP_00006835-RA
OG0009318	PBAR_19788-RA	ACEP_00006832-RA
OG0009319	PBAR_19790-RA	ACEP_00006833-RA
OG0009320	PBAR_16197-RA	ACEP_00006828-RA
OG0009321	PBAR_16191-RA	ACEP_00006829-RA
OG0009322	PBAR_16195-RA	ACEP_00006826-RA
OG0009323	PBAR_19769-RA	ACEP_00006830-RA
OG0009324	PBAR_12114-RA	ACEP_00006823-RA
OG0009325	PBAR_23349-RA	ACEP_00006816-RA
OG0009326	PBAR_23354-RA	ACEP_00006815-RA
OG0009327	PBAR_23352-RA	ACEP_00006809-RA
OG0009328	PBAR_23353-RA	ACEP_00006812-RA
OG0009329	PBAR_23350-RA	ACEP_00006817-RA
OG0009330	PBAR_23351-RA	ACEP_00006813-RA
OG0009331	PBAR_23348-RA	ACEP_00006820-RA
OG0009332	PBAR_ar_eag-RA	ACEP_00006821-RA
OG0009333	PBAR_23342-RA	ACEP_00006806-RA
OG0009334	PBAR_10205-RA	ACEP_00006805-RA
OG0009335	PBAR_23343-RA	ACEP_00006803-RA
OG0009336	PBAR_23345-RA	ACEP_00006804-RA
OG0009337	PBAR_15219-RA	ACEP_00006802-RA
OG0009338	PBAR_15234-RA	ACEP_00006792-RA
OG0009339	PBAR_15225-RA	ACEP_00006791-RA
OG0009340	PBAR_15216-RA	ACEP_00006793-RA
OG0009341	PBAR_15233-RA	ACEP_00006788-RA
OG0009342	PBAR_15230-RA	ACEP_00006789-RA
OG0009343	PBAR_15215-RA	ACEP_00006800-RA
OG0009344	PBAR_15218-RA	ACEP_00006799-RA
OG0009345	PBAR_15217-RA	ACEP_00006797-RA
OG0009346	PBAR_15224-RA	ACEP_00006781-RA
OG0009347	PBAR_15231-RA	ACEP_00006780-RA
OG0009348	PBAR_ar_Tyr1-1	ACEP_00006777-RA
OG0009349	PBAR_15232-RA	ACEP_00006786-RA
OG0009350	PBAR_15220-RA	ACEP_00006787-RA
OG0009351	PBAR_15242-RA	ACEP_00006769-RA
OG0009352	PBAR_15239-RA	ACEP_00006773-RA
OG0009353	PBAR_15243-RA	ACEP_00006774-RA
OG0009354	PBAR_15241-RA	ACEP_00006775-RA
OG0009355	PBAR_15254-RA	ACEP_00006765-RA
OG0009356	PBAR_16072-RA	ACEP_00006760-RA
OG0009357	PBAR_16062-RA	ACEP_00006759-RA
OG0009358	PBAR_16073-RA	ACEP_00006761-RA
OG0009359	PBAR_15240-RA	ACEP_00006767-RA
OG0009360	PBAR_ar_dcr2-1	ACEP_03384637-RA
OG0009361	PBAR_16058-RA	ACEP_00006757-RA
OG0009362	PBAR_16054-RA	ACEP_00006752-RA
OG0009363	PBAR_16044-RA	ACEP_00006748-RA
OG0009364	PBAR_16053-RA	ACEP_00017417-RA
OG0009365	PBAR_16051-RA	ACEP_00006746-RA
OG0009366	PBAR_16045-RA	ACEP_00006751-RA
OG0009367	PBAR_16052-RA	ACEP_00006754-RA
OG0009368	PBAR_16049-RA	ACEP_00006750-RA
OG0009369	PBAR_16067-RA	ACEP_00006755-RA
OG0009370	PBAR_ar_ubiquitin-RA	ACEP_00006738-RA
OG0009371	PBAR_ar_CG9932-like-1	ACEP_00006743-RA
OG0009372	PBAR_16040-RA	ACEP_00006737-RA
OG0009373	PBAR_16030-RA	ACEP_00006736-RA
OG0009374	PBAR_16029-RA	ACEP_00006740-RA
OG0009375	PBAR_ar_mio-like-1	ACEP_00006741-RA
OG0009376	PBAR_16047-RA	ACEP_00006745-RA
OG0009377	PBAR_16015-RA	ACEP_00006726-RA
OG0009378	PBAR_16034-RA	ACEP_00006732-RA
OG0009379	PBAR_16023-RA	ACEP_00006727-RA
OG0009380	PBAR_ar_ABHD11_like-1	ACEP_00006720-RA
OG0009381	PBAR_16038-RA	ACEP_00006729-RA
OG0009382	PBAR_16010-RA	ACEP_00006721-RA
OG0009383	PBAR_16016-RA	ACEP_00006724-RA
OG0009384	PBAR_16031-RA	ACEP_00006730-RA
OG0009385	PBAR_16043-RA	ACEP_00006735-RA
OG0009386	PBAR_16035-RA	ACEP_00006734-RA
OG0009387	PBAR_16000-RA	ACEP_00006712-RA
OG0009388	PBAR_15975-RA	ACEP_00006709-RA
OG0009389	PBAR_15979-RA	ACEP_00006710-RA
OG0009390	PBAR_15974-RA	ACEP_00006707-RA
OG0009391	PBAR_15984-RA	ACEP_00006708-RA
OG0009392	PBAR_16196-RA	ACEP_00006714-RA
OG0009393	PBAR_16198-RA	ACEP_00006716-RA
OG0009394	PBAR_16190-RA	ACEP_00006718-RA
OG0009395	PBAR_16004-RA	ACEP_00006719-RA
OG0009396	PBAR_16192-RA	ACEP_00006717-RA
OG0009397	PBAR_15973-RA	ACEP_00006703-RA
OG0009398	PBAR_19111-RA	ACEP_00006700-RA
OG0009399	PBAR_ar_eas-like-RA	ACEP_00006699-RA
OG0009400	PBAR_22047-RA	ACEP_00006698-RA
OG0009401	PBAR_19112-RA	ACEP_00006701-RA
OG0009402	PBAR_ar_Syt1-1	ACEP_00006694-RA
OG0009403	PBAR_22052-RA	ACEP_00006692-RA
OG0009404	PBAR_22044-RA	ACEP_00006693-RA
OG0009405	PBAR_10244-RA	ACEP_00006695-RA
OG0009406	PBAR_20056-RA	ACEP_00006682-RA
OG0009407	PBAR_20043-RA	ACEP_00006677-RA
OG0009408	PBAR_20044-RA	ACEP_00006679-RA
OG0009409	PBAR_20054-RA	ACEP_00006673-RA
OG0009410	PBAR_19720-RA	ACEP_00016380-RA
OG0009411	PBAR_19717-RA	ACEP_00016381-RA
OG0009412	PBAR_22418-RA	ACEP_00015091-RA
OG0009413	PBAR_22420-RA	ACEP_00015088-RA
OG0009414	PBAR_22411-RA	ACEP_00015089-RA
OG0009415	PBAR_11990-RA	ACEP_00015087-RA
OG0009416	PBAR_11997-RA	ACEP_00015084-RA
OG0009417	PBAR_12011-RA	ACEP_00015069-RA
OG0009418	PBAR_11999-RA	ACEP_00015071-RA
OG0009419	PBAR_ar_Stat92E-1	ACEP_00015078-RA
OG0009420	PBAR_12001-RA	ACEP_00015083-RA
OG0009421	PBAR_11992-RA	ACEP_00015070-RA
OG0009422	PBAR_12005-RA	ACEP_00015075-RA
OG0009423	PBAR_11994-RA	ACEP_00015081-RA
OG0009424	PBAR_11989-RA	ACEP_00015074-RA
OG0009425	PBAR_12000-RA	ACEP_00015077-RA
OG0009426	PBAR_12003-RA	ACEP_00015086-RA
OG0009427	PBAR_11991-RA	ACEP_00015085-RA
OG0009428	PBAR_12007-RA	ACEP_00015064-RA
OG0009429	PBAR_12018-RA	ACEP_00015062-RA
OG0009430	PBAR_24292-RA	ACEP_00015059-RA
OG0009431	PBAR_12019-RA	ACEP_00015061-RA
OG0009432	PBAR_24290-RA	ACEP_00015056-RA
OG0009433	PBAR_24288-RA	ACEP_00015058-RA
OG0009434	PBAR_24295-RA	ACEP_00015047-RA
OG0009435	PBAR_12015-RA	ACEP_00015049-RA
OG0009436	PBAR_12020-RA	ACEP_00015050-RA
OG0009437	PBAR_12016-RA	ACEP_00015051-RA
OG0009438	PBAR_24296-RA	ACEP_00015041-RA
OG0009439	PBAR_24298-RA	ACEP_00015043-RA
OG0009440	PBAR_24302-RA	ACEP_00015034-RA
OG0009441	PBAR_24308-RA	ACEP_00015036-RA
OG0009442	PBAR_24307-RA	ACEP_00015039-RA
OG0009443	PBAR_24301-RA	ACEP_00015032-RA
OG0009444	PBAR_ar_DopR2-RA	ACEP_00015037-RA
OG0009445	PBAR_24306-RA	ACEP_00015038-RA
OG0009446	PBAR_24304-RA	ACEP_00015040-RA
OG0009447	PBAR_24315-RA	ACEP_00015029-RA
OG0009448	PBAR_24329-RA	ACEP_00015027-RA
OG0009449	PBAR_12555-RA	ACEP_00015026-RA
OG0009450	PBAR_24324-RA	ACEP_00015028-RA
OG0009451	PBAR_24328-RA	ACEP_00015030-RA
OG0009452	PBAR_24310-RA	ACEP_00015033-RA
OG0009453	PBAR_ar_delta-RA	ACEP_00016523-RA
OG0009454	PBAR_12117-RA	ACEP_00016503-RA
OG0009455	PBAR_18005-RA	ACEP_00004975-RA
OG0009456	PBAR_11008-RA	ACEP_00004965-RA
OG0009457	PBAR_17232-RA	ACEP_00004964-RA
OG0009458	PBAR_18822-RA	ACEP_00004947-RA
OG0009459	PBAR_18717-RA	ACEP_00004950-RA
OG0009460	PBAR_18815-RA	ACEP_00004951-RA
OG0009461	PBAR_18819-RA	ACEP_00004944-RA
OG0009462	PBAR_25377-RA	ACEP_00004940-RA
OG0009463	PBAR_ar_WBSCR22-1	ACEP_00004931-RA
OG0009464	PBAR_15904-RA	ACEP_00004930-RA
OG0009465	PBAR_ar_spalt-1	ACEP_04572864-RA
OG0009466	PBAR_19131-RA	ACEP_00004925-RA
OG0009467	PBAR_19129-RA	ACEP_00004924-RA
OG0009468	PBAR_19122-RA	ACEP_00004922-RA
OG0009469	PBAR_19119-RA	ACEP_00004926-RA
OG0009470	PBAR_19130-RA	ACEP_00004919-RA
OG0009471	PBAR_19133-RA	ACEP_00004916-RA
OG0009472	PBAR_19136-RA	ACEP_00004914-RA
OG0009473	PBAR_19135-RA	ACEP_00004909-RA
OG0009474	PBAR_19124-RA	ACEP_00004920-RA
OG0009475	PBAR_19132-RA	ACEP_00004915-RA
OG0009476	PBAR_19120-RA	ACEP_00004921-RA
OG0009477	PBAR_19142-RA	ACEP_00004905-RA
OG0009478	PBAR_19143-RA	ACEP_00004903-RA
OG0009479	PBAR_19141-RA	ACEP_00004907-RA
OG0009480	PBAR_19137-RA	ACEP_00004908-RA
OG0009481	PBAR_19147-RA	ACEP_00004898-RA, ACEP_00004899-RA
OG0009482	PBAR_18714-RA	ACEP_00004892-RA
OG0009483	PBAR_18710-RA	ACEP_00004896-RA
OG0009484	PBAR_18709-RA	ACEP_00004890-RA
OG0009485	PBAR_12720-RA	ACEP_00004880-RA
OG0009486	PBAR_12719-RA	ACEP_00004881-RA
OG0009487	PBAR_15170-RA	ACEP_00004875-RA
OG0009488	PBAR_23551-RA	ACEP_00004873-RA
OG0009489	PBAR_23553-RA	ACEP_00004866-RA
OG0009490	PBAR_23549-RA	ACEP_00004867-RA
OG0009491	PBAR_23554-RA	ACEP_00004870-RA
OG0009492	PBAR_14708-RA	ACEP_00004864-RA
OG0009493	PBAR_ar_TepIII-RA	ACEP_04566708-RA
OG0009494	PBAR_16993-RA	ACEP_00004859-RA
OG0009495	PBAR_17000-RA	ACEP_00004860-RA
OG0009496	PBAR_16680-RA	ACEP_00004856-RA
OG0009497	PBAR_16677-RA	ACEP_00004851-RA
OG0009498	PBAR_16676-RA	ACEP_00004850-RA
OG0009499	PBAR_16678-RA	ACEP_00004858-RA
OG0009500	PBAR_ar_Ndufs3_like-1	ACEP_00004852-RA
OG0009501	PBAR_25217-RA	ACEP_00004862-RA
OG0009502	PBAR_14667-RA	ACEP_00004849-RA
OG0009503	PBAR_14662-RA	ACEP_00004842-RA
OG0009504	PBAR_14664-RA	ACEP_00004843-RA
OG0009505	PBAR_14665-RA	ACEP_00004841-RA
OG0009506	PBAR_14668-RA	ACEP_00004844-RA
OG0009507	PBAR_14666-RA	ACEP_00004840-RA
OG0009508	PBAR_14655-RA	ACEP_00004831-RA
OG0009509	PBAR_14657-RA	ACEP_00004830-RA
OG0009510	PBAR_14658-RA	ACEP_00004832-RA
OG0009511	PBAR_14652-RA	ACEP_00004834-RA
OG0009512	PBAR_14656-RA	ACEP_00004835-RA
OG0009513	PBAR_ar_Cox5a_like-1	ACEP_00004821-RA
OG0009514	PBAR_14644-RA	ACEP_00004823-RA
OG0009515	PBAR_14643-RA	ACEP_00004819-RA
OG0009516	PBAR_14642-RA	ACEP_00004825-RA
OG0009517	PBAR_14648-RA	ACEP_00004826-RA
OG0009518	PBAR_14649-RA	ACEP_00004824-RA
OG0009519	PBAR_14646-RA	ACEP_00004818-RA
OG0009520	PBAR_14631-RA	ACEP_00004813-RA
OG0009521	PBAR_14632-RA	ACEP_00004802-RA
OG0009522	PBAR_14627-RA	ACEP_00004799-RA
OG0009523	PBAR_14630-RA	ACEP_00004805-RA
OG0009524	PBAR_11333-RA	ACEP_00004797-RA
OG0009525	PBAR_16995-RA	ACEP_00004795-RA
OG0009526	PBAR_ar_GNBP1-1-1	ACEP_00004785-RA
OG0009527	PBAR_16688-RA	ACEP_00004786-RA
OG0009528	PBAR_16685-RA	ACEP_00004788-RA
OG0009529	PBAR_16686-RA	ACEP_00004784-RA
OG0009530	PBAR_16689-RA	ACEP_00004782-RA
OG0009531	PBAR_16693-RA	ACEP_00004777-RA
OG0009532	PBAR_13089-RA	ACEP_00004772-RA
OG0009533	PBAR_13088-RA	ACEP_00004773-RA
OG0009534	PBAR_13094-RA	ACEP_00004769-RA
OG0009535	PBAR_13087-RA	ACEP_00004770-RA
OG0009536	PBAR_13090-RA	ACEP_00017482-RA
OG0009537	PBAR_13095-RA	ACEP_00004766-RA
OG0009538	PBAR_19225-RA	ACEP_00004762-RA
OG0009539	PBAR_19227-RA	ACEP_00004763-RA
OG0009540	PBAR_16851-RA	ACEP_00004757-RA
OG0009541	PBAR_16854-RA	ACEP_00004759-RA
OG0009542	PBAR_17073-RA	ACEP_00004761-RA
OG0009543	PBAR_22354-RA	ACEP_00004765-RA
OG0009544	PBAR_16849-RA	ACEP_00004753-RA
OG0009545	PBAR_16845-RA	ACEP_00004745-RA
OG0009546	PBAR_16842-RA	ACEP_00004742-RA
OG0009547	PBAR_26609-RA	ACEP_00017484-RA
OG0009548	PBAR_16839-RA	ACEP_00004741-RA
OG0009549	PBAR_16834-RA	ACEP_00004734-RA
OG0009550	PBAR_16836-RA	ACEP_00004735-RA
OG0009551	PBAR_11889-RA	ACEP_00004730-RA
OG0009552	PBAR_11898-RA	ACEP_00004731-RA
OG0009553	PBAR_11891-RA	ACEP_00004728-RA
OG0009554	PBAR_11888-RA	ACEP_00004721-RA
OG0009555	PBAR_11894-RA	ACEP_00004723-RA
OG0009556	PBAR_11890-RA	ACEP_00004722-RA
OG0009557	PBAR_11897-RA	ACEP_00004720-RA
OG0009558	PBAR_11896-RA	ACEP_00004725-RA
OG0009559	PBAR_20187-RA	ACEP_00004717-RA
OG0009560	PBAR_20194-RA	ACEP_00004710-RA
OG0009561	PBAR_20193-RA	ACEP_00004712-RA
OG0009562	PBAR_20195-RA	ACEP_00004709-RA
OG0009563	PBAR_20197-RA	ACEP_00004705-RA
OG0009564	PBAR_13484-RA	ACEP_00004696-RA
OG0009565	PBAR_10044-RA	ACEP_00004701-RA
OG0009566	PBAR_13490-RA	ACEP_00004697-RA
OG0009567	PBAR_13481-RA	ACEP_00004695-RA
OG0009568	PBAR_10043-RA	ACEP_00004698-RA
OG0009569	PBAR_13482-RA	ACEP_00004693-RA
OG0009570	PBAR_17071-RA	ACEP_00004703-RA
OG0009571	PBAR_17985-RA	ACEP_00004681-RA
OG0009572	PBAR_17988-RA	ACEP_00004675-RA
OG0009573	PBAR_17989-RA	ACEP_00004677-RA
OG0009574	PBAR_ar_Ndufs1-RA	ACEP_00004682-RA
OG0009575	PBAR_17979-RA	ACEP_00004679-RA
OG0009576	PBAR_18006-RA	ACEP_00004683-RA
OG0009577	PBAR_17998-RA	ACEP_00004684-RA
OG0009578	PBAR_17986-RA	ACEP_00004674-RA
OG0009579	PBAR_ar_RpL5-1	ACEP_00004686-RA
OG0009580	PBAR_17992-RA	ACEP_00004673-RA
OG0009581	PBAR_13461-RA	ACEP_00004690-RA
OG0009582	PBAR_13479-RA	ACEP_00004689-RA
OG0009583	PBAR_13487-RA	ACEP_00004691-RA
OG0009584	PBAR_17984-RA	ACEP_00004669-RA
OG0009585	PBAR_17971-RA	ACEP_00004659-RA
OG0009586	PBAR_17975-RA	ACEP_00004660-RA
OG0009587	PBAR_23060-RA	ACEP_00004657-RA
OG0009588	PBAR_23065-RA	ACEP_00004652-RA
OG0009589	PBAR_23064-RA	ACEP_00004654-RA
OG0009590	PBAR_23063-RA	ACEP_00004648-RA
OG0009591	PBAR_23066-RA	ACEP_00004647-RA
OG0009592	PBAR_23070-RA	ACEP_00004651-RA
OG0009593	PBAR_23075-RA	ACEP_00004643-RA
OG0009594	PBAR_23074-RA	ACEP_00004644-RA
OG0009595	PBAR_ar_tartan-capricious-likeB-1	ACEP_00004646-RA
OG0009596	PBAR_23076-RA	ACEP_00004640-RA
OG0009597	PBAR_23072-RA	ACEP_00004642-RA
OG0009598	PBAR_18731-RA	ACEP_00013010-RA
OG0009599	PBAR_18724-RA	ACEP_00013009-RA
OG0009600	PBAR_18723-RA	ACEP_00013003-RA
OG0009601	PBAR_18721-RA	ACEP_00013005-RA
OG0009602	PBAR_ar_par-1-1	ACEP_00013007-RA
OG0009603	PBAR_17595-RA	ACEP_00012999-RA
OG0009604	PBAR_17589-RA	ACEP_00012997-RA
OG0009605	PBAR_17593-RA	ACEP_00012998-RA
OG0009606	PBAR_18720-RA	ACEP_00013000-RA
OG0009607	PBAR_17594-RA	ACEP_00012990-RA
OG0009608	PBAR_ar_Tudor-SN-like-1	ACEP_00012986-RA
OG0009609	PBAR_17590-RA	ACEP_00012987-RA
OG0009610	PBAR_17588-RA	ACEP_00012984-RA
OG0009612	PBAR_17616-RA	ACEP_00012971-RA
OG0009613	PBAR_17598-RA	ACEP_00012972-RA
OG0009614	PBAR_17605-RA	ACEP_00012973-RA
OG0009615	PBAR_17600-RA	ACEP_00012974-RA
OG0009616	PBAR_ar_cycle-1	ACEP_00012977-RA
OG0009617	PBAR_17597-RA	ACEP_00012976-RA
OG0009618	PBAR_17610-RA	ACEP_00012963-RA
OG0009619	PBAR_17613-RA	ACEP_00012966-RA
OG0009620	PBAR_17611-RB	ACEP_00012964-RA
OG0009621	PBAR_17607-RA	ACEP_00012967-RA
OG0009622	PBAR_17609-RA	ACEP_00012962-RA
OG0009623	PBAR_17619-RA	ACEP_00012968-RA
OG0009624	PBAR_17614-RA	ACEP_00012969-RA
OG0009625	PBAR_ar_cryptochrome2-1	ACEP_00012955-RA
OG0009626	PBAR_ar_Pfk-1	ACEP_00012950-RA
OG0009627	PBAR_ar_TRAM-1	ACEP_00012953-RA
OG0009628	PBAR_17623-RA	ACEP_00012954-RA
OG0009629	PBAR_17634-RA	ACEP_00012944-RA
OG0009630	PBAR_17631-RA	ACEP_00012943-RA
OG0009631	PBAR_22289-RA	ACEP_00012939-RA
OG0009632	PBAR_22298-RA	ACEP_00012940-RA
OG0009633	PBAR_22291-RA	ACEP_00012935-RA
OG0009634	PBAR_22307-RA	ACEP_00012941-RA
OG0009635	PBAR_22314-RA	ACEP_00012942-RA
OG0009636	PBAR_22293-RA	ACEP_00012938-RA
OG0009637	PBAR_22300-RA	ACEP_00012928-RA
OG0009638	PBAR_22297-RA	ACEP_00012931-RA
OG0009639	PBAR_22301-RA	ACEP_00012930-RA
OG0009640	PBAR_22292-RA	ACEP_00012929-RA
OG0009641	PBAR_22295-RA	ACEP_00012926-RA
OG0009642	PBAR_22290-RA	ACEP_00012934-RA
OG0009643	PBAR_22285-RA	ACEP_00012924-RA
OG0009644	PBAR_22281-RA	ACEP_00012920-RA
OG0009645	PBAR_22279-RA	ACEP_00012919-RA
OG0009646	PBAR_22283-RA	ACEP_00012918-RA
OG0009647	PBAR_22280-RA	ACEP_00012914-RA
OG0009648	PBAR_22277-RA	ACEP_00012912-RA
OG0009649	PBAR_22282-RA	ACEP_00012916-RA
OG0009650	PBAR_22276-RA	ACEP_00012910-RA
OG0009651	PBAR_22258-RA	ACEP_00012901-RA
OG0009652	PBAR_22261-RA	ACEP_00012902-RA
OG0009653	PBAR_22265-RA	ACEP_00012903-RA
OG0009654	PBAR_22266-RA	ACEP_00012905-RA
OG0009655	PBAR_22267-RA	ACEP_00012906-RA
OG0009656	PBAR_22259-RA	ACEP_00012890-RA
OG0009657	PBAR_22262-RA	ACEP_00012891-RA
OG0009658	PBAR_22264-RA	ACEP_00012894-RA
OG0009659	PBAR_22263-RA	ACEP_00012893-RA
OG0009660	PBAR_22257-RA	ACEP_00012896-RA
OG0009661	PBAR_22256-RA	ACEP_00012886-RA
OG0009662	PBAR_26973-RA	ACEP_00012884-RA
OG0009663	PBAR_22255-RA	ACEP_00012887-RA
OG0009664	PBAR_22254-RA	ACEP_00012883-RA
OG0009665	PBAR_22250-RA	ACEP_00012877-RA
OG0009666	PBAR_22245-RA	ACEP_00012876-RA
OG0009667	PBAR_22249-RA	ACEP_00012875-RA
OG0009668	PBAR_22241-RA	ACEP_00012874-RA
OG0009669	PBAR_22246-RA	ACEP_00012879-RA
OG0009670	PBAR_22252-RA	ACEP_00012880-RA
OG0009671	PBAR_21174-RA	ACEP_00016080-RA
OG0009672	PBAR_17470-RA	ACEP_00016076-RA
OG0009673	PBAR_21579-RA	ACEP_00010704-RA
OG0009674	PBAR_ar_sgg-like-1	ACEP_00010706-RA
OG0009675	PBAR_17387-RA	ACEP_00010700-RA
OG0009676	PBAR_17391-RA	ACEP_00010698-RA
OG0009677	PBAR_ar_kinesin_light_chain-1	ACEP_00010703-RA
OG0009678	PBAR_17397-RA	ACEP_00010695-RA
OG0009679	PBAR_17395-RA	ACEP_00010694-RA
OG0009680	PBAR_17388-RA	ACEP_00010697-RA
