Orthogroup	lhum_annotation	pbar_annotation
OG0007945	LHUM_24315-RA	PBAR_13985-RA
OG0007946	LHUM_24330-RA	PBAR_13981-RA
OG0007947	LHUM_24323-RA	PBAR_13994-RA
OG0007948	LHUM_24316-RA	PBAR_13987-RA
OG0007949	LHUM_24332-RA	PBAR_10632-RA
OG0007950	LHUM_24324-RA	PBAR_17688-RA
OG0007951	LHUM_24328-RA	PBAR_17686-RA
OG0007952	LHUM_24325-RA	PBAR_25167-RA
OG0007953	LHUM_24329-RA	PBAR_25157-RA
OG0007954	LHUM_24389-RA	PBAR_16559-RA
OG0007955	LHUM_24369-RA	PBAR_16574-RA
OG0007956	LHUM_24391-RA	PBAR_16545-RA
OG0007957	LHUM_21471-RA	PBAR_ar_Rab5-1
OG0007958	LHUM_24317-RA	PBAR_13996-RA
OG0007959	LHUM_21481-RA	PBAR_16558-RA
OG0007960	LHUM_21477-RA	PBAR_13999-RA
OG0007961	LHUM_24318-RA	PBAR_13993-RA
OG0007962	LHUM_24366-RA	PBAR_16568-RA
OG0007963	LHUM_24314-RA	PBAR_13997-RA
OG0007964	LHUM_24320-RA	PBAR_13992-RA
OG0007965	LHUM_16977-RA	PBAR_13256-RA
OG0007966	LHUM_16986-RA	PBAR_13247-RA
OG0007967	LHUM_24506-RA	PBAR_13266-RA
OG0007968	LHUM_16982-RA	PBAR_13260-RA
OG0007969	LHUM_24350-RA	PBAR_16566-RA
OG0007970	LHUM_13343-RA	PBAR_13252-RA
OG0007971	LHUM_16988-RA	PBAR_13255-RA
OG0007972	LHUM_16981-RA	PBAR_13253-RA
OG0007973	LHUM_24354-RA	PBAR_ar_4ebp-1
OG0007974	LHUM_16980-RA	PBAR_13258-RA
OG0007975	LHUM_24357-RA	PBAR_16571-RA
OG0007976	LHUM_12891-RA	PBAR_13270-RA
OG0007977	LHUM_12886-RA	PBAR_13262-RA
OG0007978	LHUM_12890-RA	PBAR_13267-RA
OG0007979	LHUM_12885-RA	PBAR_13263-RA
OG0007980	LHUM_12892-RA	PBAR_13269-RA
OG0007981	LHUM_12887-RA	PBAR_13261-RA
OG0007982	LHUM_12889-RA	PBAR_13268-RA
OG0007983	LHUM_12897-RA	PBAR_26405-RA
OG0007984	LHUM_24509-RA	PBAR_13265-RA
OG0007985	LHUM_25411-RA	PBAR_24593-RA
OG0007986	LHUM_12902-RA	PBAR_24597-RA
OG0007987	LHUM_12904-RA	PBAR_24598-RA
OG0007988	LHUM_12901-RA	PBAR_24600-RA
OG0007989	LHUM_12905-RA	PBAR_24602-RA
OG0007990	LHUM_13556-RA	PBAR_16774-RA
OG0007991	LHUM_12880-RA	PBAR_ar_MBD-R2-1
OG0007992	LHUM_12895-RA	PBAR_24608-RA
OG0007993	LHUM_12893-RA	PBAR_16775-RA
OG0007994	LHUM_13548-RA	PBAR_16767-RA
OG0007995	LHUM_12898-RA	PBAR_16785-RA
OG0007996	LHUM_12894-RA	PBAR_24606-RA
OG0007997	LHUM_12888-RA	PBAR_24611-RA
OG0007998	LHUM_24397-RA	PBAR_ar_RpL27-1
OG0007999	LHUM_13561-RA	PBAR_16782-RA
OG0008000	LHUM_13560-RA	PBAR_16780-RA
OG0008001	LHUM_13552-RA	PBAR_16771-RA
OG0008002	LHUM_13545-RA	PBAR_16765-RA
OG0008003	LHUM_13547-RA	PBAR_16762-RA
OG0008004	LHUM_13562-RA	PBAR_16761-RA
OG0008005	LHUM_13563-RA	PBAR_16759-RA
OG0008006	LHUM_12874-RA	PBAR_16581-RA
OG0008007	LHUM_13558-RA	PBAR_16781-RA
OG0008008	LHUM_13559-RA	PBAR_16777-RA
OG0008009	LHUM_13549-RA	PBAR_16770-RA
OG0008010	LHUM_13527-RA	PBAR_16747-RA
OG0008011	LHUM_13521-RA	PBAR_16743-RA
OG0008012	LHUM_13540-RA	PBAR_16746-RA
OG0008013	LHUM_13528-RA	PBAR_16748-RA
OG0008014	LHUM_13542-RA	PBAR_16760-RA
OG0008015	LHUM_13541-RA	PBAR_16763-RA
OG0008016	LHUM_23020-RA	PBAR_16754-RA
OG0008017	LHUM_24417-RA	PBAR_16753-RA
OG0008018	LHUM_24424-RA	PBAR_16757-RA
OG0008019	LHUM_24408-RA	PBAR_16744-RA
OG0008020	LHUM_23011-RA	PBAR_ar_Ndufa12_like-1
OG0008021	LHUM_23018-RA	PBAR_16751-RA
OG0008022	LHUM_23007-RA	PBAR_16730-RA
OG0008023	LHUM_23005-RA	PBAR_16733-RA
OG0008024	LHUM_21547-RA	PBAR_16720-RA
OG0008025	LHUM_21546-RA	PBAR_16722-RA
OG0008026	LHUM_21545-RA	PBAR_16718-RA
OG0008027	LHUM_24370-RA	PBAR_16726-RA
OG0008028	LHUM_24372-RA	PBAR_16727-RA
OG0008029	LHUM_24376-RA	PBAR_16721-RA
OG0008030	LHUM_24380-RA	PBAR_10608-RA
OG0008031	LHUM_24374-RA	PBAR_16725-RA
OG0008032	LHUM_19936-RA	PBAR_16731-RA
OG0008033	LHUM_19938-RA	PBAR_ar_Atp5d_like-1
OG0008034	LHUM_21553-RA	PBAR_16719-RA
OG0008035	LHUM_21557-RA	PBAR_16709-RA
OG0008036	LHUM_21551-RA	PBAR_16713-RA
OG0008037	LHUM_21554-RA	PBAR_16707-RB
OG0008038	LHUM_21559-RA	PBAR_16708-RA
OG0008039	LHUM_21558-RA	PBAR_16711-RA
OG0008040	LHUM_21550-RA	PBAR_16728-RA
OG0008041	LHUM_21445-RA	PBAR_16702-RA
OG0008042	LHUM_21444-RA	PBAR_16701-RA
OG0008043	LHUM_21448-RA	PBAR_16706-RA
OG0008044	LHUM_21564-RA	PBAR_16698-RA
OG0008045	LHUM_21443-RA	PBAR_16697-RA
OG0008046	LHUM_21562-RA	PBAR_16714-RA
OG0008047	LHUM_21447-RA	PBAR_16703-RA
OG0008048	LHUM_13742-RA	PBAR_18540-RA
OG0008049	LHUM_13745-RA	PBAR_18539-RA
OG0008050	LHUM_13743-RA	PBAR_18541-RA
OG0008051	LHUM_13729-RA	PBAR_18554-RA
OG0008052	LHUM_13724-RA	PBAR_18550-RA
OG0008053	LHUM_13725-RA	PBAR_18557-RA
OG0008054	LHUM_13732-RA	PBAR_18549-RA
OG0008055	LHUM_13722-RA	PBAR_18552-RA
OG0008056	LHUM_13733-RA	PBAR_18546-RA
OG0008057	LHUM_13737-RA	PBAR_18556-RA
OG0008058	LHUM_13726-RA	PBAR_18553-RA
OG0008059	LHUM_13727-RA	PBAR_18558-RA
OG0008060	LHUM_18988-RA	PBAR_13367-RA
OG0008061	LHUM_13738-RA	PBAR_18559-RA
OG0008062	LHUM_13731-RA	PBAR_18547-RA
OG0008063	LHUM_13720-RA	PBAR_18562-RA
OG0008064	LHUM_13719-RA	PBAR_18555-RA
OG0008065	LHUM_13718-RA	PBAR_18561-RA
OG0008066	LHUM_13716-RA	PBAR_18560-RA
OG0008067	LHUM_13721-RA	PBAR_18563-RA
OG0008068	LHUM_13177-RA	PBAR_13119-RA
OG0008069	LHUM_13176-RA	PBAR_10298-RA
OG0008070	LHUM_13165-RA	PBAR_10296-RA
OG0008071	LHUM_13174-RA	PBAR_10297-RA
OG0008072	LHUM_13168-RA	PBAR_23943-RA
OG0008073	LHUM_13173-RA	PBAR_23945-RA
OG0008074	LHUM_25164-RA	PBAR_23932-RA
OG0008075	LHUM_13166-RA	PBAR_23942-RA
OG0008076	LHUM_25163-RA	PBAR_23933-RA
OG0008077	LHUM_25167-RA	PBAR_23931-RA
OG0008078	LHUM_25166-RA	PBAR_23938-RA
OG0008079	LHUM_25162-RA	PBAR_23935-RA
OG0008080	LHUM_25161-RA	PBAR_23940-RA
OG0008081	LHUM_25160-RA	PBAR_23934-RA
OG0008082	LHUM_25156-RA	PBAR_10983-RA
OG0008083	LHUM_25158-RA	PBAR_10986-RA
OG0008084	LHUM_25157-RA	PBAR_10985-RA
OG0008085	LHUM_25154-RA	PBAR_10976-RA
OG0008086	LHUM_25155-RA	PBAR_10982-RA
OG0008087	LHUM_25153-RA	PBAR_11502-RA
OG0008088	LHUM_25147-RA	PBAR_ar_star-1
OG0008089	LHUM_25150-RA	PBAR_11504-RA
OG0008090	LHUM_25145-RA	PBAR_22310-RA
OG0008091	LHUM_25135-RA	PBAR_22304-RA
OG0008092	LHUM_25131-RA	PBAR_22302-RA
OG0008093	LHUM_25136-RA	PBAR_22305-RA
OG0008094	LHUM_25134-RA	PBAR_22306-RA
OG0008095	LHUM_25138-RA	PBAR_22309-RA
OG0008096	LHUM_25132-RA	PBAR_10656-RA
OG0008097	LHUM_25151-RA	PBAR_11505-RA
OG0008098	LHUM_15971-RA	PBAR_20764-RA
OG0008099	LHUM_21955-RA	PBAR_20051-RA
OG0008100	LHUM_19666-RA	PBAR_10854-RA
OG0008101	LHUM_25778-RA	PBAR_26290-RA
OG0008102	LHUM_25793-RA	PBAR_10862-RA
OG0008103	LHUM_25776-RA	PBAR_26289-RA
OG0008104	LHUM_25775-RA	PBAR_10863-RA
OG0008105	LHUM_19667-RA	PBAR_10855-RA
OG0008106	LHUM_25791-RA	PBAR_26288-RA
OG0008107	LHUM_19668-RA	PBAR_10858-RA
OG0008108	LHUM_19670-RA	PBAR_10860-RA
OG0008109	LHUM_19674-RA	PBAR_26285-RA
OG0008110	LHUM_19675-RA	PBAR_10112-RA
OG0008111	LHUM_19676-RA	PBAR_10111-RA
OG0008112	LHUM_19677-RA	PBAR_10113-RA
OG0008113	LHUM_19680-RA	PBAR_23244-RA
OG0008114	LHUM_19678-RA	PBAR_23245-RA
OG0008115	LHUM_24822-RA	PBAR_25714-RA
OG0008116	LHUM_19697-RA	PBAR_23227-RA
OG0008117	LHUM_19695-RA	PBAR_23232-RA
OG0008118	LHUM_19689-RA	PBAR_23231-RA
OG0008119	LHUM_24818-RA	PBAR_25735-RA
OG0008120	LHUM_24810-RA	PBAR_25722-RA
OG0008121	LHUM_24805-RA	PBAR_25723-RA
OG0008122	LHUM_24804-RA	PBAR_25721-RA
OG0008123	LHUM_24813-RA	PBAR_16452-RA
OG0008124	LHUM_24812-RA	PBAR_ar_RpS29-1
OG0008125	LHUM_24815-RA	PBAR_16454-RA
OG0008126	LHUM_24803-RA	PBAR_16459-RA
OG0008127	LHUM_24809-RA	PBAR_16465-RA
OG0008128	LHUM_24814-RA	PBAR_25728-RA
OG0008129	LHUM_24806-RA	PBAR_25745-RA
OG0008130	LHUM_24816-RA	PBAR_16453-RA
OG0008131	LHUM_24800-RA	PBAR_16463-RA
OG0008132	LHUM_24817-RA	PBAR_25734-RA
OG0008133	LHUM_24802-RA	PBAR_ar_gry-RA
OG0008134	LHUM_24795-RA	PBAR_10887-RA
OG0008135	LHUM_24798-RA	PBAR_10888-RA
OG0008136	LHUM_24796-RA	PBAR_10886-RA
OG0008137	LHUM_24797-RA	PBAR_10889-RA
OG0008138	LHUM_24792-RA	PBAR_10892-RA
OG0008139	LHUM_24793-RA	PBAR_10893-RA
OG0008140	LHUM_24790-RA	PBAR_14157-RA
OG0008141	LHUM_24787-RA	PBAR_ar-slp2-like-1
OG0008142	LHUM_24789-RA	PBAR_14156-RA
OG0008143	LHUM_21871-RA	PBAR_ar_Traf6-RA
OG0008144	LHUM_18681-RA	PBAR_23837-RA
OG0008145	LHUM_18972-RA	PBAR_13679-RA
OG0008146	LHUM_12767-RA	PBAR_20894-RA
OG0008147	LHUM_12772-RA	PBAR_20882-RA
OG0008148	LHUM_12773-RA	PBAR_20886-RA
OG0008149	LHUM_12769-RA	PBAR_20902-RA
OG0008150	LHUM_11193-RA	PBAR_17184-RA
OG0008151	LHUM_11192-RA	PBAR_17186-RA
OG0008152	LHUM_16985-RA	PBAR_17183-RA
OG0008153	LHUM_16969-RA	PBAR_15917-RA
OG0008154	LHUM_20253-RA	PBAR_21271-RA
OG0008155	LHUM_20258-RA	PBAR_21275-RA
OG0008156	LHUM_20261-RA	PBAR_21280-RA
OG0008157	LHUM_20256-RA	PBAR_21273-RA
OG0008158	LHUM_21779-RA	PBAR_21293-RA
OG0008159	LHUM_21777-RA	PBAR_21292-RA
OG0008160	LHUM_21784-RA	PBAR_21296-RA
OG0008161	LHUM_21771-RA	PBAR_21286-RA
OG0008162	LHUM_21775-RA	PBAR_21291-RA
OG0008163	LHUM_21003-RA	PBAR_17842-RA
OG0008164	LHUM_18171-RA	PBAR_10149-RA
OG0008165	LHUM_11454-RA	PBAR_ar_dredd-RC
OG0008166	LHUM_14176-RA	PBAR_15069-RA
OG0008167	LHUM_11468-RA	PBAR_18441-RA
OG0008168	LHUM_19181-RA	PBAR_18430-RA
OG0008169	LHUM_14166-RA	PBAR_15071-RA
OG0008170	LHUM_11467-RA	PBAR_ar_trafficjam-1
OG0008171	LHUM_19347-RA	PBAR_10223-RA
OG0008172	LHUM_19346-RA	PBAR_24538-RA
OG0008173	LHUM_19351-RA	PBAR_10222-RA
OG0008174	LHUM_19348-RA	PBAR_10221-RA
OG0008175	LHUM_14121-RA	PBAR_15082-RA
OG0008176	LHUM_14168-RA	PBAR_23790-RA
OG0008177	LHUM_19715-RA	PBAR_20941-RA
OG0008178	LHUM_19718-RA	PBAR_20939-RA
OG0008179	LHUM_20805-RA	PBAR_24541-RA
OG0008180	LHUM_19710-RA	PBAR_20935-RA
OG0008181	LHUM_19716-RA	PBAR_ar_RpL12-1
OG0008182	LHUM_19721-RA	PBAR_20931-RA
OG0008183	LHUM_20809-RA	PBAR_24549-RA
OG0008184	LHUM_19711-RA	PBAR_20924-RA
OG0008185	LHUM_19709-RA	PBAR_ar_RpLP1-1
OG0008186	LHUM_19712-RA	PBAR_20940-RA
OG0008187	LHUM_19352-RA	PBAR_24544-RA
OG0008188	LHUM_14115-RA	PBAR_10227-RA
OG0008189	LHUM_19708-RA	PBAR_ar_Ndufs6_like-1
OG0008190	LHUM_14171-RA	PBAR_24550-RA
OG0008191	LHUM_19344-RA	maker-pbar_scf7180000350332-augustus-gene-1.6-mRNA-1
OG0008192	LHUM_18820-RA	PBAR_11636-RA
OG0008193	LHUM_19720-RA	PBAR_20928-RA
OG0008194	LHUM_24697-RA	PBAR_15089-RA
OG0008195	LHUM_24698-RA	PBAR_15092-RA
OG0008196	LHUM_24691-RA	PBAR_15083-RA
OG0008197	LHUM_18808-RA	PBAR_11651-RA
OG0008198	LHUM_19353-RA	maker-pbar_scf7180000350332-augustus-gene-3.15-mRNA-1
OG0008199	LHUM_18801-RA	PBAR_11641-RA
OG0008200	LHUM_18814-RA	PBAR_11657-RA
OG0008201	LHUM_18811-RA	PBAR_11627-RA
OG0008202	LHUM_18810-RA	PBAR_11640-RA
OG0008203	LHUM_18797-RA	PBAR_11642-RA
OG0008204	LHUM_18799-RA	PBAR_11655-RA
OG0008205	LHUM_18819-RA	PBAR_11635-RA
OG0008206	LHUM_19355-RA	PBAR_22397-RA
OG0008207	LHUM_19354-RA	maker-pbar_scf7180000350332-augustus-gene-3.14-mRNA-1
OG0008208	LHUM_18813-RA	PBAR_11646-RA
OG0008209	LHUM_18823-RA	PBAR_12611-RA
OG0008210	LHUM_18812-RA	PBAR_11647-RA
OG0008211	LHUM_18821-RA	PBAR_11643-RA
OG0008212	LHUM_18816-RA	PBAR_11652-RA
OG0008213	LHUM_18817-RA	PBAR_11650-RA
OG0008214	LHUM_18830-RA	PBAR_12624-RA
OG0008215	LHUM_18828-RA	PBAR_12615-RA
OG0008216	LHUM_16226-RA	PBAR_12550-RA
OG0008217	LHUM_18779-RA	PBAR_12596-RA
OG0008218	LHUM_16222-RA	PBAR_26366-RA
OG0008219	LHUM_18919-RA	PBAR_14170-RA
OG0008220	LHUM_16215-RA	PBAR_15485-RA
OG0008221	LHUM_18822-RA	PBAR_13121-RA
OG0008222	LHUM_16245-RA	PBAR_15481-RA
OG0008223	LHUM_18918-RA	PBAR_14166-RA
OG0008224	LHUM_16246-RA	PBAR_ar_RpSA-1
OG0008225	LHUM_18777-RA	PBAR_12595-RA
OG0008226	LHUM_18787-RA	PBAR_12602-RA
OG0008227	LHUM_18773-RA	PBAR_12591-RA
OG0008228	LHUM_14891-RA	PBAR_14244-RA
OG0008229	LHUM_18805-RA	PBAR_12601-RA
OG0008230	LHUM_18786-RA	PBAR_ar_Rpn3-1
OG0008231	LHUM_14896-RA	PBAR_14249-RA
OG0008232	LHUM_18775-RA	PBAR_12593-RA
OG0008233	LHUM_18798-RA	PBAR_ar_Pink-1
OG0008234	LHUM_14902-RA	PBAR_16317-RA
OG0008235	LHUM_18807-RA	PBAR_12605-RA
OG0008236	LHUM_14913-RA	PBAR_14251-RA
OG0008237	LHUM_14897-RA	PBAR_25639-RA
OG0008238	LHUM_14895-RA	PBAR_14255-RA
OG0008239	LHUM_14916-RA	PBAR_11726-RA
OG0008240	LHUM_14901-RA	PBAR_11731-RA
OG0008241	LHUM_14905-RA	PBAR_11733-RA
OG0008242	LHUM_14912-RA	PBAR_11725-RA
OG0008243	LHUM_16227-RA	PBAR_12560-RA
OG0008244	LHUM_19245-RA	PBAR_18412-RA
OG0008245	LHUM_23899-RA	maker-pbar_scf7180000350332-snap-gene-1.13-mRNA-1
OG0008246	LHUM_10617-RA	PBAR_24163-RA
OG0008247	LHUM_11463-RA	PBAR_24144-RA
OG0008248	LHUM_11465-RA	PBAR_14750-RA
OG0008249	LHUM_14893-RA	PBAR_14248-RA
OG0008250	LHUM_19948-RA	PBAR_18427-RA
OG0008251	LHUM_19165-RA	PBAR_ar_Emb-like-1
OG0008252	LHUM_13830-RA	PBAR_ar_Cht5-1
OG0008253	LHUM_19022-RA	PBAR_18422-RA
OG0008254	LHUM_13829-RA	PBAR_15706-RA
OG0008255	LHUM_19242-RA	PBAR_18408-RA
OG0008256	LHUM_19247-RA	PBAR_18428-RA
OG0008257	LHUM_13818-RA	PBAR_15692-RA
OG0008258	LHUM_13817-RA	PBAR_15693-RA
OG0008259	LHUM_25857-RA	PBAR_26897-RA
OG0008260	LHUM_um_mastermind-RA	PBAR_ar_mastermind-half1-RA
OG0008261	LHUM_19965-RA	PBAR_14318-RA
OG0008262	LHUM_19952-RA	PBAR_14322-RA
OG0008263	LHUM_19957-RA	PBAR_11376-RA
OG0008264	LHUM_19964-RA	PBAR_14320-RA
OG0008265	LHUM_19956-RA	PBAR_11377-RA
OG0008266	LHUM_18927-RA	PBAR_11373-RA
OG0008267	LHUM_19963-RA	PBAR_14319-RA
OG0008268	LHUM_19968-RA	PBAR_14315-RA
OG0008269	LHUM_19967-RA	PBAR_14313-RA
OG0008270	LHUM_19229-RA	PBAR_14209-RA
OG0008271	LHUM_19971-RA	PBAR_14317-RA
OG0008272	LHUM_19970-RA	PBAR_14314-RA
OG0008273	LHUM_19972-RA	PBAR_14307-RA
OG0008274	LHUM_19205-RA	PBAR_15714-RA
OG0008275	LHUM_19201-RA	PBAR_15715-RA
OG0008276	LHUM_19193-RA	PBAR_15720-RA
OG0008278	LHUM_19204-RA	PBAR_15712-RA
OG0008279	LHUM_19197-RA	PBAR_15717-RA
OG0008280	LHUM_19194-RA	PBAR_15719-RA
OG0008281	LHUM_19195-RA	PBAR_15718-RA
OG0008282	LHUM_19203-RA	PBAR_15713-RA
OG0008283	LHUM_19208-RA	PBAR_15705-RA
OG0008284	LHUM_19220-RA	PBAR_15707-RA
OG0008285	LHUM_19219-RA	PBAR_15708-RA
OG0008286	LHUM_19215-RA	PBAR_15710-RA
OG0008287	LHUM_19209-RA	PBAR_15702-RA
OG0008288	LHUM_19218-RA	PBAR_18425-RA
OG0008289	LHUM_19192-RA	PBAR_15700-RA
OG0008290	LHUM_19236-RA	PBAR_18451-RA
OG0008291	LHUM_19217-RA	PBAR_18438-RA
OG0008292	LHUM_19239-RA	PBAR_18454-RA
OG0008293	LHUM_19238-RA	PBAR_18453-RA
OG0008294	LHUM_19212-RA	PBAR_18448-RA
OG0008295	LHUM_25243-RA	PBAR_18450-RA
OG0008296	LHUM_25238-RA	PBAR_18455-RA
OG0008297	LHUM_25248-RA	PBAR_22122-RA
OG0008298	LHUM_25246-RA	PBAR_22126-RA
OG0008299	LHUM_25242-RA	PBAR_22125-RA
OG0008300	LHUM_25247-RA	PBAR_14179-RA
OG0008301	LHUM_25253-RA	PBAR_14189-RA
OG0008302	LHUM_25254-RA	PBAR_14186-RA
OG0008303	LHUM_17445-RA	PBAR_14187-RA
OG0008304	LHUM_um_-Pi3K68D-RA	PBAR_ar_Pi3k68D-RA
OG0008305	LHUM_11437-RA	PBAR_14192-RA
OG0008306	LHUM_11428-RA	PBAR_14196-RA
OG0008307	LHUM_15597-RA	PBAR_14204-RA
OG0008308	LHUM_15596-RA	PBAR_14205-RA
OG0008309	LHUM_15588-RA	PBAR_14213-RA
OG0008310	LHUM_15589-RA	PBAR_14214-RA
OG0008311	LHUM_15585-RA	PBAR_14216-RA
OG0008312	LHUM_15578-RA	PBAR_14211-RA
OG0008313	LHUM_15571-RA	PBAR_18437-RA
OG0008314	LHUM_15577-RA	PBAR_18421-RA
OG0008315	LHUM_15579-RA	PBAR_26504-RA
OG0008316	LHUM_15570-RA	PBAR_22046-RA
OG0008317	LHUM_15574-RA	PBAR_26506-RA
OG0008318	LHUM_15582-RA	PBAR_14749-RA
OG0008319	LHUM_15580-RA	PBAR_22050-RA
OG0008320	LHUM_25551-RA	PBAR_26503-RA
OG0008321	LHUM_15581-RA	PBAR_14748-RA
OG0008322	LHUM_15566-RA	PBAR_22041-RA
OG0008323	LHUM_15559-RA	PBAR_25458-RA
OG0008324	LHUM_15561-RA	PBAR_10204-RA
OG0008325	LHUM_15563-RA	PBAR_25456-RA
OG0008326	LHUM_15567-RA	PBAR_22042-RA
OG0008327	LHUM_15552-RA	PBAR_25462-RA
OG0008328	LHUM_15553-RA	PBAR_ar_RpL24-like-1
OG0008329	LHUM_15555-RA	PBAR_25465-RA
OG0008330	LHUM_15556-RA	PBAR_25464-RA
OG0008331	LHUM_um_SP49c-RA	PBAR_25463-RA
OG0008332	LHUM_15554-RA	PBAR_25466-RA
OG0008333	LHUM_15557-RA	PBAR_25467-RA
OG0008334	LHUM_15547-RA	PBAR_25471-RA
OG0008336	LHUM_15545-RA	PBAR_25477-RA
OG0008337	LHUM_15543-RA	PBAR_25479-RA
OG0008338	LHUM_15544-RA	PBAR_25480-RA
OG0008339	LHUM_15540-RA	PBAR_25482-RA
OG0008340	LHUM_15536-RA	PBAR_25486-RA
OG0008341	LHUM_15538-RA	PBAR_25487-RA
OG0008342	LHUM_15537-RA	PBAR_25485-RA
OG0008343	LHUM_15541-RA	PBAR_25483-RA
OG0008344	LHUM_15539-RA	PBAR_25484-RA
OG0008345	LHUM_15530-RA	PBAR_25490-RA
OG0008346	LHUM_15528-RA	PBAR_25503-RA
OG0008347	LHUM_15532-RA	PBAR_25492-RA
OG0008348	LHUM_15518-RA	PBAR_25498-RA
OG0008349	LHUM_15531-RA	PBAR_ar_Ilp1-RB
OG0008350	LHUM_15520-RA	PBAR_25499-RA
OG0008351	LHUM_15527-RA	PBAR_25504-RA
OG0008352	LHUM_15512-RA	PBAR_25506-RA
OG0008353	LHUM_15514-RA	PBAR_25491-RA
OG0008354	LHUM_15504-RA	PBAR_25515-RA
OG0008355	LHUM_15503-RA	PBAR_25521-RA
OG0008356	LHUM_15501-RA	PBAR_25522-RA
OG0008357	LHUM_15502-RA	PBAR_25520-RA
OG0008358	LHUM_15505-RA	PBAR_25512-RA
OG0008359	LHUM_15489-RA	PBAR_25519-RA
OG0008360	LHUM_15496-RA	PBAR_25525-RA
OG0008361	LHUM_15493-RA	PBAR_25514-RA
OG0008362	LHUM_15492-RA	PBAR_25526-RA
OG0008363	LHUM_15483-RA	PBAR_25535-RA
OG0008364	LHUM_15482-RA	PBAR_25532-RA
OG0008365	LHUM_15484-RA	PBAR_25538-RA
OG0008366	LHUM_15480-RA	PBAR_25539-RA
OG0008367	LHUM_15479-RA	PBAR_25537-RA
OG0008368	LHUM_15472-RA	PBAR_25546-RA
OG0008369	LHUM_15473-RA	PBAR_25547-RA
OG0008370	LHUM_15476-RA	PBAR_27154-RA
OG0008371	LHUM_15471-RA	PBAR_25549-RA
OG0008372	LHUM_15466-RA	PBAR_25552-RA
OG0008373	LHUM_15464-RA	PBAR_25554-RA
OG0008374	LHUM_15468-RA	PBAR_25548-RA
OG0008375	LHUM_15457-RA	PBAR_25560-RA
OG0008376	LHUM_15461-RA	PBAR_25551-RA
OG0008377	LHUM_15460-RA	PBAR_25562-RA
OG0008378	LHUM_15462-RA	PBAR_25558-RA
OG0008379	LHUM_15451-RA	PBAR_25568-RA
OG0008380	LHUM_15452-RA	PBAR_25567-RA
OG0008382	LHUM_13919-RA	PBAR_17081-RA
OG0008383	LHUM_23519-RA	PBAR_15027-RA
OG0008384	LHUM_23514-RA	PBAR_15028-RA
OG0008385	LHUM_11834-RA	PBAR_10664-RA
OG0008386	LHUM_11829-RA	PBAR_16479-RA
OG0008387	LHUM_11836-RA	PBAR_11511-RA
OG0008388	LHUM_11838-RA	PBAR_11514-RA
OG0008389	LHUM_11830-RA	PBAR_11510-RA
OG0008391	LHUM_17859-RA	PBAR_12127-RA
OG0008392	LHUM_11832-RA	PBAR_19165-RA
OG0008393	LHUM_23615-RA	PBAR_12120-RA
OG0008394	LHUM_23625-RA	PBAR_12123-RA
OG0008395	LHUM_23604-RA	PBAR_12126-RA
OG0008396	LHUM_23605-RA	PBAR_12125-RA
OG0008397	LHUM_17852-RA	PBAR_12119-RA
OG0008398	LHUM_23493-RA	PBAR_11121-RA
OG0008399	LHUM_23502-RA	PBAR_11125-RA
OG0008400	LHUM_23627-RA	PBAR_11122-RA
OG0008401	LHUM_23608-RA	PBAR_11126-RA
OG0008402	LHUM_18761-RA	PBAR_17018-RA
OG0008403	LHUM_13980-RA	PBAR_17001-RA
OG0008404	LHUM_18758-RA	PBAR_17017-RA
OG0008405	LHUM_18764-RA	PBAR_17019-RA
OG0008406	LHUM_18768-RA	PBAR_17156-RA
OG0008407	LHUM_23530-RA	PBAR_15025-RA
OG0008408	LHUM_23525-RA	PBAR_15024-RA
OG0008409	LHUM_23535-RA	PBAR_15017-RA
OG0008410	LHUM_23536-RA	PBAR_15018-RA
OG0008411	LHUM_23550-RA	PBAR_12145-RA
OG0008412	LHUM_23561-RA	PBAR_ar_RpL36A_5'end-1
OG0008413	LHUM_23564-RA	PBAR_12131-RA
OG0008414	LHUM_23558-RA	PBAR_12139-RA
OG0008415	LHUM_23556-RA	PBAR_12142-RA
OG0008416	LHUM_23601-RA	PBAR_12140-RA
OG0008417	LHUM_23597-RA	PBAR_12138-RA
OG0008418	LHUM_23595-RA	PBAR_12132-RA
OG0008419	LHUM_23599-RA	PBAR_12129-RA
OG0008420	LHUM_14654-RA	PBAR_ar_Fak56D-1
OG0008421	LHUM_13985-RA	PBAR_17006-RA
OG0008422	LHUM_14661-RA	PBAR_12121-RA
OG0008423	LHUM_13984-RA	PBAR_17060-RA
OG0008424	LHUM_13988-RA	PBAR_17062-RA
OG0008425	LHUM_13989-RA	PBAR_17043-RA
OG0008426	LHUM_13982-RA	PBAR_17038-RA
OG0008427	LHUM_13991-RA	PBAR_17044-RA
OG0008428	LHUM_13981-RA	PBAR_17066-RA
OG0008429	LHUM_18750-RA	PBAR_17158-RA
OG0008430	LHUM_18726-RA	PBAR_17150-RA
OG0008431	LHUM_13986-RA	PBAR_17054-RA
OG0008432	LHUM_13983-RA	PBAR_12726-RA
OG0008433	LHUM_18730-RA	PBAR_17151-RA
OG0008434	LHUM_18723-RA	PBAR_17153-RA
OG0008435	LHUM_18729-RA	PBAR_17159-RA
OG0008436	LHUM_18722-RA	PBAR_17154-RA
OG0008437	LHUM_23594-RA	PBAR_24248-RA
OG0008438	LHUM_18755-RA	PBAR_17164-RA
