Orthogroup	lhum_annotation	acep_annotation
OG0007778	LHUM_16845-RA	ACEP_00000134-RA
OG0007779	LHUM_16849-RA	ACEP_00000135-RA
OG0007780	LHUM_17009-RA	ACEP_00000127-RA
OG0007781	LHUM_17028-RA	ACEP_00000123-RA
OG0007782	LHUM_16807-RA	ACEP_00000121-RA
OG0007783	LHUM_17023-RA	ACEP_00000126-RA
OG0007784	LHUM_17021-RA	ACEP_00000125-RA
OG0007785	LHUM_17012-RA	ACEP_00000128-RA
OG0007786	LHUM_18445-RA	ACEP_00000109-RA
OG0007787	LHUM_18430-RA	ACEP_00000114-RA
OG0007788	LHUM_18440-RA	ACEP_00000113-RA
OG0007789	LHUM_16814-RA	ACEP_00000115-RA
OG0007790	LHUM_16810-RA	ACEP_00000116-RA
OG0007791	LHUM_18431-RA	ACEP_00000112-RA
OG0007792	LHUM_16806-RA	ACEP_00000119-RA
OG0007793	LHUM_16993-RA	ACEP_00000103-RA
OG0007794	LHUM_16990-RA	ACEP_00000104-RA
OG0007795	LHUM_17003-RA	ACEP_00000100-RA
OG0007796	LHUM_16998-RA	ACEP_00000098-RA
OG0007797	LHUM_17000-RA	ACEP_00000097-RA
OG0007798	LHUM_16999-RA	ACEP_00000099-RA
OG0007799	LHUM_24505-RA	ACEP_00000085-RA
OG0007800	LHUM_24476-RA	ACEP_00000075-RA
OG0007801	LHUM_18618-RA	ACEP_00000089-RA
OG0007802	LHUM_24480-RA	ACEP_00000079-RA
OG0007803	LHUM_18434-RA	ACEP_00017008-RA
OG0007804	LHUM_10107-RA	ACEP_00000083-RA
OG0007805	LHUM_18439-RA	ACEP_00000091-RA
OG0007806	LHUM_18613-RA	ACEP_00000087-RA
OG0007807	LHUM_24493-RA	ACEP_00000077-RA
OG0007808	LHUM_18615-RA	ACEP_00000088-RA
OG0007809	LHUM_24482-RA	ACEP_00000080-RA
OG0007810	LHUM_16987-RA	ACEP_00000082-RA
OG0007811	LHUM_24487-RA	ACEP_00000078-RA
OG0007812	LHUM_24491-RA	ACEP_00000081-RA
OG0007813	LHUM_18616-RA	ACEP_00000086-RA
OG0007814	LHUM_17001-RA	ACEP_00000094-RA
OG0007815	LHUM_17002-RA	ACEP_00000095-RA
OG0007816	LHUM_24465-RA	ACEP_00000070-RA
OG0007817	LHUM_18619-RA	ACEP_00000069-RA
OG0007818	LHUM_24475-RA	ACEP_00000071-RA
OG0007819	LHUM_18622-RA	ACEP_00000066-RA
OG0007820	LHUM_18629-RA	ACEP_00000060-RA
OG0007821	LHUM_18632-RA	ACEP_00000063-RA
OG0007822	LHUM_18627-RA	ACEP_00000062-RA
OG0007823	LHUM_18637-RA	ACEP_00000055-RA
OG0007824	LHUM_18628-RA	ACEP_00000057-RA
OG0007825	LHUM_18633-RA	ACEP_00000056-RA
OG0007826	LHUM_18636-RA	ACEP_00000053-RA
OG0007827	LHUM_18642-RA	ACEP_00000046-RA
OG0007828	LHUM_18647-RA	ACEP_00000043-RA
OG0007829	LHUM_18641-RA	ACEP_00000038-RA
OG0007830	LHUM_18652-RA	ACEP_00000045-RA
OG0007831	LHUM_18649-RA	ACEP_00000041-RA
OG0007832	LHUM_18643-RA	ACEP_00000047-RA
OG0007833	LHUM_18645-RA	ACEP_00000037-RA
OG0007834	LHUM_18640-RA	ACEP_00000042-RA
OG0007835	LHUM_18650-RA	ACEP_00000040-RA
OG0007836	LHUM_18646-RA	ACEP_00000039-RA
OG0007837	LHUM_18644-RA	ACEP_00000036-RA
OG0007838	LHUM_18648-RA	ACEP_00000050-RA
OG0007839	LHUM_18663-RA	ACEP_00000027-RA
OG0007840	LHUM_18661-RA	ACEP_00000031-RA
OG0007841	LHUM_18654-RA	ACEP_00000030-RA
OG0007842	LHUM_18659-RA	ACEP_00000029-RA
OG0007843	LHUM_18655-RA	ACEP_00000028-RA
OG0007844	LHUM_18653-RA	ACEP_00000032-RA
OG0007845	LHUM_18662-RA	ACEP_00000034-RA
OG0007846	LHUM_18660-RA	ACEP_00000035-RA
OG0007847	LHUM_18656-RA	ACEP_00000025-RA
OG0007848	LHUM_18657-RA	ACEP_00000026-RA
OG0007849	LHUM_16862-RA	ACEP_00000014-RA
OG0007850	LHUM_16861-RA	ACEP_00000016-RA
OG0007851	LHUM_16855-RA	ACEP_00000017-RA
OG0007852	LHUM_16878-RA	ACEP_00000003-RA
OG0007853	LHUM_16874-RA	ACEP_00000004-RA
OG0007854	LHUM_16871-RA	ACEP_00000006-RA
OG0007855	LHUM_16877-RA	ACEP_00000008-RA
OG0007856	LHUM_16872-RA	ACEP_00000009-RA
OG0007857	LHUM_16412-RA	ACEP_00016674-RA
OG0007858	LHUM_19671-RA	ACEP_00016683-RA
OG0007859	LHUM_21953-RA	ACEP_00016372-RA
OG0007860	LHUM_10391-RA	ACEP_00016518-RA
OG0007861	LHUM_22472-RA	ACEP_00016628-RA
OG0007862	LHUM_16654-RA	ACEP_00015921-RA
OG0007863	LHUM_16656-RA	ACEP_00015924-RA
OG0007864	LHUM_16653-RA	ACEP_00015919-RA
OG0007865	LHUM_10302-RA	ACEP_00015915-RA
OG0007866	LHUM_10297-RA	ACEP_00015914-RA
OG0007867	LHUM_17714-RA	ACEP_00015906-RA
OG0007868	LHUM_10298-RA	ACEP_00015911-RA
OG0007869	LHUM_16860-RA	ACEP_00016693-RA
OG0007870	LHUM_16242-RA	ACEP_00016681-RA
OG0007871	LHUM_19325-RA	ACEP_00016632-RA
OG0007872	LHUM_20359-RA	ACEP_00016347-RA
OG0007873	LHUM_19538-RA	ACEP_00016368-RA
OG0007874	LHUM_21446-RA	ACEP_00016732-RA
OG0007875	LHUM_11765-RA	ACEP_00016387-RA
OG0007876	LHUM_21330-RA	ACEP_00016315-RA
OG0007877	LHUM_11655-RA	ACEP_00015995-RA
OG0007878	LHUM_11644-RA	ACEP_00015997-RA
OG0007879	LHUM_11647-RA	ACEP_00015991-RA
OG0007880	LHUM_11659-RA	ACEP_00015996-RA
OG0007881	LHUM_11660-RA	ACEP_00015998-RA
OG0007882	LHUM_11646-RA	ACEP_00015992-RA
OG0007883	LHUM_25346-RA	ACEP_04565985-RA
OG0007884	LHUM_11678-RA	ACEP_00015985-RA
OG0007885	LHUM_11676-RA	ACEP_00015983-RA
OG0007886	LHUM_20964-RA	ACEP_00015971-RA
OG0007887	LHUM_12670-RA	ACEP_00015974-RA
OG0007888	LHUM_12681-RA	ACEP_00015978-RA
OG0007889	LHUM_11663-RA	ACEP_00015980-RA
OG0007890	LHUM_11674-RA	ACEP_00015981-RA
OG0007891	LHUM_12674-RA	ACEP_00015972-RA
OG0007892	LHUM_12680-RA	ACEP_00015976-RA
OG0007893	LHUM_12668-RA	ACEP_00015977-RA
OG0007894	LHUM_11665-RA	ACEP_00015982-RA
OG0007895	LHUM_20967-RA	ACEP_00015968-RA
OG0007896	LHUM_20947-RA	ACEP_00015963-RA
OG0007897	LHUM_20951-RA	ACEP_00015966-RA
OG0007898	LHUM_23752-RA	ACEP_00015961-RA
OG0007899	LHUM_23747-RA	ACEP_00015962-RA
OG0007900	LHUM_20956-RA	ACEP_00015964-RA
OG0007901	LHUM_20965-RA	ACEP_00015970-RA
OG0007902	LHUM_11040-RA	ACEP_00015955-RA
OG0007903	LHUM_11614-RA	ACEP_00015960-RA
OG0007904	LHUM_11042-RA	ACEP_00015957-RA
OG0007905	LHUM_17425-RA	ACEP_00008801-RA
OG0007906	LHUM_24313-RA	ACEP_00008794-RA
OG0007907	LHUM_17412-RA	ACEP_00008795-RA
OG0007908	LHUM_17408-RA	ACEP_00008799-RA
OG0007909	LHUM_17422-RA	ACEP_00008798-RA
OG0007910	LHUM_17409-RA	ACEP_00008796-RA
OG0007911	LHUM_17414-RA	ACEP_00008797-RA
OG0007912	LHUM_24322-RA	ACEP_00008791-RA
OG0007913	LHUM_25668-RA	ACEP_00017514-RA
OG0007914	LHUM_21475-RA	ACEP_00008790-RA
OG0007915	LHUM_21476-RA	ACEP_00008787-RA
OG0007916	LHUM_21469-RA	ACEP_00008789-RA
OG0007917	LHUM_21474-RA	ACEP_00008788-RA
OG0007918	LHUM_21456-RA	ACEP_00008781-RA
OG0007919	LHUM_21460-RA	ACEP_00008783-RA
OG0007920	LHUM_21480-RA	ACEP_00008784-RA
OG0007921	LHUM_24425-RA	ACEP_00008776-RA
OG0007922	LHUM_21463-RA	ACEP_00008778-RA
OG0007923	LHUM_24419-RA	ACEP_00008774-RA
OG0007924	LHUM_24392-RA	ACEP_00008771-RA
OG0007925	LHUM_21458-RA	ACEP_00008777-RA
OG0007926	LHUM_21462-RA	ACEP_00008779-RA
OG0007927	LHUM_21464-RA	ACEP_00008780-RA
OG0007928	LHUM_24352-RA	ACEP_00008761-RA
OG0007929	LHUM_24388-RA	ACEP_00008764-RA
OG0007930	LHUM_24348-RA	ACEP_00008759-RA
OG0007931	LHUM_24347-RA	ACEP_00008763-RA
OG0007932	LHUM_24393-RA	ACEP_00008767-RA
OG0007933	LHUM_24349-RA	ACEP_00008760-RA
OG0007934	LHUM_24351-RA	ACEP_00008758-RA
OG0007935	LHUM_24394-RA	ACEP_00008769-RA
OG0007936	LHUM_24390-RA	ACEP_00008770-RA
OG0007937	LHUM_24346-RA	ACEP_00008757-RA
OG0007938	LHUM_24337-RA	ACEP_00008748-RA
OG0007939	LHUM_24335-RA	ACEP_00008749-RA
OG0007940	LHUM_24339-RA	ACEP_00008750-RA
OG0007941	LHUM_24338-RA	ACEP_00008751-RA
OG0007942	LHUM_24344-RA	ACEP_00008753-RA
OG0007943	LHUM_24341-RA	ACEP_00008746-RA
OG0007944	LHUM_24331-RA	ACEP_00008745-RA
OG0007945	LHUM_24315-RA	ACEP_00008738-RA
OG0007946	LHUM_24330-RA	ACEP_00008739-RA
OG0007947	LHUM_24323-RA	ACEP_00008734-RA
OG0007948	LHUM_24316-RA	ACEP_00008737-RA
OG0007949	LHUM_24332-RA	ACEP_00008740-RA
OG0007950	LHUM_24324-RA	ACEP_00008741-RA
OG0007951	LHUM_24328-RA	ACEP_00008742-RA
OG0007952	LHUM_24325-RA	ACEP_00008743-RA
OG0007953	LHUM_24329-RA	ACEP_00008744-RA
OG0007954	LHUM_24389-RA	ACEP_00008721-RA
OG0007955	LHUM_24369-RA	ACEP_00008720-RA
OG0007956	LHUM_24391-RA	ACEP_00008723-RA
OG0007957	LHUM_21471-RA	ACEP_00008726-RA
OG0007958	LHUM_24317-RA	ACEP_00008730-RA
OG0007959	LHUM_21481-RA	ACEP_00008724-RA
OG0007960	LHUM_21477-RA	ACEP_00008727-RA
OG0007961	LHUM_24318-RA	ACEP_00008731-RA
OG0007962	LHUM_24366-RA	ACEP_00008719-RA
OG0007963	LHUM_24314-RA	ACEP_00008732-RA
OG0007964	LHUM_24320-RA	ACEP_00008733-RA
OG0007965	LHUM_16977-RA	ACEP_00008709-RA
OG0007966	LHUM_16986-RA	ACEP_00008712-RA
OG0007967	LHUM_24506-RA	ACEP_00008704-RA
OG0007968	LHUM_16982-RA	ACEP_00008708-RA
OG0007969	LHUM_24350-RA	ACEP_00008715-RA
OG0007970	LHUM_13343-RA	ACEP_00008714-RA
OG0007971	LHUM_16988-RA	ACEP_00008705-RA
OG0007972	LHUM_16981-RA	ACEP_00008711-RA
OG0007973	LHUM_24354-RA	ACEP_00008716-RA
OG0007974	LHUM_16980-RA	ACEP_00008707-RA
OG0007975	LHUM_24357-RA	ACEP_00008718-RA
OG0007976	LHUM_12891-RA	ACEP_00008697-RA
OG0007977	LHUM_12886-RA	ACEP_00008702-RA
OG0007978	LHUM_12890-RA	ACEP_00017524-RA
OG0007979	LHUM_12885-RA	ACEP_00008701-RA
OG0007980	LHUM_12892-RA	ACEP_00008696-RA
OG0007981	LHUM_12887-RA	ACEP_00008698-RA
OG0007982	LHUM_12889-RA	ACEP_00008695-RA
OG0007983	LHUM_12897-RA	ACEP_00008694-RA
OG0007984	LHUM_24509-RA	ACEP_00008703-RA
OG0007985	LHUM_25411-RA	ACEP_00008685-RA
OG0007986	LHUM_12902-RA	ACEP_00008681-RA
OG0007987	LHUM_12904-RA	ACEP_00008678-RA
OG0007988	LHUM_12901-RA	ACEP_00008680-RA
OG0007989	LHUM_12905-RA	ACEP_00008682-RA
OG0007990	LHUM_13556-RA	ACEP_00008664-RA
OG0007991	LHUM_12880-RA	ACEP_00008669-RA
OG0007992	LHUM_12895-RA	ACEP_00008674-RA
OG0007993	LHUM_12893-RA	ACEP_00008670-RA
OG0007994	LHUM_13548-RA	ACEP_00008665-RA
OG0007995	LHUM_12898-RA	ACEP_00008671-RA
OG0007996	LHUM_12894-RA	ACEP_00008673-RA
OG0007997	LHUM_12888-RA	ACEP_00008672-RA
OG0007998	LHUM_24397-RA	ACEP_00008675-RA
OG0007999	LHUM_13561-RA	ACEP_00008667-RA
OG0008000	LHUM_13560-RA	ACEP_00008668-RA
OG0008001	LHUM_13552-RA	ACEP_00008666-RA
OG0008002	LHUM_13545-RA	ACEP_00008649-RA
OG0008003	LHUM_13547-RA	ACEP_00008650-RA
OG0008004	LHUM_13562-RA	ACEP_00008655-RA
OG0008005	LHUM_13563-RA	ACEP_00008658-RA
OG0008006	LHUM_12874-RA	ACEP_00008657-RA
OG0008007	LHUM_13558-RA	ACEP_00008659-RA
OG0008008	LHUM_13559-RA	ACEP_00008660-RA
OG0008009	LHUM_13549-RA	ACEP_00008661-RA
OG0008010	LHUM_13527-RA	ACEP_00008641-RA
OG0008011	LHUM_13521-RA	ACEP_00008639-RA
OG0008012	LHUM_13540-RA	ACEP_00008644-RA
OG0008013	LHUM_13528-RA	ACEP_00008640-RA
OG0008014	LHUM_13542-RA	ACEP_00008645-RA
OG0008015	LHUM_13541-RA	ACEP_00008647-RA
OG0008016	LHUM_23020-RA	ACEP_00008634-RA
OG0008017	LHUM_24417-RA	ACEP_00008633-RA
OG0008018	LHUM_24424-RA	ACEP_00008632-RA
OG0008019	LHUM_24408-RA	ACEP_00008631-RA
OG0008020	LHUM_23011-RA	ACEP_00008637-RA
OG0008021	LHUM_23018-RA	ACEP_00008638-RA
OG0008022	LHUM_23007-RA	ACEP_00008624-RA
OG0008023	LHUM_23005-RA	ACEP_00008622-RA
OG0008024	LHUM_21547-RA	ACEP_00008613-RA
OG0008025	LHUM_21546-RA	ACEP_00008612-RA
OG0008026	LHUM_21545-RA	ACEP_00008611-RA
OG0008027	LHUM_24370-RA	ACEP_00008616-RA
OG0008028	LHUM_24372-RA	ACEP_00008615-RA
OG0008029	LHUM_24376-RA	ACEP_00008614-RA
OG0008030	LHUM_24380-RA	ACEP_00008617-RA
OG0008031	LHUM_24374-RA	ACEP_00008618-RA
OG0008032	LHUM_19936-RA	ACEP_00008619-RA
OG0008033	LHUM_19938-RA	ACEP_00008620-RA
OG0008034	LHUM_21553-RA	ACEP_00008608-RA
OG0008035	LHUM_21557-RA	ACEP_00008605-RA
OG0008036	LHUM_21551-RA	ACEP_00008600-RA
OG0008037	LHUM_21554-RA	ACEP_00008602-RA
OG0008038	LHUM_21559-RA	ACEP_00008599-RA
OG0008039	LHUM_21558-RA	ACEP_00008604-RA
OG0008040	LHUM_21550-RA	ACEP_00008606-RA
OG0008041	LHUM_21445-RA	ACEP_00008590-RA
OG0008042	LHUM_21444-RA	ACEP_00008588-RA
OG0008043	LHUM_21448-RA	ACEP_00008594-RA
OG0008044	LHUM_21564-RA	ACEP_00008595-RA
OG0008045	LHUM_21443-RA	ACEP_00008593-RA
OG0008046	LHUM_21562-RA	ACEP_00008597-RA
OG0008047	LHUM_21447-RA	ACEP_00008591-RA
OG0008048	LHUM_13742-RA	ACEP_00008584-RA
OG0008049	LHUM_13745-RA	ACEP_00008585-RA
OG0008050	LHUM_13743-RA	ACEP_00008583-RA
OG0008051	LHUM_13729-RA	ACEP_00008578-RA
OG0008052	LHUM_13724-RA	ACEP_00008570-RA
OG0008053	LHUM_13725-RA	ACEP_00008576-RA
OG0008054	LHUM_13732-RA	ACEP_00008574-RA
OG0008055	LHUM_13722-RA	ACEP_00008567-RA
OG0008056	LHUM_13733-RA	ACEP_00008571-RA
OG0008057	LHUM_13737-RA	ACEP_00008568-RA
OG0008058	LHUM_13726-RA	ACEP_00008565-RA
OG0008059	LHUM_13727-RA	ACEP_00008566-RA
OG0008060	LHUM_18988-RA	ACEP_00008573-RA
OG0008061	LHUM_13738-RA	ACEP_00008569-RA
OG0008062	LHUM_13731-RA	ACEP_00008577-RA
OG0008063	LHUM_13720-RA	ACEP_00008563-RA
OG0008064	LHUM_13719-RA	ACEP_00008564-RA
OG0008065	LHUM_13718-RA	ACEP_00008558-RA
OG0008066	LHUM_13716-RA	ACEP_00008560-RA
OG0008067	LHUM_13721-RA	ACEP_00008562-RA
OG0008068	LHUM_13177-RA	ACEP_00008550-RA
OG0008069	LHUM_13176-RA	ACEP_00008548-RA
OG0008070	LHUM_13165-RA	ACEP_00008542-RA
OG0008071	LHUM_13174-RA	ACEP_00008546-RA
OG0008072	LHUM_13168-RA	ACEP_00008541-RA
OG0008073	LHUM_13173-RA	ACEP_00008538-RA
OG0008074	LHUM_25164-RA	ACEP_00008535-RA
OG0008075	LHUM_13166-RA	ACEP_00008537-RA
OG0008076	LHUM_25163-RA	ACEP_00008534-RA
OG0008077	LHUM_25167-RA	ACEP_00008536-RA
OG0008078	LHUM_25166-RA	ACEP_00008531-RA
OG0008079	LHUM_25162-RA	ACEP_00008530-RA
OG0008080	LHUM_25161-RA	ACEP_00008532-RA
OG0008081	LHUM_25160-RA	ACEP_00008529-RA
OG0008082	LHUM_25156-RA	ACEP_00008526-RA
OG0008083	LHUM_25158-RA	ACEP_00008525-RA
OG0008084	LHUM_25157-RA	ACEP_00008527-RA
OG0008085	LHUM_25154-RA	ACEP_00008523-RA
OG0008086	LHUM_25155-RA	ACEP_00008524-RA
OG0008087	LHUM_25153-RA	ACEP_00008522-RA
OG0008088	LHUM_25147-RA	ACEP_00008515-RA
OG0008089	LHUM_25150-RA	ACEP_00008521-RA
OG0008090	LHUM_25145-RA	ACEP_00008511-RA
OG0008091	LHUM_25135-RA	ACEP_00008508-RA
OG0008092	LHUM_25131-RA	ACEP_00008502-RA
OG0008093	LHUM_25136-RA	ACEP_00008510-RA
OG0008094	LHUM_25134-RA	ACEP_00008504-RA
OG0008095	LHUM_25138-RA	ACEP_00008506-RA
OG0008096	LHUM_25132-RA	ACEP_00008512-RA
OG0008097	LHUM_25151-RA	ACEP_00008513-RA
OG0008098	LHUM_15971-RA	ACEP_00016437-RA
OG0008099	LHUM_21955-RA	ACEP_00016375-RA
OG0008100	LHUM_19666-RA	ACEP_00013501-RA
OG0008101	LHUM_25778-RA	ACEP_00018058-RA
OG0008102	LHUM_25793-RA	ACEP_00018050-RA
OG0008103	LHUM_25776-RA	ACEP_00018057-RA
OG0008104	LHUM_25775-RA	ACEP_00018056-RA
OG0008105	LHUM_19667-RA	ACEP_00013498-RA
OG0008106	LHUM_25791-RA	ACEP_00018055-RA
OG0008107	LHUM_19668-RA	ACEP_00013499-RA
OG0008108	LHUM_19670-RA	ACEP_00013497-RA
OG0008109	LHUM_19674-RA	ACEP_00018061-RA
OG0008110	LHUM_19675-RA	ACEP_00013494-RA
OG0008111	LHUM_19676-RA	ACEP_00013496-RA
OG0008112	LHUM_19677-RA	ACEP_00013495-RA
OG0008113	LHUM_19680-RA	ACEP_00013489-RA
OG0008114	LHUM_19678-RA	ACEP_00013490-RA
OG0008115	LHUM_24822-RA	ACEP_00013475-RA
OG0008116	LHUM_19697-RA	ACEP_00013476-RA
OG0008117	LHUM_19695-RA	ACEP_00013477-RA
OG0008118	LHUM_19689-RA	ACEP_00013478-RA
OG0008119	LHUM_24818-RA	ACEP_00013468-RA
OG0008120	LHUM_24810-RA	ACEP_00013470-RA
OG0008121	LHUM_24805-RA	ACEP_00013469-RA
OG0008122	LHUM_24804-RA	ACEP_00013471-RA
OG0008123	LHUM_24813-RA	ACEP_00013459-RA
OG0008124	LHUM_24812-RA	ACEP_00013460-RA
OG0008125	LHUM_24815-RA	ACEP_00013463-RA
OG0008126	LHUM_24803-RA	ACEP_00013458-RA
OG0008127	LHUM_24809-RA	ACEP_00013457-RA
OG0008128	LHUM_24814-RA	ACEP_00013466-RA
OG0008129	LHUM_24806-RA	ACEP_00013465-RA
OG0008130	LHUM_24816-RA	ACEP_00013456-RA
OG0008131	LHUM_24800-RA	ACEP_00013461-RA
OG0008132	LHUM_24817-RA	ACEP_00013464-RA
OG0008133	LHUM_24802-RA	ACEP_00013467-RA
OG0008134	LHUM_24795-RA	ACEP_00013455-RA
OG0008135	LHUM_24798-RA	ACEP_00013454-RA
OG0008136	LHUM_24796-RA	ACEP_00013453-RA
OG0008137	LHUM_24797-RA	ACEP_00013452-RA
OG0008138	LHUM_24792-RA	ACEP_00013449-RA
OG0008139	LHUM_24793-RA	ACEP_00013448-RA
OG0008140	LHUM_24790-RA	ACEP_00013446-RA
OG0008141	LHUM_24787-RA	ACEP_00013440-RA
OG0008142	LHUM_24789-RA	ACEP_00013441-RA
OG0008143	LHUM_21871-RA	ACEP_00016738-RA
OG0008144	LHUM_18681-RA	ACEP_00016722-RA
OG0008145	LHUM_18972-RA	ACEP_00016427-RA
OG0008146	LHUM_12767-RA	ACEP_00015637-RA
OG0008147	LHUM_12772-RA	ACEP_00015636-RA
OG0008148	LHUM_12773-RA	ACEP_00015639-RA
OG0008149	LHUM_12769-RA	ACEP_00015638-RA
OG0008150	LHUM_11193-RA	ACEP_00015635-RA
OG0008151	LHUM_11192-RA	ACEP_00015633-RA
OG0008152	LHUM_16985-RA	ACEP_00015629-RA
OG0008153	LHUM_16969-RA	ACEP_00015618-RA
OG0008154	LHUM_20253-RA	ACEP_00016288-RA
OG0008155	LHUM_20258-RA	ACEP_00016284-RA
OG0008156	LHUM_20261-RA	ACEP_00016283-RA
OG0008157	LHUM_20256-RA	ACEP_00016281-RA
OG0008158	LHUM_21779-RA	ACEP_00016277-RA
OG0008159	LHUM_21777-RA	ACEP_00016273-RA
OG0008160	LHUM_21784-RA	ACEP_00016275-RA
OG0008161	LHUM_21771-RA	ACEP_00016279-RA
OG0008162	LHUM_21775-RA	ACEP_00016280-RA
OG0008163	LHUM_21003-RA	ACEP_00016699-RA
OG0008164	LHUM_18171-RA	ACEP_00016688-RA
OG0008165	LHUM_11454-RA	ACEP_00002190-RA
OG0008166	LHUM_14176-RA	ACEP_00002183-RA
OG0008167	LHUM_11468-RA	ACEP_00002186-RA
OG0008168	LHUM_19181-RA	ACEP_00002185-RA
OG0008169	LHUM_14166-RA	ACEP_00002181-RA
OG0008170	LHUM_11467-RA	ACEP_00002188-RA
OG0008171	LHUM_19347-RA	ACEP_00002175-RA
OG0008172	LHUM_19346-RA	ACEP_00002172-RA
OG0008173	LHUM_19351-RA	ACEP_00002173-RA
OG0008174	LHUM_19348-RA	ACEP_00002174-RA
OG0008175	LHUM_14121-RA	ACEP_00002178-RA
OG0008176	LHUM_14168-RA	ACEP_00002180-RA
OG0008177	LHUM_19715-RA	ACEP_00002166-RA
OG0008178	LHUM_19718-RA	ACEP_00002161-RA
OG0008179	LHUM_20805-RA	ACEP_00002159-RA
OG0008180	LHUM_19710-RA	ACEP_00002164-RA
OG0008181	LHUM_19716-RA	ACEP_00002167-RA
OG0008182	LHUM_19721-RA	ACEP_00002162-RA
OG0008183	LHUM_20809-RA	ACEP_00002158-RA
OG0008184	LHUM_19711-RA	ACEP_00002160-RA
OG0008185	LHUM_19709-RA	ACEP_00002163-RA
OG0008186	LHUM_19712-RA	ACEP_00002168-RA
OG0008187	LHUM_19352-RA	ACEP_00002171-RA
OG0008188	LHUM_14115-RA	ACEP_00002151-RA
OG0008189	LHUM_19708-RA	ACEP_00002145-RA
OG0008190	LHUM_14171-RA	ACEP_00002141-RA
OG0008191	LHUM_19344-RA	ACEP_00002142-RA
OG0008192	LHUM_18820-RA	ACEP_00002140-RA
OG0008193	LHUM_19720-RA	ACEP_00002144-RA
OG0008194	LHUM_24697-RA	ACEP_00002149-RA
OG0008195	LHUM_24698-RA	ACEP_00002147-RA
OG0008196	LHUM_24691-RA	ACEP_00002146-RA
OG0008197	LHUM_18808-RA	ACEP_00002134-RA
OG0008198	LHUM_19353-RA	ACEP_00002135-RA
OG0008199	LHUM_18801-RA	ACEP_00002133-RA
OG0008200	LHUM_18814-RA	ACEP_00002132-RA
OG0008201	LHUM_18811-RA	ACEP_00002127-RA
OG0008202	LHUM_18810-RA	ACEP_00002125-RA
OG0008203	LHUM_18797-RA	ACEP_00002129-RA
OG0008204	LHUM_18799-RA	ACEP_00002131-RA
OG0008205	LHUM_18819-RA	ACEP_00002139-RA
OG0008206	LHUM_19355-RA	ACEP_00002137-RA
OG0008207	LHUM_19354-RA	ACEP_00002136-RA
OG0008208	LHUM_18813-RA	ACEP_00002124-RA
OG0008209	LHUM_18823-RA	ACEP_00002114-RA
OG0008210	LHUM_18812-RA	ACEP_00002120-RA
OG0008211	LHUM_18821-RA	ACEP_00002123-RA
OG0008212	LHUM_18816-RA	ACEP_00002122-RA
OG0008213	LHUM_18817-RA	ACEP_00002119-RA
OG0008214	LHUM_18830-RA	ACEP_00002113-RA
OG0008215	LHUM_18828-RA	ACEP_00002116-RA
OG0008216	LHUM_16226-RA	ACEP_00002100-RA
OG0008217	LHUM_18779-RA	ACEP_00002099-RA
OG0008218	LHUM_16222-RA	ACEP_00017047-RA
OG0008219	LHUM_18919-RA	ACEP_00002102-RA
OG0008220	LHUM_16215-RA	ACEP_00002107-RA
OG0008221	LHUM_18822-RA	ACEP_00002110-RA
OG0008222	LHUM_16245-RA	ACEP_00002106-RA
OG0008223	LHUM_18918-RA	ACEP_00002101-RA
OG0008224	LHUM_16246-RA	ACEP_00002104-RA
OG0008225	LHUM_18777-RA	ACEP_00002092-RA
OG0008226	LHUM_18787-RA	ACEP_00002095-RA
OG0008227	LHUM_18773-RA	ACEP_00002093-RA
OG0008228	LHUM_14891-RA	ACEP_00002089-RA
OG0008229	LHUM_18805-RA	ACEP_00002091-RA
OG0008230	LHUM_18786-RA	ACEP_00002094-RA
OG0008231	LHUM_14896-RA	ACEP_00002088-RA
OG0008232	LHUM_18775-RA	ACEP_00002096-RA
OG0008233	LHUM_18798-RA	ACEP_00002083-RA
OG0008234	LHUM_14902-RA	ACEP_00002076-RA
OG0008235	LHUM_18807-RA	ACEP_00002084-RA
OG0008236	LHUM_14913-RA	ACEP_00002074-RA
OG0008237	LHUM_14897-RA	ACEP_00002085-RA
OG0008238	LHUM_14895-RA	ACEP_00002066-RA
OG0008239	LHUM_14916-RA	ACEP_00002070-RA
OG0008240	LHUM_14901-RA	ACEP_00002069-RA
OG0008241	LHUM_14905-RA	ACEP_00002072-RA
OG0008242	LHUM_14912-RA	ACEP_00002071-RA
OG0008243	LHUM_16227-RA	ACEP_00002062-RA
OG0008244	LHUM_19245-RA	ACEP_00002053-RA
OG0008245	LHUM_23899-RA	ACEP_00002060-RA
OG0008246	LHUM_10617-RA	ACEP_00002055-RA
OG0008247	LHUM_11463-RA	ACEP_00002059-RA
OG0008248	LHUM_11465-RA	ACEP_00002061-RA
OG0008249	LHUM_14893-RA	ACEP_00002065-RA
OG0008250	LHUM_19948-RA	ACEP_00002049-RA
OG0008251	LHUM_19165-RA	ACEP_00002044-RA
OG0008252	LHUM_13830-RA	ACEP_00002042-RA
OG0008253	LHUM_19022-RA	ACEP_00002045-RA
OG0008254	LHUM_13829-RA	ACEP_00002043-RA
OG0008255	LHUM_19242-RA	ACEP_00002052-RA
OG0008256	LHUM_19247-RA	ACEP_00002051-RA
OG0008257	LHUM_13818-RA	ACEP_00002037-RA
OG0008258	LHUM_13817-RA	ACEP_00002040-RA
OG0008259	LHUM_25857-RA	ACEP_00002039-RA
